Facility,"Cantharidin top, applicator",0707,APC,,,,,,,,Outpatient,,,,,342.437911,1113.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.437911,,,,,,,case rate,,,,,,,,,,,654.757,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.85,,,,,,,case rate,,654.76,,,,,,,case rate,,641.66,,,,,,,case rate,,654.76,,,,,,,case rate,,664.58,,,,,,,case rate,,654.76,,,,,,,case rate,,622.02,,,,,,,case rate,,661.3,,,,,,,case rate,,654.76,,,,,,,case rate,,667.85,,,,,,,case rate,,654.76,,,,,,,case rate,,654.76,,,,,,,case rate,,654.76,,,,,,,case rate,,667.85,,,,,,,case rate,,687.49,,,,,,,case rate,,654.76,,,,,,,case rate,,654.76,,,,,,,case rate,,654.76,,,,,,,case rate,,654.76,,,,,,,case rate,,664.58,,,,,,,case rate,,1113.09,,,,,,,case rate,,654.76,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.437911,,,,,,,case rate,,342.437911,,,,,,,case rate,,342.437911,,,,,,,case rate,,342.437911,,,,,,,case rate,,342.437911,,,,,,,case rate,,342.437911,,,,,,,case rate,,342.437911,,,,,,,case rate,,342.437911,,,,,,,case rate,,342.437911,,,,,,,case rate,
Facility,"EAR, NOSE, MOUTH, THROAT AND CRANIAL OR FACIAL MALIGNANCIES",1104,APR-DRG,,,,,,,,inpatient,,,,,16421.25,16421.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16421.25,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16421.25,,,,,,0,case rate,Zero cases in previous 12 months,16421.25,,,,,,0,case rate,Zero cases in previous 12 months,16421.25,,,,,,0,case rate,Zero cases in previous 12 months,16421.25,,,,,,0,case rate,Zero cases in previous 12 months,16421.25,,,,,,0,case rate,Zero cases in previous 12 months,16421.25,,,,,,0,case rate,Zero cases in previous 12 months,16421.25,,,,,,0,case rate,Zero cases in previous 12 months,16421.25,,,,,,0,case rate,Zero cases in previous 12 months,16421.25,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"Ercp w/otomy, pancreatoscopy",C7543,LOCAL,,,,,,,,Outpatient,,,,,13861.51,13861.51,,,,,,,,,,,,,,,,,,,,13861.51,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13861.51,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,"Ferumoxytol, non-esrd",1297,APC,,,,,,,,Outpatient,,,,,0.169452,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169452,,,,,,,case rate,,,,,,,,,,,0.324,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.33,,,,,,,case rate,,0.32,,,,,,,case rate,,0.31,,,,,,,case rate,,0.33,,,,,,,case rate,,0.32,,,,,,,case rate,,0.33,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.33,,,,,,,case rate,,0.34,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.33,,,,,,,case rate,,0.55,,,,,,,case rate,,0.32,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,
Facility,"Humate-P, inj",1704,APC,,,,,,,,Outpatient,,,,,0.779793,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779793,,,,,,,case rate,,,,,,,,,,,1.491,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,,case rate,,1.49,,,,,,,case rate,,1.46,,,,,,,case rate,,1.49,,,,,,,case rate,,1.51,,,,,,,case rate,,1.49,,,,,,,case rate,,1.42,,,,,,,case rate,,1.51,,,,,,,case rate,,1.49,,,,,,,case rate,,1.52,,,,,,,case rate,,1.49,,,,,,,case rate,,1.49,,,,,,,case rate,,1.49,,,,,,,case rate,,1.52,,,,,,,case rate,,1.57,,,,,,,case rate,,1.49,,,,,,,case rate,,1.49,,,,,,,case rate,,1.49,,,,,,,case rate,,1.49,,,,,,,case rate,,1.51,,,,,,,case rate,,2.53,,,,,,,case rate,,1.49,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779793,,,,,,,case rate,,0.779793,,,,,,,case rate,,0.779793,,,,,,,case rate,,0.779793,,,,,,,case rate,,0.779793,,,,,,,case rate,,0.779793,,,,,,,case rate,,0.779793,,,,,,,case rate,,0.779793,,,,,,,case rate,,0.779793,,,,,,,case rate,
Facility,"INSERTION, REVISION AND REPLACEMENTS OF PACEMAKER AND OTHER CARDIAC DEVICES",1761,APR-DRG,,,,,,,,inpatient,,,,,12841.25,12841.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12841.25,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12841.25,,,,,,0,case rate,Zero cases in previous 12 months,12841.25,,,,,,0,case rate,Zero cases in previous 12 months,12841.25,,,,,,0,case rate,Zero cases in previous 12 months,12841.25,,,,,,0,case rate,Zero cases in previous 12 months,12841.25,,,,,,0,case rate,Zero cases in previous 12 months,12841.25,,,,,,0,case rate,Zero cases in previous 12 months,12841.25,,,,,,0,case rate,Zero cases in previous 12 months,12841.25,,,,,,0,case rate,Zero cases in previous 12 months,12841.25,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"Inj daunorubicin, cytarabine",9302,APC,,,,,,,,Outpatient,,,,,133.933501,435.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.933501,,,,,,,case rate,,,,,,,,,,,256.087,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.21,,,,,,,case rate,,256.09,,,,,,,case rate,,250.97,,,,,,,case rate,,256.09,,,,,,,case rate,,259.93,,,,,,,case rate,,256.09,,,,,,,case rate,,243.28,,,,,,,case rate,,258.65,,,,,,,case rate,,256.09,,,,,,,case rate,,261.21,,,,,,,case rate,,256.09,,,,,,,case rate,,256.09,,,,,,,case rate,,256.09,,,,,,,case rate,,261.21,,,,,,,case rate,,268.89,,,,,,,case rate,,256.09,,,,,,,case rate,,256.09,,,,,,,case rate,,256.09,,,,,,,case rate,,256.09,,,,,,,case rate,,259.93,,,,,,,case rate,,435.35,,,,,,,case rate,,256.09,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.933501,,,,,,,case rate,,133.933501,,,,,,,case rate,,133.933501,,,,,,,case rate,,133.933501,,,,,,,case rate,,133.933501,,,,,,,case rate,,133.933501,,,,,,,case rate,,133.933501,,,,,,,case rate,,133.933501,,,,,,,case rate,,133.933501,,,,,,,case rate,
Facility,"Inj, methylpred sod succ 5mg",0801,APC,,,,,,,,Outpatient,,,,,0.10983,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10983,,,,,,,case rate,,,,,,,,,,,0.21,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.2,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.22,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.21,,,,,,,case rate,,0.36,,,,,,,case rate,,0.21,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10983,,,,,,,case rate,,0.10983,,,,,,,case rate,,0.10983,,,,,,,case rate,,0.10983,,,,,,,case rate,,0.10983,,,,,,,case rate,,0.10983,,,,,,,case rate,,0.10983,,,,,,,case rate,,0.10983,,,,,,,case rate,,0.10983,,,,,,,case rate,
Facility,"Inj, motixafortide, 0.25 mg",0729,APC,,,,,,,,Outpatient,,,,,13.189014,42.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.189014,,,,,,,case rate,,,,,,,,,,,25.218,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.72,,,,,,,case rate,,25.22,,,,,,,case rate,,24.71,,,,,,,case rate,,25.22,,,,,,,case rate,,25.6,,,,,,,case rate,,25.22,,,,,,,case rate,,23.96,,,,,,,case rate,,25.47,,,,,,,case rate,,25.22,,,,,,,case rate,,25.72,,,,,,,case rate,,25.22,,,,,,,case rate,,25.22,,,,,,,case rate,,25.22,,,,,,,case rate,,25.72,,,,,,,case rate,,26.48,,,,,,,case rate,,25.22,,,,,,,case rate,,25.22,,,,,,,case rate,,25.22,,,,,,,case rate,,25.22,,,,,,,case rate,,25.6,,,,,,,case rate,,42.87,,,,,,,case rate,,25.22,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.189014,,,,,,,case rate,,13.189014,,,,,,,case rate,,13.189014,,,,,,,case rate,,13.189014,,,,,,,case rate,,13.189014,,,,,,,case rate,,13.189014,,,,,,,case rate,,13.189014,,,,,,,case rate,,13.189014,,,,,,,case rate,,13.189014,,,,,,,case rate,
Facility,"Inj, nithiodote, 3mg / 125mg",0750,APC,,,,,,,,Outpatient,,,,,1.167859,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.167859,,,,,,,case rate,,,,,,,,,,,2.233,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,,,,,,case rate,,2.23,,,,,,,case rate,,2.19,,,,,,,case rate,,2.23,,,,,,,case rate,,2.27,,,,,,,case rate,,2.23,,,,,,,case rate,,2.12,,,,,,,case rate,,2.26,,,,,,,case rate,,2.23,,,,,,,case rate,,2.28,,,,,,,case rate,,2.23,,,,,,,case rate,,2.23,,,,,,,case rate,,2.23,,,,,,,case rate,,2.28,,,,,,,case rate,,2.34,,,,,,,case rate,,2.23,,,,,,,case rate,,2.23,,,,,,,case rate,,2.23,,,,,,,case rate,,2.23,,,,,,,case rate,,2.27,,,,,,,case rate,,3.8,,,,,,,case rate,,2.23,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.167859,,,,,,,case rate,,1.167859,,,,,,,case rate,,1.167859,,,,,,,case rate,,1.167859,,,,,,,case rate,,1.167859,,,,,,,case rate,,1.167859,,,,,,,case rate,,1.167859,,,,,,,case rate,,1.167859,,,,,,,case rate,,1.167859,,,,,,,case rate,
