Facility,"Inj, cimerli, 0.1 mg",9117,APC,,,,,,,,Outpatient,,,,,45.059588,146.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.059588,,,,,,,case rate,,,,,,,,,,,86.156,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.88,,,,,,,case rate,,86.16,,,,,,,case rate,,84.43,,,,,,,case rate,,86.16,,,,,,,case rate,,87.45,,,,,,,case rate,,86.16,,,,,,,case rate,,81.85,,,,,,,case rate,,87.02,,,,,,,case rate,,86.16,,,,,,,case rate,,87.88,,,,,,,case rate,,86.16,,,,,,,case rate,,86.16,,,,,,,case rate,,86.16,,,,,,,case rate,,87.88,,,,,,,case rate,,90.46,,,,,,,case rate,,86.16,,,,,,,case rate,,86.16,,,,,,,case rate,,86.16,,,,,,,case rate,,86.16,,,,,,,case rate,,87.45,,,,,,,case rate,,146.47,,,,,,,case rate,,86.16,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.059588,,,,,,,case rate,,45.059588,,,,,,,case rate,,45.059588,,,,,,,case rate,,45.059588,,,,,,,case rate,,45.059588,,,,,,,case rate,,45.059588,,,,,,,case rate,,45.059588,,,,,,,case rate,,45.059588,,,,,,,case rate,,45.059588,,,,,,,case rate,
Facility,"Inj, fosdenopterin, 0.1mg",0884,APC,,,,,,,,Outpatient,,,,,8.875833,28.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.875833,,,,,,,case rate,,,,,,,,,,,16.971,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.31,,,,,,,case rate,,16.97,,,,,,,case rate,,16.63,,,,,,,case rate,,16.97,,,,,,,case rate,,17.23,,,,,,,case rate,,16.97,,,,,,,case rate,,16.12,,,,,,,case rate,,17.14,,,,,,,case rate,,16.97,,,,,,,case rate,,17.31,,,,,,,case rate,,16.97,,,,,,,case rate,,16.97,,,,,,,case rate,,16.97,,,,,,,case rate,,17.31,,,,,,,case rate,,17.82,,,,,,,case rate,,16.97,,,,,,,case rate,,16.97,,,,,,,case rate,,16.97,,,,,,,case rate,,16.97,,,,,,,case rate,,17.23,,,,,,,case rate,,28.85,,,,,,,case rate,,16.97,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.875833,,,,,,,case rate,,8.875833,,,,,,,case rate,,8.875833,,,,,,,case rate,,8.875833,,,,,,,case rate,,8.875833,,,,,,,case rate,,8.875833,,,,,,,case rate,,8.875833,,,,,,,case rate,,8.875833,,,,,,,case rate,,8.875833,,,,,,,case rate,
Facility,"Inj., aprepitant, 1 mg",9463,APC,,,,,,,,Outpatient,,,,,0.858243,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.858243,,,,,,,case rate,,,,,,,,,,,1.641,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,,,,,,case rate,,1.64,,,,,,,case rate,,1.61,,,,,,,case rate,,1.64,,,,,,,case rate,,1.67,,,,,,,case rate,,1.64,,,,,,,case rate,,1.56,,,,,,,case rate,,1.66,,,,,,,case rate,,1.64,,,,,,,case rate,,1.67,,,,,,,case rate,,1.64,,,,,,,case rate,,1.64,,,,,,,case rate,,1.64,,,,,,,case rate,,1.67,,,,,,,case rate,,1.72,,,,,,,case rate,,1.64,,,,,,,case rate,,1.64,,,,,,,case rate,,1.64,,,,,,,case rate,,1.64,,,,,,,case rate,,1.67,,,,,,,case rate,,2.79,,,,,,,case rate,,1.64,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.858243,,,,,,,case rate,,0.858243,,,,,,,case rate,,0.858243,,,,,,,case rate,,0.858243,,,,,,,case rate,,0.858243,,,,,,,case rate,,0.858243,,,,,,,case rate,,0.858243,,,,,,,case rate,,0.858243,,,,,,,case rate,,0.858243,,,,,,,case rate,
Facility,"MALFUNCTION, REACTION, COMPLICATION OF CARDIAC OR VASCULAR DEVICE OR PROCEDURE",2063,APR-DRG,,,,,,,,inpatient,,,,,9378.75,9378.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9378.75,,,48297.01,8401.66,9440.008,34,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9378.75,,,48297.01,8401.66,9440.008,34,case rate,,9378.75,,,48297.01,8401.66,9440.008,34,case rate,,9378.75,,,48297.01,8401.66,9440.008,34,case rate,,9378.75,,,48297.01,8401.66,9440.008,34,case rate,,9378.75,,,48297.01,8401.66,9440.008,34,case rate,,9378.75,,,48297.01,8401.66,9440.008,34,case rate,,9378.75,,,48297.01,8401.66,9440.008,34,case rate,,9378.75,,,48297.01,8401.66,9440.008,34,case rate,,9378.75,,,48297.01,8401.66,9440.008,34,case rate,
Facility,"MULTIPLE SCLEROSIS, OTHER DEMYELINATING DISEASE AND INFLAMMATORY NEUROPATHIES",0431,APR-DRG,,,,,,,,inpatient,,,,,6071.25,6071.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6071.25,,,41659.69,7132.59,17608.998,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6071.25,,,41659.69,7132.59,17608.998,1 through 10,case rate,,6071.25,,,41659.69,7132.59,17608.998,1 through 10,case rate,,6071.25,,,41659.69,7132.59,17608.998,1 through 10,case rate,,6071.25,,,41659.69,7132.59,17608.998,1 through 10,case rate,,6071.25,,,41659.69,7132.59,17608.998,1 through 10,case rate,,6071.25,,,41659.69,7132.59,17608.998,1 through 10,case rate,,6071.25,,,41659.69,7132.59,17608.998,1 through 10,case rate,,6071.25,,,41659.69,7132.59,17608.998,1 through 10,case rate,,6071.25,,,41659.69,7132.59,17608.998,1 through 10,case rate,
Facility,"New Technology - Level 40 ($20,001-$25,000)",1577,APC,,,,,,,,Outpatient,,,,,11767.7615,38250.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11767.7615,,,,,,,case rate,,,,,,,,,,,22500.5,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22950.51,,,,,,,case rate,,22500.5,,,,,,,case rate,,22050.49,,,,,,,case rate,,22500.5,,,,,,,case rate,,22838.01,,,,,,,case rate,,22500.5,,,,,,,case rate,,21375.48,,,,,,,case rate,,22725.51,,,,,,,case rate,,22500.5,,,,,,,case rate,,22950.51,,,,,,,case rate,,22500.5,,,,,,,case rate,,22500.5,,,,,,,case rate,,22500.5,,,,,,,case rate,,22950.51,,,,,,,case rate,,23625.53,,,,,,,case rate,,22500.5,,,,,,,case rate,,22500.5,,,,,,,case rate,,22500.5,,,,,,,case rate,,22500.5,,,,,,,case rate,,22838.01,,,,,,,case rate,,38250.85,,,,,,,case rate,,22500.5,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11767.7615,,,,,,,case rate,,11767.7615,,,,,,,case rate,,11767.7615,,,,,,,case rate,,11767.7615,,,,,,,case rate,,11767.7615,,,,,,,case rate,,11767.7615,,,,,,,case rate,,11767.7615,,,,,,,case rate,,11767.7615,,,,,,,case rate,,11767.7615,,,,,,,case rate,
Facility,"New Technology - Level 46 ($70,001-$80,000)",1583,APC,,,,,,,,Outpatient,,,,,39225.2615,127500.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39225.2615,,,,,,,case rate,,,,,,,,,,,75000.5,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76500.51,,,,,,,case rate,,75000.5,,,,,,,case rate,,73500.49,,,,,,,case rate,,75000.5,,,,,,,case rate,,76125.51,,,,,,,case rate,,75000.5,,,,,,,case rate,,71250.48,,,,,,,case rate,,75750.51,,,,,,,case rate,,75000.5,,,,,,,case rate,,76500.51,,,,,,,case rate,,75000.5,,,,,,,case rate,,75000.5,,,,,,,case rate,,75000.5,,,,,,,case rate,,76500.51,,,,,,,case rate,,78750.53,,,,,,,case rate,,75000.5,,,,,,,case rate,,75000.5,,,,,,,case rate,,75000.5,,,,,,,case rate,,75000.5,,,,,,,case rate,,76125.51,,,,,,,case rate,,127500.85,,,,,,,case rate,,75000.5,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,
Facility,"OTHER  O.R. PROCEDURES FOR LYMPHATIC, HEMATOPOIETIC OR OTHER NEOPLASMS",6813,APR-DRG,,,,,,,,inpatient,,,,,17655,17655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17655,,,163981.91,38516.29,38516.29,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17655,,,163981.91,38516.29,38516.29,1 through 10,case rate,,17655,,,163981.91,38516.29,38516.29,1 through 10,case rate,,17655,,,163981.91,38516.29,38516.29,1 through 10,case rate,,17655,,,163981.91,38516.29,38516.29,1 through 10,case rate,,17655,,,163981.91,38516.29,38516.29,1 through 10,case rate,,17655,,,163981.91,38516.29,38516.29,1 through 10,case rate,,17655,,,163981.91,38516.29,38516.29,1 through 10,case rate,,17655,,,163981.91,38516.29,38516.29,1 through 10,case rate,,17655,,,163981.91,38516.29,38516.29,1 through 10,case rate,
Facility,"OTHER EAR, NOSE, MOUTH, THROAT, CRANIOFACIAL, AND NECK PROCEDURES",0981,APR-DRG,,,,,,,,inpatient,,,,,7938.75,7938.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7938.75,,,52415.68,7866.26,7879.26,11,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7938.75,,,52415.68,7866.26,7879.26,11,case rate,,7938.75,,,52415.68,7866.26,7879.26,11,case rate,,7938.75,,,52415.68,7866.26,7879.26,11,case rate,,7938.75,,,52415.68,7866.26,7879.26,11,case rate,,7938.75,,,52415.68,7866.26,7879.26,11,case rate,,7938.75,,,52415.68,7866.26,7879.26,11,case rate,,7938.75,,,52415.68,7866.26,7879.26,11,case rate,,7938.75,,,52415.68,7866.26,7879.26,11,case rate,,7938.75,,,52415.68,7866.26,7879.26,11,case rate,
Facility,"OTHER GASTROENTERITIS, NAUSEA AND VOMITING",2494,APR-DRG,,,,,,,,inpatient,,,,,9388.75,9388.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9388.75,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9388.75,,,,,,0,case rate,Zero cases in previous 12 months,9388.75,,,,,,0,case rate,Zero cases in previous 12 months,9388.75,,,,,,0,case rate,Zero cases in previous 12 months,9388.75,,,,,,0,case rate,Zero cases in previous 12 months,9388.75,,,,,,0,case rate,Zero cases in previous 12 months,9388.75,,,,,,0,case rate,Zero cases in previous 12 months,9388.75,,,,,,0,case rate,Zero cases in previous 12 months,9388.75,,,,,,0,case rate,Zero cases in previous 12 months,9388.75,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"PENIS, TESTES AND SCROTAL PROCEDURES",4832,APR-DRG,,,,,,,,inpatient,,,,,11179.375,11179.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11179.375,,,56243.88,11022.74,11022.74,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11179.375,,,56243.88,11022.74,11022.74,1 through 10,case rate,,11179.375,,,56243.88,11022.74,11022.74,1 through 10,case rate,,11179.375,,,56243.88,11022.74,11022.74,1 through 10,case rate,,11179.375,,,56243.88,11022.74,11022.74,1 through 10,case rate,,11179.375,,,56243.88,11022.74,11022.74,1 through 10,case rate,,11179.375,,,56243.88,11022.74,11022.74,1 through 10,case rate,,11179.375,,,56243.88,11022.74,11022.74,1 through 10,case rate,,11179.375,,,56243.88,11022.74,11022.74,1 through 10,case rate,,11179.375,,,56243.88,11022.74,11022.74,1 through 10,case rate,
Facility,"POST-OPERATIVE, POST-TRAUMA, OTHER DEVICE INFECTIONS WITH O.R. PROCEDURE",7111,APR-DRG,,,,,,,,inpatient,,,,,10206.875,10206.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10206.875,,,56778.22,9822.3,10019.8,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10206.875,,,56778.22,9822.3,10019.8,1 through 10,case rate,,10206.875,,,56778.22,9822.3,10019.8,1 through 10,case rate,,10206.875,,,56778.22,9822.3,10019.8,1 through 10,case rate,,10206.875,,,56778.22,9822.3,10019.8,1 through 10,case rate,,10206.875,,,56778.22,9822.3,10019.8,1 through 10,case rate,,10206.875,,,56778.22,9822.3,10019.8,1 through 10,case rate,,10206.875,,,56778.22,9822.3,10019.8,1 through 10,case rate,,10206.875,,,56778.22,9822.3,10019.8,1 through 10,case rate,,10206.875,,,56778.22,9822.3,10019.8,1 through 10,case rate,
Facility,"Rolapitant, oral, 1mg",1761,APC,,,,,,,,Outpatient,,,,,0.970165,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970165,,,,,,,case rate,,,,,,,,,,,1.855,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,case rate,,1.86,,,,,,,case rate,,1.82,,,,,,,case rate,,1.86,,,,,,,case rate,,1.88,,,,,,,case rate,,1.86,,,,,,,case rate,,1.76,,,,,,,case rate,,1.87,,,,,,,case rate,,1.86,,,,,,,case rate,,1.89,,,,,,,case rate,,1.86,,,,,,,case rate,,1.86,,,,,,,case rate,,1.86,,,,,,,case rate,,1.89,,,,,,,case rate,,1.95,,,,,,,case rate,,1.86,,,,,,,case rate,,1.86,,,,,,,case rate,,1.86,,,,,,,case rate,,1.86,,,,,,,case rate,,1.88,,,,,,,case rate,,3.15,,,,,,,case rate,,1.86,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970165,,,,,,,case rate,,0.970165,,,,,,,case rate,,0.970165,,,,,,,case rate,,0.970165,,,,,,,case rate,,0.970165,,,,,,,case rate,,0.970165,,,,,,,case rate,,0.970165,,,,,,,case rate,,0.970165,,,,,,,case rate,,0.970165,,,,,,,case rate,
