facility,ZZQS - 14Fr x 1.7cm x 45cm G-Jet Low Profile Gastric-Jejunal Enteral Tube,SUP-451883,CDM,B4088,HCPCS,0278,RC,,,,inpatient,,,1802,720.8,774.86,1915.32,,989.3,,,,,,,percent of total billed charges,,1265,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,1351.5,,,,,,,percent of total billed charges,,,,,,,,,,,1351.5,,,,,,,percent of total billed charges,,1315.46,,,,,,,percent of total billed charges,,1034.35,,,,,,,percent of total billed charges,,1174.9,,,,,,,percent of total billed charges,,828.92,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.6,,,,,,,percent of total billed charges,,1495.66,,,,,,,percent of total billed charges,,774.86,,,,,,,percent of total billed charges,,901,,,,,,,percent of total billed charges,,1261.4,,,,,,,percent of total billed charges,,1373.12,,,,,,,percent of total billed charges,,1039.75,,,,,,,percent of total billed charges,,1351.5,,,,,,,percent of total billed charges,,1531.7,,,,,,,percent of total billed charges,,1531.7,,,,,,,percent of total billed charges,,1351.5,,,,,,,percent of total billed charges,,937.04,,,,,,,percent of total billed charges,,846.94,,,,,,,percent of total billed charges,,1261.4,,,,,,,percent of total billed charges,,1531.7,,,,,,,percent of total billed charges,,1261.4,,,,,,,percent of total billed charges,,1081.2,,,,,,,percent of total billed charges,,1915.32,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,ZZQS - 14Fr x 2.7cm Mic-Key Low Profile Gastrostomy Feeding Tube,SUP-323334,CDM,,,0270,RC,,,,inpatient,,,353.3,141.32,151.92,375.52,,193.96,,,,,,,percent of total billed charges,,248.01,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,264.97,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,264.98,,,,,,,percent of total billed charges,,257.91,,,,,,,percent of total billed charges,,202.79,,,,,,,percent of total billed charges,,230.35,,,,,,,percent of total billed charges,,162.51,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.96,,,,,,,percent of total billed charges,,293.24,,,,,,,percent of total billed charges,,151.92,,,,,,,percent of total billed charges,,176.65,,,,,,,percent of total billed charges,,247.31,,,,,,,percent of total billed charges,,269.21,,,,,,,percent of total billed charges,,203.85,,,,,,,percent of total billed charges,,264.98,,,,,,,percent of total billed charges,,300.31,,,,,,,percent of total billed charges,,300.31,,,,,,,percent of total billed charges,,264.98,,,,,,,percent of total billed charges,,183.72,,,,,,,percent of total billed charges,,166.05,,,,,,,percent of total billed charges,,247.31,,,,,,,percent of total billed charges,,300.31,,,,,,,percent of total billed charges,,247.31,,,,,,,percent of total billed charges,,211.98,,,,,,,percent of total billed charges,,375.52,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,ZZQS - 14Fr x 2cm x 5ml Mic-Key Low-Profile Gastrostomy Feeding Tube/Kit,SUP-62922,CDM,B4088,HCPCS,0270,RC,,,,outpatient,,,346.59,138.636,149.03,368.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.27,,,,,,,percent of total billed charges,,287.67,,,,,,,percent of total billed charges,,149.03,,,,,,,percent of total billed charges,,173.3,,,,,,,percent of total billed charges,,242.61,,,,,,,percent of total billed charges,,264.1,,,,,,,percent of total billed charges,,199.98,,,,,,,percent of total billed charges,,259.94,,,,,,,percent of total billed charges,,294.6,,,,,,,percent of total billed charges,,294.6,,,,,,,percent of total billed charges,,259.94,,,,,,,percent of total billed charges,,180.23,,,,,,,percent of total billed charges,,162.9,,,,,,,percent of total billed charges,,242.61,,,,,,,percent of total billed charges,,294.6,,,,,,,percent of total billed charges,,242.61,,,,,,,percent of total billed charges,,207.95,,,,,,,percent of total billed charges,,368.38,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,ZZQS - 14Fr x 2cm x 5ml Mic-Key Low-Profile Gastrostomy Feeding Tube/Kit,SUP-62922,CDM,B4088,HCPCS,0278,RC,,,,outpatient,,,346.59,138.64,149.03,368.38,,190.28,,,,,,,percent of total billed charges,,243.31,,,,,,,percent of total billed charges,,165.64,,,,,,,percent of total billed charges,,,,,,,,,,,259.94,,,,,,,percent of total billed charges,,,,,,,,,,,259.94,,,,,,,percent of total billed charges,,253.01,,,,,,,percent of total billed charges,,198.94,,,,,,,percent of total billed charges,,225.98,,,,,,,percent of total billed charges,,159.43,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.27,,,,,,,percent of total billed charges,,287.67,,,,,,,percent of total billed charges,,149.03,,,,,,,percent of total billed charges,,173.3,,,,,,,percent of total billed charges,,242.61,,,,,,,percent of total billed charges,,264.1,,,,,,,percent of total billed charges,,199.98,,,,,,,percent of total billed charges,,259.94,,,,,,,percent of total billed charges,,294.6,,,,,,,percent of total billed charges,,294.6,,,,,,,percent of total billed charges,,259.94,,,,,,,percent of total billed charges,,180.23,,,,,,,percent of total billed charges,,162.9,,,,,,,percent of total billed charges,,242.61,,,,,,,percent of total billed charges,,294.6,,,,,,,percent of total billed charges,,242.61,,,,,,,percent of total billed charges,,207.95,,,,,,,percent of total billed charges,,368.38,,,,,,,percent of total billed charges,,165.64,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,ZZQS - 14Ga x 6in Natus Tuohy Needle for Lumbar Peritoneal Shunt,SUP-713460,CDM,,,0270,RC,,,,inpatient,,,410.81,164.32,176.65,436.64,,225.53,,,,,,,percent of total billed charges,,288.39,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,308.1,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,308.11,,,,,,,percent of total billed charges,,299.89,,,,,,,percent of total billed charges,,235.8,,,,,,,percent of total billed charges,,267.84,,,,,,,percent of total billed charges,,188.97,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.16,,,,,,,percent of total billed charges,,340.97,,,,,,,percent of total billed charges,,176.65,,,,,,,percent of total billed charges,,205.41,,,,,,,percent of total billed charges,,287.57,,,,,,,percent of total billed charges,,313.04,,,,,,,percent of total billed charges,,237.04,,,,,,,percent of total billed charges,,308.11,,,,,,,percent of total billed charges,,349.19,,,,,,,percent of total billed charges,,349.19,,,,,,,percent of total billed charges,,308.11,,,,,,,percent of total billed charges,,213.62,,,,,,,percent of total billed charges,,193.08,,,,,,,percent of total billed charges,,287.57,,,,,,,percent of total billed charges,,349.19,,,,,,,percent of total billed charges,,287.57,,,,,,,percent of total billed charges,,246.49,,,,,,,percent of total billed charges,,436.64,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,ZZQS - 14mm Dia X 120mm Length Abre Venous Self-Expending Stent Implant System,SUP-695536,CDM,C1876,HCPCS,0278,RC,,,,outpatient,,,4229.4,1691.76,1818.64,4495.36,,2321.94,,,,,,,percent of total billed charges,,2969.04,,,,,,,percent of total billed charges,,2021.23,,,,,,,percent of total billed charges,,,,,,,,,,,3172.05,,,,,,,percent of total billed charges,,,,,,,,,,,3172.05,,,,,,,percent of total billed charges,,3087.46,,,,,,,percent of total billed charges,,2427.68,,,,,,,percent of total billed charges,,2757.57,,,,,,,percent of total billed charges,,1945.52,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2956.35,,,,,,,percent of total billed charges,,3510.4,,,,,,,percent of total billed charges,,1818.64,,,,,,,percent of total billed charges,,2114.7,,,,,,,percent of total billed charges,,2960.58,,,,,,,percent of total billed charges,,3222.8,,,,,,,percent of total billed charges,,2440.36,,,,,,,percent of total billed charges,,3172.05,,,,,,,percent of total billed charges,,3594.99,,,,,,,percent of total billed charges,,3594.99,,,,,,,percent of total billed charges,,3172.05,,,,,,,percent of total billed charges,,2199.29,,,,,,,percent of total billed charges,,1987.82,,,,,,,percent of total billed charges,,2960.58,,,,,,,percent of total billed charges,,3594.99,,,,,,,percent of total billed charges,,2960.58,,,,,,,percent of total billed charges,,2537.64,,,,,,,percent of total billed charges,,4495.36,,,,,,,percent of total billed charges,,2021.23,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,ZZQS - 14mm Dia X 80mm Length Abre Venous Self-Expending Stent Implant System,SUP-695538,CDM,C1876,HCPCS,0278,RC,,,,inpatient,,,4229.4,1691.76,1818.64,4495.36,,2321.94,,,,,,,percent of total billed charges,,2969.04,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,3172.05,,,,,,,percent of total billed charges,,,,,,,,,,,3172.05,,,,,,,percent of total billed charges,,3087.46,,,,,,,percent of total billed charges,,2427.68,,,,,,,percent of total billed charges,,2757.57,,,,,,,percent of total billed charges,,1945.52,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2956.35,,,,,,,percent of total billed charges,,3510.4,,,,,,,percent of total billed charges,,1818.64,,,,,,,percent of total billed charges,,2114.7,,,,,,,percent of total billed charges,,2960.58,,,,,,,percent of total billed charges,,3222.8,,,,,,,percent of total billed charges,,2440.36,,,,,,,percent of total billed charges,,3172.05,,,,,,,percent of total billed charges,,3594.99,,,,,,,percent of total billed charges,,3594.99,,,,,,,percent of total billed charges,,3172.05,,,,,,,percent of total billed charges,,2199.29,,,,,,,percent of total billed charges,,1987.82,,,,,,,percent of total billed charges,,2960.58,,,,,,,percent of total billed charges,,3594.99,,,,,,,percent of total billed charges,,2960.58,,,,,,,percent of total billed charges,,2537.64,,,,,,,percent of total billed charges,,4495.36,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,ZZQS - 14mm x 40cm Concerto 3D Detachable Coil System,SUP-575027,CDM,,,0270,RC,,,,inpatient,,,2125,850,913.75,2258.63,,1166.63,,,,,,,percent of total billed charges,,1491.75,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,1593.75,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,1593.75,,,,,,,percent of total billed charges,,1551.25,,,,,,,percent of total billed charges,,1219.75,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,1385.5,,,,,,,percent of total billed charges,,977.5,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.38,,,,,,,percent of total billed charges,,1763.75,,,,,,,percent of total billed charges,,913.75,,,,,,,percent of total billed charges,,1062.5,,,,,,,percent of total billed charges,,1487.5,,,,,,,percent of total billed charges,,1619.25,,,,,,,percent of total billed charges,,1226.13,,,,,,,percent of total billed charges,,1593.75,,,,,,,percent of total billed charges,,1806.25,,,,,,,percent of total billed charges,,1806.25,,,,,,,percent of total billed charges,,1593.75,,,,,,,percent of total billed charges,,1105,,,,,,,percent of total billed charges,,998.75,,,,,,,percent of total billed charges,,1487.5,,,,,,,percent of total billed charges,,1806.25,,,,,,,percent of total billed charges,,1487.5,,,,,,,percent of total billed charges,,1275,,,,,,,percent of total billed charges,,2258.63,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,ZZQS - 16Fr x 1.0cm x 22cm G-Jet Low Profile Gastric-Jejunal Enteral Tube Enfit,SUP-721712,CDM,B4088,HCPCS,0278,RC,,,,inpatient,,,1802,720.8,774.86,1915.32,,989.3,,,,,,,percent of total billed charges,,1265,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,1351.5,,,,,,,percent of total billed charges,,,,,,,,,,,1351.5,,,,,,,percent of total billed charges,,1315.46,,,,,,,percent of total billed charges,,1034.35,,,,,,,percent of total billed charges,,1174.9,,,,,,,percent of total billed charges,,828.92,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.6,,,,,,,percent of total billed charges,,1495.66,,,,,,,percent of total billed charges,,774.86,,,,,,,percent of total billed charges,,901,,,,,,,percent of total billed charges,,1261.4,,,,,,,percent of total billed charges,,1373.12,,,,,,,percent of total billed charges,,1039.75,,,,,,,percent of total billed charges,,1351.5,,,,,,,percent of total billed charges,,1531.7,,,,,,,percent of total billed charges,,1531.7,,,,,,,percent of total billed charges,,1351.5,,,,,,,percent of total billed charges,,937.04,,,,,,,percent of total billed charges,,846.94,,,,,,,percent of total billed charges,,1261.4,,,,,,,percent of total billed charges,,1531.7,,,,,,,percent of total billed charges,,1261.4,,,,,,,percent of total billed charges,,1081.2,,,,,,,percent of total billed charges,,1915.32,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,ZZQS - 16mm x 65cm Prestige Plus Complex Pack,SUP-730082,CDM,,,0270,RC,,,,inpatient,,,3230,1292,1388.9,3433.11,,1773.27,,,,,,,percent of total billed charges,,2267.46,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,2422.5,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,2422.5,,,,,,,percent of total billed charges,,2357.9,,,,,,,percent of total billed charges,,1854.02,,,,,,,percent of total billed charges,,2105.96,,,,,,,percent of total billed charges,,1485.8,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257.77,,,,,,,percent of total billed charges,,2680.9,,,,,,,percent of total billed charges,,1388.9,,,,,,,percent of total billed charges,,1615,,,,,,,percent of total billed charges,,2261,,,,,,,percent of total billed charges,,2461.26,,,,,,,percent of total billed charges,,1863.71,,,,,,,percent of total billed charges,,2422.5,,,,,,,percent of total billed charges,,2745.5,,,,,,,percent of total billed charges,,2745.5,,,,,,,percent of total billed charges,,2422.5,,,,,,,percent of total billed charges,,1679.6,,,,,,,percent of total billed charges,,1518.1,,,,,,,percent of total billed charges,,2261,,,,,,,percent of total billed charges,,2745.5,,,,,,,percent of total billed charges,,2261,,,,,,,percent of total billed charges,,1938,,,,,,,percent of total billed charges,,3433.11,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,ZZQS - 16mm x 90mm Zenith Flex w/ Spiral-Z Technology AAA Endovascular Graft,SUP-394838,CDM,C1874,HCPCS,0278,RC,,,,outpatient,,,15581.97,6232.79,6700.25,16561.82,,8554.5,,,,,,,percent of total billed charges,,10938.54,,,,,,,percent of total billed charges,,7446.62,,,,,,,percent of total billed charges,,,,,,,,,,,11686.48,,,,,,,percent of total billed charges,,,,,,,,,,,11686.48,,,,,,,percent of total billed charges,,11374.84,,,,,,,percent of total billed charges,,8944.05,,,,,,,percent of total billed charges,,10159.44,,,,,,,percent of total billed charges,,7167.71,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10891.8,,,,,,,percent of total billed charges,,12933.04,,,,,,,percent of total billed charges,,6700.25,,,,,,,percent of total billed charges,,7790.99,,,,,,,percent of total billed charges,,10907.38,,,,,,,percent of total billed charges,,11873.46,,,,,,,percent of total billed charges,,8990.8,,,,,,,percent of total billed charges,,11686.48,,,,,,,percent of total billed charges,,13244.67,,,,,,,percent of total billed charges,,13244.67,,,,,,,percent of total billed charges,,11686.48,,,,,,,percent of total billed charges,,8102.62,,,,,,,percent of total billed charges,,7323.53,,,,,,,percent of total billed charges,,10907.38,,,,,,,percent of total billed charges,,13244.67,,,,,,,percent of total billed charges,,10907.38,,,,,,,percent of total billed charges,,9349.18,,,,,,,percent of total billed charges,,16561.82,,,,,,,percent of total billed charges,,7446.62,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,ZZQS - 18 Ga x 10cm Disposable Trocar Needle (DTN-18-10.0),SUP-41101,CDM,,,0270,RC,,,,inpatient,,,48.53,19.41,20.87,51.58,,26.64,,,,,,,percent of total billed charges,,34.06,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,36.39,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,36.4,,,,,,,percent of total billed charges,,35.43,,,,,,,percent of total billed charges,,27.86,,,,,,,percent of total billed charges,,31.64,,,,,,,percent of total billed charges,,22.32,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.92,,,,,,,percent of total billed charges,,40.28,,,,,,,percent of total billed charges,,20.87,,,,,,,percent of total billed charges,,24.27,,,,,,,percent of total billed charges,,33.97,,,,,,,percent of total billed charges,,36.98,,,,,,,percent of total billed charges,,28,,,,,,,percent of total billed charges,,36.4,,,,,,,percent of total billed charges,,41.25,,,,,,,percent of total billed charges,,41.25,,,,,,,percent of total billed charges,,36.4,,,,,,,percent of total billed charges,,25.24,,,,,,,percent of total billed charges,,22.81,,,,,,,percent of total billed charges,,33.97,,,,,,,percent of total billed charges,,41.25,,,,,,,percent of total billed charges,,33.97,,,,,,,percent of total billed charges,,29.12,,,,,,,percent of total billed charges,,51.58,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
