Facility,"Inj, amisulpride, 1 mg",9247,APC,,,,,,,,Outpatient,,,,,5.027599,16.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.027599,,,,,,,case rate,,,,,,,,,,,9.613,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81,,,,,,,case rate,,9.61,,,,,,,case rate,,9.42,,,,,,,case rate,,9.61,,,,,,,case rate,,9.76,,,,,,,case rate,,9.61,,,,,,,case rate,,9.13,,,,,,,case rate,,9.71,,,,,,,case rate,,9.61,,,,,,,case rate,,9.81,,,,,,,case rate,,9.61,,,,,,,case rate,,9.61,,,,,,,case rate,,9.61,,,,,,,case rate,,9.81,,,,,,,case rate,,10.09,,,,,,,case rate,,9.61,,,,,,,case rate,,9.61,,,,,,,case rate,,9.61,,,,,,,case rate,,9.61,,,,,,,case rate,,9.76,,,,,,,case rate,,16.34,,,,,,,case rate,,9.61,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.027599,,,,,,,case rate,,5.027599,,,,,,,case rate,,5.027599,,,,,,,case rate,,5.027599,,,,,,,case rate,,5.027599,,,,,,,case rate,,5.027599,,,,,,,case rate,,5.027599,,,,,,,case rate,,5.027599,,,,,,,case rate,,5.027599,,,,,,,case rate,
Facility,"Inj, atidarsagene autotemcel",0845,APC,,,,,,,,Outpatient,,,,,2356115,7658500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2356115,,,,,,,case rate,,,,,,,,,,,4505000,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4595100,,,,,,,case rate,,4505000,,,,,,,case rate,,4414900,,,,,,,case rate,,4505000,,,,,,,case rate,,4572575,,,,,,,case rate,,4505000,,,,,,,case rate,,4279750,,,,,,,case rate,,4550050,,,,,,,case rate,,4505000,,,,,,,case rate,,4595100,,,,,,,case rate,,4505000,,,,,,,case rate,,4505000,,,,,,,case rate,,4505000,,,,,,,case rate,,4595100,,,,,,,case rate,,4730250,,,,,,,case rate,,4505000,,,,,,,case rate,,4505000,,,,,,,case rate,,4505000,,,,,,,case rate,,4505000,,,,,,,case rate,,4572575,,,,,,,case rate,,7658500,,,,,,,case rate,,4505000,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2356115,,,,,,,case rate,,2356115,,,,,,,case rate,,2356115,,,,,,,case rate,,2356115,,,,,,,case rate,,2356115,,,,,,,case rate,,2356115,,,,,,,case rate,,2356115,,,,,,,case rate,,2356115,,,,,,,case rate,,2356115,,,,,,,case rate,
Facility,"Inj, cyclophos (baxter) 5mg",0907,APC,,,,,,,,Outpatient,,,,,2.622322,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.622322,,,,,,,case rate,,,,,,,,,,,5.014,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,,,,,,,case rate,,5.01,,,,,,,case rate,,4.91,,,,,,,case rate,,5.01,,,,,,,case rate,,5.09,,,,,,,case rate,,5.01,,,,,,,case rate,,4.76,,,,,,,case rate,,5.06,,,,,,,case rate,,5.01,,,,,,,case rate,,5.11,,,,,,,case rate,,5.01,,,,,,,case rate,,5.01,,,,,,,case rate,,5.01,,,,,,,case rate,,5.11,,,,,,,case rate,,5.26,,,,,,,case rate,,5.01,,,,,,,case rate,,5.01,,,,,,,case rate,,5.01,,,,,,,case rate,,5.01,,,,,,,case rate,,5.09,,,,,,,case rate,,8.52,,,,,,,case rate,,5.01,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.622322,,,,,,,case rate,,2.622322,,,,,,,case rate,,2.622322,,,,,,,case rate,,2.622322,,,,,,,case rate,,2.622322,,,,,,,case rate,,2.622322,,,,,,,case rate,,2.622322,,,,,,,case rate,,2.622322,,,,,,,case rate,,2.622322,,,,,,,case rate,
Facility,"Inj, denosumab-bmwo, 1 mg",0891,APC,,,,,,,,Outpatient,,,,,14.711467,47.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.711467,,,,,,,case rate,,,,,,,,,,,28.129,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.69,,,,,,,case rate,,28.13,,,,,,,case rate,,27.57,,,,,,,case rate,,28.13,,,,,,,case rate,,28.55,,,,,,,case rate,,28.13,,,,,,,case rate,,26.72,,,,,,,case rate,,28.41,,,,,,,case rate,,28.13,,,,,,,case rate,,28.69,,,,,,,case rate,,28.13,,,,,,,case rate,,28.13,,,,,,,case rate,,28.13,,,,,,,case rate,,28.69,,,,,,,case rate,,29.54,,,,,,,case rate,,28.13,,,,,,,case rate,,28.13,,,,,,,case rate,,28.13,,,,,,,case rate,,28.13,,,,,,,case rate,,28.55,,,,,,,case rate,,47.82,,,,,,,case rate,,28.13,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.711467,,,,,,,case rate,,14.711467,,,,,,,case rate,,14.711467,,,,,,,case rate,,14.711467,,,,,,,case rate,,14.711467,,,,,,,case rate,,14.711467,,,,,,,case rate,,14.711467,,,,,,,case rate,,14.711467,,,,,,,case rate,,14.711467,,,,,,,case rate,
Facility,"Inj, idacio, 1 mg",0833,APC,,,,,,,,Outpatient,,,,,4.023439,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.023439,,,,,,,case rate,,,,,,,,,,,7.693,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85,,,,,,,case rate,,7.69,,,,,,,case rate,,7.54,,,,,,,case rate,,7.69,,,,,,,case rate,,7.81,,,,,,,case rate,,7.69,,,,,,,case rate,,7.31,,,,,,,case rate,,7.77,,,,,,,case rate,,7.69,,,,,,,case rate,,7.85,,,,,,,case rate,,7.69,,,,,,,case rate,,7.69,,,,,,,case rate,,7.69,,,,,,,case rate,,7.85,,,,,,,case rate,,8.08,,,,,,,case rate,,7.69,,,,,,,case rate,,7.69,,,,,,,case rate,,7.69,,,,,,,case rate,,7.69,,,,,,,case rate,,7.81,,,,,,,case rate,,13.08,,,,,,,case rate,,7.69,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.023439,,,,,,,case rate,,4.023439,,,,,,,case rate,,4.023439,,,,,,,case rate,,4.023439,,,,,,,case rate,,4.023439,,,,,,,case rate,,4.023439,,,,,,,case rate,,4.023439,,,,,,,case rate,,4.023439,,,,,,,case rate,,4.023439,,,,,,,case rate,
Facility,"Inj, lanreotide, (cipla) 1mg",9051,APC,,,,,,,,Outpatient,,,,,15.608412,50.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.608412,,,,,,,case rate,,,,,,,,,,,29.844,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.44,,,,,,,case rate,,29.84,,,,,,,case rate,,29.25,,,,,,,case rate,,29.84,,,,,,,case rate,,30.29,,,,,,,case rate,,29.84,,,,,,,case rate,,28.35,,,,,,,case rate,,30.14,,,,,,,case rate,,29.84,,,,,,,case rate,,30.44,,,,,,,case rate,,29.84,,,,,,,case rate,,29.84,,,,,,,case rate,,29.84,,,,,,,case rate,,30.44,,,,,,,case rate,,31.34,,,,,,,case rate,,29.84,,,,,,,case rate,,29.84,,,,,,,case rate,,29.84,,,,,,,case rate,,29.84,,,,,,,case rate,,30.29,,,,,,,case rate,,50.73,,,,,,,case rate,,29.84,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.608412,,,,,,,case rate,,15.608412,,,,,,,case rate,,15.608412,,,,,,,case rate,,15.608412,,,,,,,case rate,,15.608412,,,,,,,case rate,,15.608412,,,,,,,case rate,,15.608412,,,,,,,case rate,,15.608412,,,,,,,case rate,,15.608412,,,,,,,case rate,
Facility,"Inj, releuko 1 mcg",9447,APC,,,,,,,,Outpatient,,,,,0.196125,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196125,,,,,,,case rate,,,,,,,,,,,0.375,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.37,,,,,,,case rate,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.36,,,,,,,case rate,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.39,,,,,,,case rate,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.38,,,,,,,case rate,,0.64,,,,,,,case rate,,0.38,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196125,,,,,,,case rate,,0.196125,,,,,,,case rate,,0.196125,,,,,,,case rate,,0.196125,,,,,,,case rate,,0.196125,,,,,,,case rate,,0.196125,,,,,,,case rate,,0.196125,,,,,,,case rate,,0.196125,,,,,,,case rate,,0.196125,,,,,,,case rate,
Facility,"Inj, sculptra, 0.5mg",9095,APC,,,,,,,,Outpatient,,,,,0.523,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.523,,,,,,,case rate,,,,,,,,,,,1,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,case rate,,1,,,,,,,case rate,,0.98,,,,,,,case rate,,1,,,,,,,case rate,,1.02,,,,,,,case rate,,1,,,,,,,case rate,,0.95,,,,,,,case rate,,1.01,,,,,,,case rate,,1,,,,,,,case rate,,1.02,,,,,,,case rate,,1,,,,,,,case rate,,1,,,,,,,case rate,,1,,,,,,,case rate,,1.02,,,,,,,case rate,,1.05,,,,,,,case rate,,1,,,,,,,case rate,,1,,,,,,,case rate,,1,,,,,,,case rate,,1,,,,,,,case rate,,1.02,,,,,,,case rate,,1.7,,,,,,,case rate,,1,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.523,,,,,,,case rate,,0.523,,,,,,,case rate,,0.523,,,,,,,case rate,,0.523,,,,,,,case rate,,0.523,,,,,,,case rate,,0.523,,,,,,,case rate,,0.523,,,,,,,case rate,,0.523,,,,,,,case rate,,0.523,,,,,,,case rate,
Facility,"Inj., iluvien, 0.01 mg",J7313,LOCAL,,,,,,,,Outpatient,,,,,1780.49,1780.49,,,,,,,,,,,,,,,,,,,,1780.49,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780.49,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,"Inj., perseris, 0.5 mg",9181,APC,,,,,,,,Outpatient,,,,,6.349743,20.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.349743,,,,,,,case rate,,,,,,,,,,,12.141,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.38,,,,,,,case rate,,12.14,,,,,,,case rate,,11.9,,,,,,,case rate,,12.14,,,,,,,case rate,,12.32,,,,,,,case rate,,12.14,,,,,,,case rate,,11.53,,,,,,,case rate,,12.26,,,,,,,case rate,,12.14,,,,,,,case rate,,12.38,,,,,,,case rate,,12.14,,,,,,,case rate,,12.14,,,,,,,case rate,,12.14,,,,,,,case rate,,12.38,,,,,,,case rate,,12.75,,,,,,,case rate,,12.14,,,,,,,case rate,,12.14,,,,,,,case rate,,12.14,,,,,,,case rate,,12.14,,,,,,,case rate,,12.32,,,,,,,case rate,,20.64,,,,,,,case rate,,12.14,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.349743,,,,,,,case rate,,6.349743,,,,,,,case rate,,6.349743,,,,,,,case rate,,6.349743,,,,,,,case rate,,6.349743,,,,,,,case rate,,6.349743,,,,,,,case rate,,6.349743,,,,,,,case rate,,6.349743,,,,,,,case rate,,6.349743,,,,,,,case rate,
