Facility,"Aminolevulinic acid, 10% gel",9301,APC,,,,,,,,Outpatient,,,,,0.937739,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.937739,,,,,,,case rate,,,,,,,,,,,1.793,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,case rate,,1.79,,,,,,,case rate,,1.76,,,,,,,case rate,,1.79,,,,,,,case rate,,1.82,,,,,,,case rate,,1.79,,,,,,,case rate,,1.7,,,,,,,case rate,,1.81,,,,,,,case rate,,1.79,,,,,,,case rate,,1.83,,,,,,,case rate,,1.79,,,,,,,case rate,,1.79,,,,,,,case rate,,1.79,,,,,,,case rate,,1.83,,,,,,,case rate,,1.88,,,,,,,case rate,,1.79,,,,,,,case rate,,1.79,,,,,,,case rate,,1.79,,,,,,,case rate,,1.79,,,,,,,case rate,,1.82,,,,,,,case rate,,3.05,,,,,,,case rate,,1.79,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.937739,,,,,,,case rate,,0.937739,,,,,,,case rate,,0.937739,,,,,,,case rate,,0.937739,,,,,,,case rate,,0.937739,,,,,,,case rate,,0.937739,,,,,,,case rate,,0.937739,,,,,,,case rate,,0.937739,,,,,,,case rate,,0.937739,,,,,,,case rate,
Facility,"Brachytx, non-stranded, NOS",2699,APC,,,,,,,,Outpatient,,,,,18.36253,59.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.36253,,,,,,,case rate,,,,,,,,,,,35.11,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.81,,,,,,,case rate,,35.11,,,,,,,case rate,,34.41,,,,,,,case rate,,35.11,,,,,,,case rate,,35.64,,,,,,,case rate,,35.11,,,,,,,case rate,,33.35,,,,,,,case rate,,35.46,,,,,,,case rate,,35.11,,,,,,,case rate,,35.81,,,,,,,case rate,,35.11,,,,,,,case rate,,35.11,,,,,,,case rate,,35.11,,,,,,,case rate,,35.81,,,,,,,case rate,,36.87,,,,,,,case rate,,35.11,,,,,,,case rate,,35.11,,,,,,,case rate,,35.11,,,,,,,case rate,,35.11,,,,,,,case rate,,35.64,,,,,,,case rate,,59.69,,,,,,,case rate,,35.11,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,
Facility,"Difelikefalin, esrd on dialy",9202,APC,,,,,,,,Outpatient,,,,,0.032949,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032949,,,,,,,case rate,,,,,,,,,,,0.063,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.07,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.06,,,,,,,case rate,,0.11,,,,,,,case rate,,0.06,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032949,,,,,,,case rate,,0.032949,,,,,,,case rate,,0.032949,,,,,,,case rate,,0.032949,,,,,,,case rate,,0.032949,,,,,,,case rate,,0.032949,,,,,,,case rate,,0.032949,,,,,,,case rate,,0.032949,,,,,,,case rate,,0.032949,,,,,,,case rate,
Facility,"INGUINAL, FEMORAL AND UMBILICAL HERNIA PROCEDURES",2282,APR-DRG,,,,,,,,inpatient,,,,,11660.625,11660.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11660.625,,,54887.535,11229.73,11229.73,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11660.625,,,54887.535,11229.73,11229.73,1 through 10,case rate,,11660.625,,,54887.535,11229.73,11229.73,1 through 10,case rate,,11660.625,,,54887.535,11229.73,11229.73,1 through 10,case rate,,11660.625,,,54887.535,11229.73,11229.73,1 through 10,case rate,,11660.625,,,54887.535,11229.73,11229.73,1 through 10,case rate,,11660.625,,,54887.535,11229.73,11229.73,1 through 10,case rate,,11660.625,,,54887.535,11229.73,11229.73,1 through 10,case rate,,11660.625,,,54887.535,11229.73,11229.73,1 through 10,case rate,,11660.625,,,54887.535,11229.73,11229.73,1 through 10,case rate,
Facility,"Inj glucagon hcl, fresenius",9025,APC,,,,,,,,Outpatient,,,,,77.921247,253.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.921247,,,,,,,case rate,,,,,,,,,,,148.989,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.97,,,,,,,case rate,,148.99,,,,,,,case rate,,146.01,,,,,,,case rate,,148.99,,,,,,,case rate,,151.22,,,,,,,case rate,,148.99,,,,,,,case rate,,141.54,,,,,,,case rate,,150.48,,,,,,,case rate,,148.99,,,,,,,case rate,,151.97,,,,,,,case rate,,148.99,,,,,,,case rate,,148.99,,,,,,,case rate,,148.99,,,,,,,case rate,,151.97,,,,,,,case rate,,156.44,,,,,,,case rate,,148.99,,,,,,,case rate,,148.99,,,,,,,case rate,,148.99,,,,,,,case rate,,148.99,,,,,,,case rate,,151.22,,,,,,,case rate,,253.28,,,,,,,case rate,,148.99,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.921247,,,,,,,case rate,,77.921247,,,,,,,case rate,,77.921247,,,,,,,case rate,,77.921247,,,,,,,case rate,,77.921247,,,,,,,case rate,,77.921247,,,,,,,case rate,,77.921247,,,,,,,case rate,,77.921247,,,,,,,case rate,,77.921247,,,,,,,case rate,
Facility,"Inj mogamulizumab-kpkc, 1 mg",9182,APC,,,,,,,,Outpatient,,,,,129.963931,422.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.963931,,,,,,,case rate,,,,,,,,,,,248.497,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.47,,,,,,,case rate,,248.5,,,,,,,case rate,,243.53,,,,,,,case rate,,248.5,,,,,,,case rate,,252.22,,,,,,,case rate,,248.5,,,,,,,case rate,,236.07,,,,,,,case rate,,250.98,,,,,,,case rate,,248.5,,,,,,,case rate,,253.47,,,,,,,case rate,,248.5,,,,,,,case rate,,248.5,,,,,,,case rate,,248.5,,,,,,,case rate,,253.47,,,,,,,case rate,,260.92,,,,,,,case rate,,248.5,,,,,,,case rate,,248.5,,,,,,,case rate,,248.5,,,,,,,case rate,,248.5,,,,,,,case rate,,252.22,,,,,,,case rate,,422.44,,,,,,,case rate,,248.5,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.963931,,,,,,,case rate,,129.963931,,,,,,,case rate,,129.963931,,,,,,,case rate,,129.963931,,,,,,,case rate,,129.963931,,,,,,,case rate,,129.963931,,,,,,,case rate,,129.963931,,,,,,,case rate,,129.963931,,,,,,,case rate,,129.963931,,,,,,,case rate,
Facility,"Inj, eculizumab, 2 mg",2070,APC,,,,,,,,Outpatient,,,,,23.441383,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.441383,,,,,,,case rate,,,,,,,,,,,44.821,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.72,,,,,,,case rate,,44.82,,,,,,,case rate,,43.92,,,,,,,case rate,,44.82,,,,,,,case rate,,45.49,,,,,,,case rate,,44.82,,,,,,,case rate,,42.58,,,,,,,case rate,,45.27,,,,,,,case rate,,44.82,,,,,,,case rate,,45.72,,,,,,,case rate,,44.82,,,,,,,case rate,,44.82,,,,,,,case rate,,44.82,,,,,,,case rate,,45.72,,,,,,,case rate,,47.06,,,,,,,case rate,,44.82,,,,,,,case rate,,44.82,,,,,,,case rate,,44.82,,,,,,,case rate,,44.82,,,,,,,case rate,,45.49,,,,,,,case rate,,76.2,,,,,,,case rate,,44.82,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.441383,,,,,,,case rate,,23.441383,,,,,,,case rate,,23.441383,,,,,,,case rate,,23.441383,,,,,,,case rate,,23.441383,,,,,,,case rate,,23.441383,,,,,,,case rate,,23.441383,,,,,,,case rate,,23.441383,,,,,,,case rate,,23.441383,,,,,,,case rate,
Facility,"Inj, pemetrexed dipotassium",2076,APC,,,,,,,,Outpatient,,,,,43.064866,139.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.064866,,,,,,,case rate,,,,,,,,,,,82.342,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.99,,,,,,,case rate,,82.34,,,,,,,case rate,,80.7,,,,,,,case rate,,82.34,,,,,,,case rate,,83.58,,,,,,,case rate,,82.34,,,,,,,case rate,,78.22,,,,,,,case rate,,83.17,,,,,,,case rate,,82.34,,,,,,,case rate,,83.99,,,,,,,case rate,,82.34,,,,,,,case rate,,82.34,,,,,,,case rate,,82.34,,,,,,,case rate,,83.99,,,,,,,case rate,,86.46,,,,,,,case rate,,82.34,,,,,,,case rate,,82.34,,,,,,,case rate,,82.34,,,,,,,case rate,,82.34,,,,,,,case rate,,83.58,,,,,,,case rate,,139.98,,,,,,,case rate,,82.34,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.064866,,,,,,,case rate,,43.064866,,,,,,,case rate,,43.064866,,,,,,,case rate,,43.064866,,,,,,,case rate,,43.064866,,,,,,,case rate,,43.064866,,,,,,,case rate,,43.064866,,,,,,,case rate,,43.064866,,,,,,,case rate,,43.064866,,,,,,,case rate,
Facility,"Inj., triptorelin xr 3.75 mg",9016,APC,,,,,,,,Outpatient,,,,,1996.435871,6489.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996.435871,,,,,,,case rate,,,,,,,,,,,3817.277,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3893.62,,,,,,,case rate,,3817.28,,,,,,,case rate,,3740.93,,,,,,,case rate,,3817.28,,,,,,,case rate,,3874.54,,,,,,,case rate,,3817.28,,,,,,,case rate,,3626.41,,,,,,,case rate,,3855.45,,,,,,,case rate,,3817.28,,,,,,,case rate,,3893.62,,,,,,,case rate,,3817.28,,,,,,,case rate,,3817.28,,,,,,,case rate,,3817.28,,,,,,,case rate,,3893.62,,,,,,,case rate,,4008.14,,,,,,,case rate,,3817.28,,,,,,,case rate,,3817.28,,,,,,,case rate,,3817.28,,,,,,,case rate,,3817.28,,,,,,,case rate,,3874.54,,,,,,,case rate,,6489.37,,,,,,,case rate,,3817.28,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996.435871,,,,,,,case rate,,1996.435871,,,,,,,case rate,,1996.435871,,,,,,,case rate,,1996.435871,,,,,,,case rate,,1996.435871,,,,,,,case rate,,1996.435871,,,,,,,case rate,,1996.435871,,,,,,,case rate,,1996.435871,,,,,,,case rate,,1996.435871,,,,,,,case rate,
Facility,"Injection, Carfilzomib, 1 mg",9295,APC,,,,,,,,Outpatient,,,,,29.103381,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.103381,,,,,,,case rate,,,,,,,,,,,55.647,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.76,,,,,,,case rate,,55.65,,,,,,,case rate,,54.53,,,,,,,case rate,,55.65,,,,,,,case rate,,56.48,,,,,,,case rate,,55.65,,,,,,,case rate,,52.86,,,,,,,case rate,,56.2,,,,,,,case rate,,55.65,,,,,,,case rate,,56.76,,,,,,,case rate,,55.65,,,,,,,case rate,,55.65,,,,,,,case rate,,55.65,,,,,,,case rate,,56.76,,,,,,,case rate,,58.43,,,,,,,case rate,,55.65,,,,,,,case rate,,55.65,,,,,,,case rate,,55.65,,,,,,,case rate,,55.65,,,,,,,case rate,,56.48,,,,,,,case rate,,94.6,,,,,,,case rate,,55.65,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.103381,,,,,,,case rate,,29.103381,,,,,,,case rate,,29.103381,,,,,,,case rate,,29.103381,,,,,,,case rate,,29.103381,,,,,,,case rate,,29.103381,,,,,,,case rate,,29.103381,,,,,,,case rate,,29.103381,,,,,,,case rate,,29.103381,,,,,,,case rate,
