Facility,"Blood, l/r, cmv-neg",9524,APC,,,,,,,,Outpatient,,,,,90.0606,292.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0606,,,,,,,case rate,,,,,,,,,,,172.2,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.64,,,,,,,case rate,,172.2,,,,,,,case rate,,168.76,,,,,,,case rate,,172.2,,,,,,,case rate,,174.78,,,,,,,case rate,,172.2,,,,,,,case rate,,163.59,,,,,,,case rate,,173.92,,,,,,,case rate,,172.2,,,,,,,case rate,,175.64,,,,,,,case rate,,172.2,,,,,,,case rate,,172.2,,,,,,,case rate,,172.2,,,,,,,case rate,,175.64,,,,,,,case rate,,180.81,,,,,,,case rate,,172.2,,,,,,,case rate,,172.2,,,,,,,case rate,,172.2,,,,,,,case rate,,172.2,,,,,,,case rate,,174.78,,,,,,,case rate,,292.74,,,,,,,case rate,,172.2,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0606,,,,,,,case rate,,90.0606,,,,,,,case rate,,90.0606,,,,,,,case rate,,90.0606,,,,,,,case rate,,90.0606,,,,,,,case rate,,90.0606,,,,,,,case rate,,90.0606,,,,,,,case rate,,90.0606,,,,,,,case rate,,90.0606,,,,,,,case rate,
Facility,"Brachytx, non-str, HA, I-125",2634,APC,,,,,,,,Outpatient,,,,,85.16532,276.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.16532,,,,,,,case rate,,,,,,,,,,,162.84,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.1,,,,,,,case rate,,162.84,,,,,,,case rate,,159.58,,,,,,,case rate,,162.84,,,,,,,case rate,,165.28,,,,,,,case rate,,162.84,,,,,,,case rate,,154.7,,,,,,,case rate,,164.47,,,,,,,case rate,,162.84,,,,,,,case rate,,166.1,,,,,,,case rate,,162.84,,,,,,,case rate,,162.84,,,,,,,case rate,,162.84,,,,,,,case rate,,166.1,,,,,,,case rate,,170.98,,,,,,,case rate,,162.84,,,,,,,case rate,,162.84,,,,,,,case rate,,162.84,,,,,,,case rate,,162.84,,,,,,,case rate,,165.28,,,,,,,case rate,,276.83,,,,,,,case rate,,162.84,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.16532,,,,,,,case rate,,85.16532,,,,,,,case rate,,85.16532,,,,,,,case rate,,85.16532,,,,,,,case rate,,85.16532,,,,,,,case rate,,85.16532,,,,,,,case rate,,85.16532,,,,,,,case rate,,85.16532,,,,,,,case rate,,85.16532,,,,,,,case rate,
Facility,"Dexmedetomidine film, 1 mcg",0722,APC,,,,,,,,Outpatient,,,,,0.369761,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.369761,,,,,,,case rate,,,,,,,,,,,0.707,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,case rate,,0.71,,,,,,,case rate,,0.69,,,,,,,case rate,,0.71,,,,,,,case rate,,0.72,,,,,,,case rate,,0.71,,,,,,,case rate,,0.67,,,,,,,case rate,,0.71,,,,,,,case rate,,0.71,,,,,,,case rate,,0.72,,,,,,,case rate,,0.71,,,,,,,case rate,,0.71,,,,,,,case rate,,0.71,,,,,,,case rate,,0.72,,,,,,,case rate,,0.74,,,,,,,case rate,,0.71,,,,,,,case rate,,0.71,,,,,,,case rate,,0.71,,,,,,,case rate,,0.71,,,,,,,case rate,,0.72,,,,,,,case rate,,1.2,,,,,,,case rate,,0.71,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.369761,,,,,,,case rate,,0.369761,,,,,,,case rate,,0.369761,,,,,,,case rate,,0.369761,,,,,,,case rate,,0.369761,,,,,,,case rate,,0.369761,,,,,,,case rate,,0.369761,,,,,,,case rate,,0.369761,,,,,,,case rate,,0.369761,,,,,,,case rate,
Facility,"Gallium ga-68 psma-11, ucla",9410,APC,,,,,,,,Outpatient,,,,,194.64491,632.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.64491,,,,,,,case rate,,,,,,,,,,,372.17,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.61,,,,,,,case rate,,372.17,,,,,,,case rate,,364.73,,,,,,,case rate,,372.17,,,,,,,case rate,,377.75,,,,,,,case rate,,372.17,,,,,,,case rate,,353.56,,,,,,,case rate,,375.89,,,,,,,case rate,,372.17,,,,,,,case rate,,379.61,,,,,,,case rate,,372.17,,,,,,,case rate,,372.17,,,,,,,case rate,,372.17,,,,,,,case rate,,379.61,,,,,,,case rate,,390.78,,,,,,,case rate,,372.17,,,,,,,case rate,,372.17,,,,,,,case rate,,372.17,,,,,,,case rate,,372.17,,,,,,,case rate,,377.75,,,,,,,case rate,,632.69,,,,,,,case rate,,372.17,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.64491,,,,,,,case rate,,194.64491,,,,,,,case rate,,194.64491,,,,,,,case rate,,194.64491,,,,,,,case rate,,194.64491,,,,,,,case rate,,194.64491,,,,,,,case rate,,194.64491,,,,,,,case rate,,194.64491,,,,,,,case rate,,194.64491,,,,,,,case rate,
Facility,"Grafix core, grafixpl core",Q4132,LOCAL,,,,,,,,Outpatient,,,,,1203.17,1203.17,,,,,,,,,,,,,,,,,,,,1203.17,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.17,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,"I131 iodide sol, rx",1150,APC,,,,,,,,Outpatient,,,,,10.92024,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92024,,,,,,,case rate,,,,,,,,,,,20.88,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,,,,,,,case rate,,20.88,,,,,,,case rate,,20.46,,,,,,,case rate,,20.88,,,,,,,case rate,,21.19,,,,,,,case rate,,20.88,,,,,,,case rate,,19.84,,,,,,,case rate,,21.09,,,,,,,case rate,,20.88,,,,,,,case rate,,21.3,,,,,,,case rate,,20.88,,,,,,,case rate,,20.88,,,,,,,case rate,,20.88,,,,,,,case rate,,21.3,,,,,,,case rate,,21.92,,,,,,,case rate,,20.88,,,,,,,case rate,,20.88,,,,,,,case rate,,20.88,,,,,,,case rate,,20.88,,,,,,,case rate,,21.19,,,,,,,case rate,,35.5,,,,,,,case rate,,20.88,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92024,,,,,,,case rate,,10.92024,,,,,,,case rate,,10.92024,,,,,,,case rate,,10.92024,,,,,,,case rate,,10.92024,,,,,,,case rate,,10.92024,,,,,,,case rate,,10.92024,,,,,,,case rate,,10.92024,,,,,,,case rate,,10.92024,,,,,,,case rate,
Facility,"Inj adalimumab-adbm, 1 mg",0830,APC,,,,,,,,Outpatient,,,,,5.456982,17.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.456982,,,,,,,case rate,,,,,,,,,,,10.434,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.64,,,,,,,case rate,,10.43,,,,,,,case rate,,10.23,,,,,,,case rate,,10.43,,,,,,,case rate,,10.59,,,,,,,case rate,,10.43,,,,,,,case rate,,9.91,,,,,,,case rate,,10.54,,,,,,,case rate,,10.43,,,,,,,case rate,,10.64,,,,,,,case rate,,10.43,,,,,,,case rate,,10.43,,,,,,,case rate,,10.43,,,,,,,case rate,,10.64,,,,,,,case rate,,10.96,,,,,,,case rate,,10.43,,,,,,,case rate,,10.43,,,,,,,case rate,,10.43,,,,,,,case rate,,10.43,,,,,,,case rate,,10.59,,,,,,,case rate,,17.74,,,,,,,case rate,,10.43,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.456982,,,,,,,case rate,,5.456982,,,,,,,case rate,,5.456982,,,,,,,case rate,,5.456982,,,,,,,case rate,,5.456982,,,,,,,case rate,,5.456982,,,,,,,case rate,,5.456982,,,,,,,case rate,,5.456982,,,,,,,case rate,,5.456982,,,,,,,case rate,
Facility,"Inj, afstyla, 1 i.u.",9043,APC,,,,,,,,Outpatient,,,,,0.822156,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.822156,,,,,,,case rate,,,,,,,,,,,1.572,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,case rate,,1.57,,,,,,,case rate,,1.54,,,,,,,case rate,,1.57,,,,,,,case rate,,1.6,,,,,,,case rate,,1.57,,,,,,,case rate,,1.49,,,,,,,case rate,,1.59,,,,,,,case rate,,1.57,,,,,,,case rate,,1.6,,,,,,,case rate,,1.57,,,,,,,case rate,,1.57,,,,,,,case rate,,1.57,,,,,,,case rate,,1.6,,,,,,,case rate,,1.65,,,,,,,case rate,,1.57,,,,,,,case rate,,1.57,,,,,,,case rate,,1.57,,,,,,,case rate,,1.57,,,,,,,case rate,,1.6,,,,,,,case rate,,2.67,,,,,,,case rate,,1.57,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.822156,,,,,,,case rate,,0.822156,,,,,,,case rate,,0.822156,,,,,,,case rate,,0.822156,,,,,,,case rate,,0.822156,,,,,,,case rate,,0.822156,,,,,,,case rate,,0.822156,,,,,,,case rate,,0.822156,,,,,,,case rate,,0.822156,,,,,,,case rate,
Facility,"Inj, docetaxel (beizray) 1mg",0841,APC,,,,,,,,Outpatient,,,,,27.44181,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.44181,,,,,,,case rate,,,,,,,,,,,52.47,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52,,,,,,,case rate,,52.47,,,,,,,case rate,,51.42,,,,,,,case rate,,52.47,,,,,,,case rate,,53.26,,,,,,,case rate,,52.47,,,,,,,case rate,,49.85,,,,,,,case rate,,52.99,,,,,,,case rate,,52.47,,,,,,,case rate,,53.52,,,,,,,case rate,,52.47,,,,,,,case rate,,52.47,,,,,,,case rate,,52.47,,,,,,,case rate,,53.52,,,,,,,case rate,,55.09,,,,,,,case rate,,52.47,,,,,,,case rate,,52.47,,,,,,,case rate,,52.47,,,,,,,case rate,,52.47,,,,,,,case rate,,53.26,,,,,,,case rate,,89.2,,,,,,,case rate,,52.47,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.44181,,,,,,,case rate,,27.44181,,,,,,,case rate,,27.44181,,,,,,,case rate,,27.44181,,,,,,,case rate,,27.44181,,,,,,,case rate,,27.44181,,,,,,,case rate,,27.44181,,,,,,,case rate,,27.44181,,,,,,,case rate,,27.44181,,,,,,,case rate,
Facility,"Inj, eteplirsen, 10 mg",9484,APC,,,,,,,,Outpatient,,,,,87.522481,284.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.522481,,,,,,,case rate,,,,,,,,,,,167.347,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.69,,,,,,,case rate,,167.35,,,,,,,case rate,,164,,,,,,,case rate,,167.35,,,,,,,case rate,,169.86,,,,,,,case rate,,167.35,,,,,,,case rate,,158.98,,,,,,,case rate,,169.02,,,,,,,case rate,,167.35,,,,,,,case rate,,170.69,,,,,,,case rate,,167.35,,,,,,,case rate,,167.35,,,,,,,case rate,,167.35,,,,,,,case rate,,170.69,,,,,,,case rate,,175.71,,,,,,,case rate,,167.35,,,,,,,case rate,,167.35,,,,,,,case rate,,167.35,,,,,,,case rate,,167.35,,,,,,,case rate,,169.86,,,,,,,case rate,,284.49,,,,,,,case rate,,167.35,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.522481,,,,,,,case rate,,87.522481,,,,,,,case rate,,87.522481,,,,,,,case rate,,87.522481,,,,,,,case rate,,87.522481,,,,,,,case rate,,87.522481,,,,,,,case rate,,87.522481,,,,,,,case rate,,87.522481,,,,,,,case rate,,87.522481,,,,,,,case rate,
