Facility,"Brachytx, non-str, Gold-198",2645,APC,,,,,,,,Outpatient,,,,,454.13659,1476.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.13659,,,,,,,case rate,,,,,,,,,,,868.33,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.7,,,,,,,case rate,,868.33,,,,,,,case rate,,850.96,,,,,,,case rate,,868.33,,,,,,,case rate,,881.35,,,,,,,case rate,,868.33,,,,,,,case rate,,824.91,,,,,,,case rate,,877.01,,,,,,,case rate,,868.33,,,,,,,case rate,,885.7,,,,,,,case rate,,868.33,,,,,,,case rate,,868.33,,,,,,,case rate,,868.33,,,,,,,case rate,,885.7,,,,,,,case rate,,911.75,,,,,,,case rate,,868.33,,,,,,,case rate,,868.33,,,,,,,case rate,,868.33,,,,,,,case rate,,868.33,,,,,,,case rate,,881.35,,,,,,,case rate,,1476.16,,,,,,,case rate,,868.33,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.13659,,,,,,,case rate,,454.13659,,,,,,,case rate,,454.13659,,,,,,,case rate,,454.13659,,,,,,,case rate,,454.13659,,,,,,,case rate,,454.13659,,,,,,,case rate,,454.13659,,,,,,,case rate,,454.13659,,,,,,,case rate,,454.13659,,,,,,,case rate,
Facility,"CONTUSION, OPEN WOUND AND OTHER TRAUMA TO SKIN AND SUBCUTANEOUS TISSUE",3841,APR-DRG,,,,,,,,inpatient,,,,,5661.875,5661.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5661.875,,,46834.34,5663.3,5663.3,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5661.875,,,46834.34,5663.3,5663.3,1 through 10,case rate,,5661.875,,,46834.34,5663.3,5663.3,1 through 10,case rate,,5661.875,,,46834.34,5663.3,5663.3,1 through 10,case rate,,5661.875,,,46834.34,5663.3,5663.3,1 through 10,case rate,,5661.875,,,46834.34,5663.3,5663.3,1 through 10,case rate,,5661.875,,,46834.34,5663.3,5663.3,1 through 10,case rate,,5661.875,,,46834.34,5663.3,5663.3,1 through 10,case rate,,5661.875,,,46834.34,5663.3,5663.3,1 through 10,case rate,,5661.875,,,46834.34,5663.3,5663.3,1 through 10,case rate,
Facility,"Docetaxel (docivyx), 1 mg",0757,APC,,,,,,,,Outpatient,,,,,26.556894,86.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.556894,,,,,,,case rate,,,,,,,,,,,50.778,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.79,,,,,,,case rate,,50.78,,,,,,,case rate,,49.76,,,,,,,case rate,,50.78,,,,,,,case rate,,51.54,,,,,,,case rate,,50.78,,,,,,,case rate,,48.24,,,,,,,case rate,,51.29,,,,,,,case rate,,50.78,,,,,,,case rate,,51.79,,,,,,,case rate,,50.78,,,,,,,case rate,,50.78,,,,,,,case rate,,50.78,,,,,,,case rate,,51.79,,,,,,,case rate,,53.32,,,,,,,case rate,,50.78,,,,,,,case rate,,50.78,,,,,,,case rate,,50.78,,,,,,,case rate,,50.78,,,,,,,case rate,,51.54,,,,,,,case rate,,86.32,,,,,,,case rate,,50.78,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.556894,,,,,,,case rate,,26.556894,,,,,,,case rate,,26.556894,,,,,,,case rate,,26.556894,,,,,,,case rate,,26.556894,,,,,,,case rate,,26.556894,,,,,,,case rate,,26.556894,,,,,,,case rate,,26.556894,,,,,,,case rate,,26.556894,,,,,,,case rate,
Facility,"Genvisc 850, inj, 1mg",9079,APC,,,,,,,,Outpatient,,,,,3.019279,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.019279,,,,,,,case rate,,,,,,,,,,,5.773,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.89,,,,,,,case rate,,5.77,,,,,,,case rate,,5.66,,,,,,,case rate,,5.77,,,,,,,case rate,,5.86,,,,,,,case rate,,5.77,,,,,,,case rate,,5.48,,,,,,,case rate,,5.83,,,,,,,case rate,,5.77,,,,,,,case rate,,5.89,,,,,,,case rate,,5.77,,,,,,,case rate,,5.77,,,,,,,case rate,,5.77,,,,,,,case rate,,5.89,,,,,,,case rate,,6.06,,,,,,,case rate,,5.77,,,,,,,case rate,,5.77,,,,,,,case rate,,5.77,,,,,,,case rate,,5.77,,,,,,,case rate,,5.86,,,,,,,case rate,,9.81,,,,,,,case rate,,5.77,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.019279,,,,,,,case rate,,3.019279,,,,,,,case rate,,3.019279,,,,,,,case rate,,3.019279,,,,,,,case rate,,3.019279,,,,,,,case rate,,3.019279,,,,,,,case rate,,3.019279,,,,,,,case rate,,3.019279,,,,,,,case rate,,3.019279,,,,,,,case rate,
Facility,"Inj, bortezomib, dr. reddy�s",9026,APC,,,,,,,,Outpatient,,,,,2.56793,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56793,,,,,,,case rate,,,,,,,,,,,4.91,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,,,,,,,case rate,,4.91,,,,,,,case rate,,4.81,,,,,,,case rate,,4.91,,,,,,,case rate,,4.98,,,,,,,case rate,,4.91,,,,,,,case rate,,4.66,,,,,,,case rate,,4.96,,,,,,,case rate,,4.91,,,,,,,case rate,,5.01,,,,,,,case rate,,4.91,,,,,,,case rate,,4.91,,,,,,,case rate,,4.91,,,,,,,case rate,,5.01,,,,,,,case rate,,5.16,,,,,,,case rate,,4.91,,,,,,,case rate,,4.91,,,,,,,case rate,,4.91,,,,,,,case rate,,4.91,,,,,,,case rate,,4.98,,,,,,,case rate,,8.35,,,,,,,case rate,,4.91,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56793,,,,,,,case rate,,2.56793,,,,,,,case rate,,2.56793,,,,,,,case rate,,2.56793,,,,,,,case rate,,2.56793,,,,,,,case rate,,2.56793,,,,,,,case rate,,2.56793,,,,,,,case rate,,2.56793,,,,,,,case rate,,2.56793,,,,,,,case rate,
Facility,"Inj, hercessi, 10 mg",0865,APC,,,,,,,,Outpatient,,,,,20.933075,68.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.933075,,,,,,,case rate,,,,,,,,,,,40.025,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.83,,,,,,,case rate,,40.03,,,,,,,case rate,,39.22,,,,,,,case rate,,40.03,,,,,,,case rate,,40.63,,,,,,,case rate,,40.03,,,,,,,case rate,,38.02,,,,,,,case rate,,40.43,,,,,,,case rate,,40.03,,,,,,,case rate,,40.83,,,,,,,case rate,,40.03,,,,,,,case rate,,40.03,,,,,,,case rate,,40.03,,,,,,,case rate,,40.83,,,,,,,case rate,,42.03,,,,,,,case rate,,40.03,,,,,,,case rate,,40.03,,,,,,,case rate,,40.03,,,,,,,case rate,,40.03,,,,,,,case rate,,40.63,,,,,,,case rate,,68.04,,,,,,,case rate,,40.03,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.933075,,,,,,,case rate,,20.933075,,,,,,,case rate,,20.933075,,,,,,,case rate,,20.933075,,,,,,,case rate,,20.933075,,,,,,,case rate,,20.933075,,,,,,,case rate,,20.933075,,,,,,,case rate,,20.933075,,,,,,,case rate,,20.933075,,,,,,,case rate,
Facility,"Inj, treosulfan, 50 mg",0837,APC,,,,,,,,Outpatient,,,,,16.90859,54.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.90859,,,,,,,case rate,,,,,,,,,,,32.33,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.98,,,,,,,case rate,,32.33,,,,,,,case rate,,31.68,,,,,,,case rate,,32.33,,,,,,,case rate,,32.81,,,,,,,case rate,,32.33,,,,,,,case rate,,30.71,,,,,,,case rate,,32.65,,,,,,,case rate,,32.33,,,,,,,case rate,,32.98,,,,,,,case rate,,32.33,,,,,,,case rate,,32.33,,,,,,,case rate,,32.33,,,,,,,case rate,,32.98,,,,,,,case rate,,33.95,,,,,,,case rate,,32.33,,,,,,,case rate,,32.33,,,,,,,case rate,,32.33,,,,,,,case rate,,32.33,,,,,,,case rate,,32.81,,,,,,,case rate,,54.96,,,,,,,case rate,,32.33,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.90859,,,,,,,case rate,,16.90859,,,,,,,case rate,,16.90859,,,,,,,case rate,,16.90859,,,,,,,case rate,,16.90859,,,,,,,case rate,,16.90859,,,,,,,case rate,,16.90859,,,,,,,case rate,,16.90859,,,,,,,case rate,,16.90859,,,,,,,case rate,
Facility,"Inj. pemetrexed, 10 mg",9442,APC,,,,,,,,Outpatient,,,,,24.225883,78.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.225883,,,,,,,case rate,,,,,,,,,,,46.321,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.25,,,,,,,case rate,,46.32,,,,,,,case rate,,45.39,,,,,,,case rate,,46.32,,,,,,,case rate,,47.02,,,,,,,case rate,,46.32,,,,,,,case rate,,44,,,,,,,case rate,,46.78,,,,,,,case rate,,46.32,,,,,,,case rate,,47.25,,,,,,,case rate,,46.32,,,,,,,case rate,,46.32,,,,,,,case rate,,46.32,,,,,,,case rate,,47.25,,,,,,,case rate,,48.64,,,,,,,case rate,,46.32,,,,,,,case rate,,46.32,,,,,,,case rate,,46.32,,,,,,,case rate,,46.32,,,,,,,case rate,,47.02,,,,,,,case rate,,78.75,,,,,,,case rate,,46.32,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.225883,,,,,,,case rate,,24.225883,,,,,,,case rate,,24.225883,,,,,,,case rate,,24.225883,,,,,,,case rate,,24.225883,,,,,,,case rate,,24.225883,,,,,,,case rate,,24.225883,,,,,,,case rate,,24.225883,,,,,,,case rate,,24.225883,,,,,,,case rate,
Facility,"Inj., zirabev, 10 mg",9348,APC,,,,,,,,Outpatient,,,,,13.475618,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.475618,,,,,,,case rate,,,,,,,,,,,25.766,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.28,,,,,,,case rate,,25.77,,,,,,,case rate,,25.25,,,,,,,case rate,,25.77,,,,,,,case rate,,26.15,,,,,,,case rate,,25.77,,,,,,,case rate,,24.48,,,,,,,case rate,,26.02,,,,,,,case rate,,25.77,,,,,,,case rate,,26.28,,,,,,,case rate,,25.77,,,,,,,case rate,,25.77,,,,,,,case rate,,25.77,,,,,,,case rate,,26.28,,,,,,,case rate,,27.05,,,,,,,case rate,,25.77,,,,,,,case rate,,25.77,,,,,,,case rate,,25.77,,,,,,,case rate,,25.77,,,,,,,case rate,,26.15,,,,,,,case rate,,43.8,,,,,,,case rate,,25.77,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.475618,,,,,,,case rate,,13.475618,,,,,,,case rate,,13.475618,,,,,,,case rate,,13.475618,,,,,,,case rate,,13.475618,,,,,,,case rate,,13.475618,,,,,,,case rate,,13.475618,,,,,,,case rate,,13.475618,,,,,,,case rate,,13.475618,,,,,,,case rate,
Facility,"Injection, elotuzumab, 1mg",9477,APC,,,,,,,,Outpatient,,,,,4.123855,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.123855,,,,,,,case rate,,,,,,,,,,,7.885,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04,,,,,,,case rate,,7.89,,,,,,,case rate,,7.73,,,,,,,case rate,,7.89,,,,,,,case rate,,8,,,,,,,case rate,,7.89,,,,,,,case rate,,7.49,,,,,,,case rate,,7.96,,,,,,,case rate,,7.89,,,,,,,case rate,,8.04,,,,,,,case rate,,7.89,,,,,,,case rate,,7.89,,,,,,,case rate,,7.89,,,,,,,case rate,,8.04,,,,,,,case rate,,8.28,,,,,,,case rate,,7.89,,,,,,,case rate,,7.89,,,,,,,case rate,,7.89,,,,,,,case rate,,7.89,,,,,,,case rate,,8,,,,,,,case rate,,13.4,,,,,,,case rate,,7.89,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.123855,,,,,,,case rate,,4.123855,,,,,,,case rate,,4.123855,,,,,,,case rate,,4.123855,,,,,,,case rate,,4.123855,,,,,,,case rate,,4.123855,,,,,,,case rate,,4.123855,,,,,,,case rate,,4.123855,,,,,,,case rate,,4.123855,,,,,,,case rate,
