Facility,"Immune globulin, powder",2731,APC,,,,,,,,Outpatient,,,,,41.209785,133.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.209785,,,,,,,case rate,,,,,,,,,,,78.795,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.37,,,,,,,case rate,,78.8,,,,,,,case rate,,77.22,,,,,,,case rate,,78.8,,,,,,,case rate,,79.98,,,,,,,case rate,,78.8,,,,,,,case rate,,74.86,,,,,,,case rate,,79.58,,,,,,,case rate,,78.8,,,,,,,case rate,,80.37,,,,,,,case rate,,78.8,,,,,,,case rate,,78.8,,,,,,,case rate,,78.8,,,,,,,case rate,,80.37,,,,,,,case rate,,82.73,,,,,,,case rate,,78.8,,,,,,,case rate,,78.8,,,,,,,case rate,,78.8,,,,,,,case rate,,78.8,,,,,,,case rate,,79.98,,,,,,,case rate,,133.95,,,,,,,case rate,,78.8,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.209785,,,,,,,case rate,,41.209785,,,,,,,case rate,,41.209785,,,,,,,case rate,,41.209785,,,,,,,case rate,,41.209785,,,,,,,case rate,,41.209785,,,,,,,case rate,,41.209785,,,,,,,case rate,,41.209785,,,,,,,case rate,,41.209785,,,,,,,case rate,
Facility,"Inj adalimumab-ryvk, 1 mg",0829,APC,,,,,,,,Outpatient,,,,,5.475287,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.475287,,,,,,,case rate,,,,,,,,,,,10.469,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.68,,,,,,,case rate,,10.47,,,,,,,case rate,,10.26,,,,,,,case rate,,10.47,,,,,,,case rate,,10.63,,,,,,,case rate,,10.47,,,,,,,case rate,,9.95,,,,,,,case rate,,10.57,,,,,,,case rate,,10.47,,,,,,,case rate,,10.68,,,,,,,case rate,,10.47,,,,,,,case rate,,10.47,,,,,,,case rate,,10.47,,,,,,,case rate,,10.68,,,,,,,case rate,,10.99,,,,,,,case rate,,10.47,,,,,,,case rate,,10.47,,,,,,,case rate,,10.47,,,,,,,case rate,,10.47,,,,,,,case rate,,10.63,,,,,,,case rate,,17.8,,,,,,,case rate,,10.47,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.475287,,,,,,,case rate,,5.475287,,,,,,,case rate,,5.475287,,,,,,,case rate,,5.475287,,,,,,,case rate,,5.475287,,,,,,,case rate,,5.475287,,,,,,,case rate,,5.475287,,,,,,,case rate,,5.475287,,,,,,,case rate,,5.475287,,,,,,,case rate,
Facility,"Inj, Ado-trastuzumab Emt 1mg",9131,APC,,,,,,,,Outpatient,,,,,22.04968,71.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.04968,,,,,,,case rate,,,,,,,,,,,42.16,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,case rate,,42.16,,,,,,,case rate,,41.32,,,,,,,case rate,,42.16,,,,,,,case rate,,42.79,,,,,,,case rate,,42.16,,,,,,,case rate,,40.05,,,,,,,case rate,,42.58,,,,,,,case rate,,42.16,,,,,,,case rate,,43,,,,,,,case rate,,42.16,,,,,,,case rate,,42.16,,,,,,,case rate,,42.16,,,,,,,case rate,,43,,,,,,,case rate,,44.27,,,,,,,case rate,,42.16,,,,,,,case rate,,42.16,,,,,,,case rate,,42.16,,,,,,,case rate,,42.16,,,,,,,case rate,,42.79,,,,,,,case rate,,71.67,,,,,,,case rate,,42.16,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.04968,,,,,,,case rate,,22.04968,,,,,,,case rate,,22.04968,,,,,,,case rate,,22.04968,,,,,,,case rate,,22.04968,,,,,,,case rate,,22.04968,,,,,,,case rate,,22.04968,,,,,,,case rate,,22.04968,,,,,,,case rate,,22.04968,,,,,,,case rate,
Facility,"Inj, bupivacaine (posimir)",9106,APC,,,,,,,,Outpatient,,,,,0.267776,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267776,,,,,,,case rate,,,,,,,,,,,0.512,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,case rate,,0.51,,,,,,,case rate,,0.5,,,,,,,case rate,,0.51,,,,,,,case rate,,0.52,,,,,,,case rate,,0.51,,,,,,,case rate,,0.49,,,,,,,case rate,,0.52,,,,,,,case rate,,0.51,,,,,,,case rate,,0.52,,,,,,,case rate,,0.51,,,,,,,case rate,,0.51,,,,,,,case rate,,0.51,,,,,,,case rate,,0.52,,,,,,,case rate,,0.54,,,,,,,case rate,,0.51,,,,,,,case rate,,0.51,,,,,,,case rate,,0.51,,,,,,,case rate,,0.51,,,,,,,case rate,,0.52,,,,,,,case rate,,0.87,,,,,,,case rate,,0.51,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267776,,,,,,,case rate,,0.267776,,,,,,,case rate,,0.267776,,,,,,,case rate,,0.267776,,,,,,,case rate,,0.267776,,,,,,,case rate,,0.267776,,,,,,,case rate,,0.267776,,,,,,,case rate,,0.267776,,,,,,,case rate,,0.267776,,,,,,,case rate,
Facility,"Inj, erzofri, 1 mg",2072,APC,,,,,,,,Outpatient,,,,,8.767572,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.767572,,,,,,,case rate,,,,,,,,,,,16.764,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,,,,,,,case rate,,16.76,,,,,,,case rate,,16.43,,,,,,,case rate,,16.76,,,,,,,case rate,,17.02,,,,,,,case rate,,16.76,,,,,,,case rate,,15.93,,,,,,,case rate,,16.93,,,,,,,case rate,,16.76,,,,,,,case rate,,17.1,,,,,,,case rate,,16.76,,,,,,,case rate,,16.76,,,,,,,case rate,,16.76,,,,,,,case rate,,17.1,,,,,,,case rate,,17.6,,,,,,,case rate,,16.76,,,,,,,case rate,,16.76,,,,,,,case rate,,16.76,,,,,,,case rate,,16.76,,,,,,,case rate,,17.02,,,,,,,case rate,,28.5,,,,,,,case rate,,16.76,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.767572,,,,,,,case rate,,8.767572,,,,,,,case rate,,8.767572,,,,,,,case rate,,8.767572,,,,,,,case rate,,8.767572,,,,,,,case rate,,8.767572,,,,,,,case rate,,8.767572,,,,,,,case rate,,8.767572,,,,,,,case rate,,8.767572,,,,,,,case rate,
Facility,"Inj, ixinity, 1 i.u.",9146,APC,,,,,,,,Outpatient,,,,,1.000499,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000499,,,,,,,case rate,,,,,,,,,,,1.913,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,case rate,,1.91,,,,,,,case rate,,1.87,,,,,,,case rate,,1.91,,,,,,,case rate,,1.94,,,,,,,case rate,,1.91,,,,,,,case rate,,1.82,,,,,,,case rate,,1.93,,,,,,,case rate,,1.91,,,,,,,case rate,,1.95,,,,,,,case rate,,1.91,,,,,,,case rate,,1.91,,,,,,,case rate,,1.91,,,,,,,case rate,,1.95,,,,,,,case rate,,2.01,,,,,,,case rate,,1.91,,,,,,,case rate,,1.91,,,,,,,case rate,,1.91,,,,,,,case rate,,1.91,,,,,,,case rate,,1.94,,,,,,,case rate,,3.25,,,,,,,case rate,,1.91,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000499,,,,,,,case rate,,1.000499,,,,,,,case rate,,1.000499,,,,,,,case rate,,1.000499,,,,,,,case rate,,1.000499,,,,,,,case rate,,1.000499,,,,,,,case rate,,1.000499,,,,,,,case rate,,1.000499,,,,,,,case rate,,1.000499,,,,,,,case rate,
Facility,"Injection, inclisiran, 1 mg",9004,APC,,,,,,,,Outpatient,,,,,6.442314,20.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.442314,,,,,,,case rate,,,,,,,,,,,12.318,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.56,,,,,,,case rate,,12.32,,,,,,,case rate,,12.07,,,,,,,case rate,,12.32,,,,,,,case rate,,12.5,,,,,,,case rate,,12.32,,,,,,,case rate,,11.7,,,,,,,case rate,,12.44,,,,,,,case rate,,12.32,,,,,,,case rate,,12.56,,,,,,,case rate,,12.32,,,,,,,case rate,,12.32,,,,,,,case rate,,12.32,,,,,,,case rate,,12.56,,,,,,,case rate,,12.93,,,,,,,case rate,,12.32,,,,,,,case rate,,12.32,,,,,,,case rate,,12.32,,,,,,,case rate,,12.32,,,,,,,case rate,,12.5,,,,,,,case rate,,20.94,,,,,,,case rate,,12.32,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.442314,,,,,,,case rate,,6.442314,,,,,,,case rate,,6.442314,,,,,,,case rate,,6.442314,,,,,,,case rate,,6.442314,,,,,,,case rate,,6.442314,,,,,,,case rate,,6.442314,,,,,,,case rate,,6.442314,,,,,,,case rate,,6.442314,,,,,,,case rate,
Facility,"MAJOR O.R. PROCEDURES FOR LYMPHATIC, HEMATOPOIETIC OR OTHER NEOPLASMS",6803,APR-DRG,,,,,,,,inpatient,,,,,24403.75,24403.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24403.75,,,204287.17,49784.91,49784.91,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24403.75,,,204287.17,49784.91,49784.91,1 through 10,case rate,,24403.75,,,204287.17,49784.91,49784.91,1 through 10,case rate,,24403.75,,,204287.17,49784.91,49784.91,1 through 10,case rate,,24403.75,,,204287.17,49784.91,49784.91,1 through 10,case rate,,24403.75,,,204287.17,49784.91,49784.91,1 through 10,case rate,,24403.75,,,204287.17,49784.91,49784.91,1 through 10,case rate,,24403.75,,,204287.17,49784.91,49784.91,1 through 10,case rate,,24403.75,,,204287.17,49784.91,49784.91,1 through 10,case rate,,24403.75,,,204287.17,49784.91,49784.91,1 through 10,case rate,
Facility,"MALFUNCTION, REACTION, COMPLICATION OF GENITOURINARY DEVICE OR PROCEDURE",4662,APR-DRG,,,,,,,,inpatient,,,,,6262.5,6262.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6262.5,,,35648.15,6129.07,6165.27,19,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6262.5,,,35648.15,6129.07,6165.27,19,case rate,,6262.5,,,35648.15,6129.07,6165.27,19,case rate,,6262.5,,,35648.15,6129.07,6165.27,19,case rate,,6262.5,,,35648.15,6129.07,6165.27,19,case rate,,6262.5,,,35648.15,6129.07,6165.27,19,case rate,,6262.5,,,35648.15,6129.07,6165.27,19,case rate,,6262.5,,,35648.15,6129.07,6165.27,19,case rate,,6262.5,,,35648.15,6129.07,6165.27,19,case rate,,6262.5,,,35648.15,6129.07,6165.27,19,case rate,
Facility,"New Technology - Level 46 ($70,001-$80,000)",1597,APC,,,,,,,,Outpatient,,,,,39225.2615,127500.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39225.2615,,,,,,,case rate,,,,,,,,,,,75000.5,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76500.51,,,,,,,case rate,,75000.5,,,,,,,case rate,,73500.49,,,,,,,case rate,,75000.5,,,,,,,case rate,,76125.51,,,,,,,case rate,,75000.5,,,,,,,case rate,,71250.48,,,,,,,case rate,,75750.51,,,,,,,case rate,,75000.5,,,,,,,case rate,,76500.51,,,,,,,case rate,,75000.5,,,,,,,case rate,,75000.5,,,,,,,case rate,,75000.5,,,,,,,case rate,,76500.51,,,,,,,case rate,,78750.53,,,,,,,case rate,,75000.5,,,,,,,case rate,,75000.5,,,,,,,case rate,,75000.5,,,,,,,case rate,,75000.5,,,,,,,case rate,,76125.51,,,,,,,case rate,,127500.85,,,,,,,case rate,,75000.5,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,,39225.2615,,,,,,,case rate,
