Facility,"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",5431,APR-DRG,,,,,,,,inpatient,,,,,4431.25,4431.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4431.25,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4431.25,,,,,,0,case rate,Zero cases in previous 12 months,4431.25,,,,,,0,case rate,Zero cases in previous 12 months,4431.25,,,,,,0,case rate,Zero cases in previous 12 months,4431.25,,,,,,0,case rate,Zero cases in previous 12 months,4431.25,,,,,,0,case rate,Zero cases in previous 12 months,4431.25,,,,,,0,case rate,Zero cases in previous 12 months,4431.25,,,,,,0,case rate,Zero cases in previous 12 months,4431.25,,,,,,0,case rate,Zero cases in previous 12 months,4431.25,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"Hiv prep, inj, cabotegravir",0805,APC,,,,,,,,Outpatient,,,,,3.67146,11.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67146,,,,,,,case rate,,,,,,,,,,,7.02,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,,,,,,,case rate,,7.02,,,,,,,case rate,,6.88,,,,,,,case rate,,7.02,,,,,,,case rate,,7.13,,,,,,,case rate,,7.02,,,,,,,case rate,,6.67,,,,,,,case rate,,7.09,,,,,,,case rate,,7.02,,,,,,,case rate,,7.16,,,,,,,case rate,,7.02,,,,,,,case rate,,7.02,,,,,,,case rate,,7.02,,,,,,,case rate,,7.16,,,,,,,case rate,,7.37,,,,,,,case rate,,7.02,,,,,,,case rate,,7.02,,,,,,,case rate,,7.02,,,,,,,case rate,,7.02,,,,,,,case rate,,7.13,,,,,,,case rate,,11.93,,,,,,,case rate,,7.02,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67146,,,,,,,case rate,,3.67146,,,,,,,case rate,,3.67146,,,,,,,case rate,,3.67146,,,,,,,case rate,,3.67146,,,,,,,case rate,,3.67146,,,,,,,case rate,,3.67146,,,,,,,case rate,,3.67146,,,,,,,case rate,,3.67146,,,,,,,case rate,
Facility,"Inj cuvitru, 100 mg",9034,APC,,,,,,,,Outpatient,,,,,8.808366,28.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.808366,,,,,,,case rate,,,,,,,,,,,16.842,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.18,,,,,,,case rate,,16.84,,,,,,,case rate,,16.51,,,,,,,case rate,,16.84,,,,,,,case rate,,17.09,,,,,,,case rate,,16.84,,,,,,,case rate,,16,,,,,,,case rate,,17.01,,,,,,,case rate,,16.84,,,,,,,case rate,,17.18,,,,,,,case rate,,16.84,,,,,,,case rate,,16.84,,,,,,,case rate,,16.84,,,,,,,case rate,,17.18,,,,,,,case rate,,17.68,,,,,,,case rate,,16.84,,,,,,,case rate,,16.84,,,,,,,case rate,,16.84,,,,,,,case rate,,16.84,,,,,,,case rate,,17.09,,,,,,,case rate,,28.63,,,,,,,case rate,,16.84,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.808366,,,,,,,case rate,,8.808366,,,,,,,case rate,,8.808366,,,,,,,case rate,,8.808366,,,,,,,case rate,,8.808366,,,,,,,case rate,,8.808366,,,,,,,case rate,,8.808366,,,,,,,case rate,,8.808366,,,,,,,case rate,,8.808366,,,,,,,case rate,
Facility,"Inj marstacim-hncq, 0.5 mg",2064,APC,,,,,,,,Outpatient,,,,,26.723731,86.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.723731,,,,,,,case rate,,,,,,,,,,,51.097,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.12,,,,,,,case rate,,51.1,,,,,,,case rate,,50.08,,,,,,,case rate,,51.1,,,,,,,case rate,,51.86,,,,,,,case rate,,51.1,,,,,,,case rate,,48.54,,,,,,,case rate,,51.61,,,,,,,case rate,,51.1,,,,,,,case rate,,52.12,,,,,,,case rate,,51.1,,,,,,,case rate,,51.1,,,,,,,case rate,,51.1,,,,,,,case rate,,52.12,,,,,,,case rate,,53.65,,,,,,,case rate,,51.1,,,,,,,case rate,,51.1,,,,,,,case rate,,51.1,,,,,,,case rate,,51.1,,,,,,,case rate,,51.86,,,,,,,case rate,,86.86,,,,,,,case rate,,51.1,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.723731,,,,,,,case rate,,26.723731,,,,,,,case rate,,26.723731,,,,,,,case rate,,26.723731,,,,,,,case rate,,26.723731,,,,,,,case rate,,26.723731,,,,,,,case rate,,26.723731,,,,,,,case rate,,26.723731,,,,,,,case rate,,26.723731,,,,,,,case rate,
Facility,"Inj tezepelumab-ekko, 1mg",9008,APC,,,,,,,,Outpatient,,,,,9.418707,30.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.418707,,,,,,,case rate,,,,,,,,,,,18.009,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.37,,,,,,,case rate,,18.01,,,,,,,case rate,,17.65,,,,,,,case rate,,18.01,,,,,,,case rate,,18.28,,,,,,,case rate,,18.01,,,,,,,case rate,,17.11,,,,,,,case rate,,18.19,,,,,,,case rate,,18.01,,,,,,,case rate,,18.37,,,,,,,case rate,,18.01,,,,,,,case rate,,18.01,,,,,,,case rate,,18.01,,,,,,,case rate,,18.37,,,,,,,case rate,,18.91,,,,,,,case rate,,18.01,,,,,,,case rate,,18.01,,,,,,,case rate,,18.01,,,,,,,case rate,,18.01,,,,,,,case rate,,18.28,,,,,,,case rate,,30.62,,,,,,,case rate,,18.01,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.418707,,,,,,,case rate,,9.418707,,,,,,,case rate,,9.418707,,,,,,,case rate,,9.418707,,,,,,,case rate,,9.418707,,,,,,,case rate,,9.418707,,,,,,,case rate,,9.418707,,,,,,,case rate,,9.418707,,,,,,,case rate,,9.418707,,,,,,,case rate,
Facility,"Inj, elranatamab-bcmm, 1 mg",0708,APC,,,,,,,,Outpatient,,,,,96.269656,312.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.269656,,,,,,,case rate,,,,,,,,,,,184.072,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.75,,,,,,,case rate,,184.07,,,,,,,case rate,,180.39,,,,,,,case rate,,184.07,,,,,,,case rate,,186.83,,,,,,,case rate,,184.07,,,,,,,case rate,,174.87,,,,,,,case rate,,185.91,,,,,,,case rate,,184.07,,,,,,,case rate,,187.75,,,,,,,case rate,,184.07,,,,,,,case rate,,184.07,,,,,,,case rate,,184.07,,,,,,,case rate,,187.75,,,,,,,case rate,,193.28,,,,,,,case rate,,184.07,,,,,,,case rate,,184.07,,,,,,,case rate,,184.07,,,,,,,case rate,,184.07,,,,,,,case rate,,186.83,,,,,,,case rate,,312.92,,,,,,,case rate,,184.07,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.269656,,,,,,,case rate,,96.269656,,,,,,,case rate,,96.269656,,,,,,,case rate,,96.269656,,,,,,,case rate,,96.269656,,,,,,,case rate,,96.269656,,,,,,,case rate,,96.269656,,,,,,,case rate,,96.269656,,,,,,,case rate,,96.269656,,,,,,,case rate,
Facility,"Inj, focinvez, 1mg",0761,APC,,,,,,,,Outpatient,,,,,1.484797,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.484797,,,,,,,case rate,,,,,,,,,,,2.839,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,case rate,,2.84,,,,,,,case rate,,2.78,,,,,,,case rate,,2.84,,,,,,,case rate,,2.88,,,,,,,case rate,,2.84,,,,,,,case rate,,2.7,,,,,,,case rate,,2.87,,,,,,,case rate,,2.84,,,,,,,case rate,,2.9,,,,,,,case rate,,2.84,,,,,,,case rate,,2.84,,,,,,,case rate,,2.84,,,,,,,case rate,,2.9,,,,,,,case rate,,2.98,,,,,,,case rate,,2.84,,,,,,,case rate,,2.84,,,,,,,case rate,,2.84,,,,,,,case rate,,2.84,,,,,,,case rate,,2.88,,,,,,,case rate,,4.83,,,,,,,case rate,,2.84,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.484797,,,,,,,case rate,,1.484797,,,,,,,case rate,,1.484797,,,,,,,case rate,,1.484797,,,,,,,case rate,,1.484797,,,,,,,case rate,,1.484797,,,,,,,case rate,,1.484797,,,,,,,case rate,,1.484797,,,,,,,case rate,,1.484797,,,,,,,case rate,
Facility,"Inj, nypozi, 1 mcg",0811,APC,,,,,,,,Outpatient,,,,,0.28765,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28765,,,,,,,case rate,,,,,,,,,,,0.55,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,case rate,,0.55,,,,,,,case rate,,0.54,,,,,,,case rate,,0.55,,,,,,,case rate,,0.56,,,,,,,case rate,,0.55,,,,,,,case rate,,0.52,,,,,,,case rate,,0.56,,,,,,,case rate,,0.55,,,,,,,case rate,,0.56,,,,,,,case rate,,0.55,,,,,,,case rate,,0.55,,,,,,,case rate,,0.55,,,,,,,case rate,,0.56,,,,,,,case rate,,0.58,,,,,,,case rate,,0.55,,,,,,,case rate,,0.55,,,,,,,case rate,,0.55,,,,,,,case rate,,0.55,,,,,,,case rate,,0.56,,,,,,,case rate,,0.94,,,,,,,case rate,,0.55,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28765,,,,,,,case rate,,0.28765,,,,,,,case rate,,0.28765,,,,,,,case rate,,0.28765,,,,,,,case rate,,0.28765,,,,,,,case rate,,0.28765,,,,,,,case rate,,0.28765,,,,,,,case rate,,0.28765,,,,,,,case rate,,0.28765,,,,,,,case rate,
Facility,"Inj, tremelimumab-actl, 1 mg",9110,APC,,,,,,,,Outpatient,,,,,73.689131,239.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.689131,,,,,,,case rate,,,,,,,,,,,140.897,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.71,,,,,,,case rate,,140.9,,,,,,,case rate,,138.08,,,,,,,case rate,,140.9,,,,,,,case rate,,143.01,,,,,,,case rate,,140.9,,,,,,,case rate,,133.85,,,,,,,case rate,,142.31,,,,,,,case rate,,140.9,,,,,,,case rate,,143.71,,,,,,,case rate,,140.9,,,,,,,case rate,,140.9,,,,,,,case rate,,140.9,,,,,,,case rate,,143.71,,,,,,,case rate,,147.94,,,,,,,case rate,,140.9,,,,,,,case rate,,140.9,,,,,,,case rate,,140.9,,,,,,,case rate,,140.9,,,,,,,case rate,,143.01,,,,,,,case rate,,239.52,,,,,,,case rate,,140.9,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.689131,,,,,,,case rate,,73.689131,,,,,,,case rate,,73.689131,,,,,,,case rate,,73.689131,,,,,,,case rate,,73.689131,,,,,,,case rate,,73.689131,,,,,,,case rate,,73.689131,,,,,,,case rate,,73.689131,,,,,,,case rate,,73.689131,,,,,,,case rate,
Facility,"Injection, Pertuzumab, 1 mg",1471,APC,,,,,,,,Outpatient,,,,,8.899891,28.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.899891,,,,,,,case rate,,,,,,,,,,,17.017,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.36,,,,,,,case rate,,17.02,,,,,,,case rate,,16.68,,,,,,,case rate,,17.02,,,,,,,case rate,,17.27,,,,,,,case rate,,17.02,,,,,,,case rate,,16.17,,,,,,,case rate,,17.19,,,,,,,case rate,,17.02,,,,,,,case rate,,17.36,,,,,,,case rate,,17.02,,,,,,,case rate,,17.02,,,,,,,case rate,,17.02,,,,,,,case rate,,17.36,,,,,,,case rate,,17.87,,,,,,,case rate,,17.02,,,,,,,case rate,,17.02,,,,,,,case rate,,17.02,,,,,,,case rate,,17.02,,,,,,,case rate,,17.27,,,,,,,case rate,,28.93,,,,,,,case rate,,17.02,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.899891,,,,,,,case rate,,8.899891,,,,,,,case rate,,8.899891,,,,,,,case rate,,8.899891,,,,,,,case rate,,8.899891,,,,,,,case rate,,8.899891,,,,,,,case rate,,8.899891,,,,,,,case rate,,8.899891,,,,,,,case rate,,8.899891,,,,,,,case rate,
