Facility,"Brachytx, non-stranded,C-131",2643,APC,,,,,,,,Outpatient,,,,,50.50088,164.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.50088,,,,,,,case rate,,,,,,,,,,,96.56,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.49,,,,,,,case rate,,96.56,,,,,,,case rate,,94.63,,,,,,,case rate,,96.56,,,,,,,case rate,,98.01,,,,,,,case rate,,96.56,,,,,,,case rate,,91.73,,,,,,,case rate,,97.53,,,,,,,case rate,,96.56,,,,,,,case rate,,98.49,,,,,,,case rate,,96.56,,,,,,,case rate,,96.56,,,,,,,case rate,,96.56,,,,,,,case rate,,98.49,,,,,,,case rate,,101.39,,,,,,,case rate,,96.56,,,,,,,case rate,,96.56,,,,,,,case rate,,96.56,,,,,,,case rate,,96.56,,,,,,,case rate,,98.01,,,,,,,case rate,,164.15,,,,,,,case rate,,96.56,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.50088,,,,,,,case rate,,50.50088,,,,,,,case rate,,50.50088,,,,,,,case rate,,50.50088,,,,,,,case rate,,50.50088,,,,,,,case rate,,50.50088,,,,,,,case rate,,50.50088,,,,,,,case rate,,50.50088,,,,,,,case rate,,50.50088,,,,,,,case rate,
Facility,"C-1 esterase, berinert",9269,APC,,,,,,,,Outpatient,,,,,39.674257,128.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.674257,,,,,,,case rate,,,,,,,,,,,75.859,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.38,,,,,,,case rate,,75.86,,,,,,,case rate,,74.34,,,,,,,case rate,,75.86,,,,,,,case rate,,77,,,,,,,case rate,,75.86,,,,,,,case rate,,72.07,,,,,,,case rate,,76.62,,,,,,,case rate,,75.86,,,,,,,case rate,,77.38,,,,,,,case rate,,75.86,,,,,,,case rate,,75.86,,,,,,,case rate,,75.86,,,,,,,case rate,,77.38,,,,,,,case rate,,79.65,,,,,,,case rate,,75.86,,,,,,,case rate,,75.86,,,,,,,case rate,,75.86,,,,,,,case rate,,75.86,,,,,,,case rate,,77,,,,,,,case rate,,128.96,,,,,,,case rate,,75.86,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.674257,,,,,,,case rate,,39.674257,,,,,,,case rate,,39.674257,,,,,,,case rate,,39.674257,,,,,,,case rate,,39.674257,,,,,,,case rate,,39.674257,,,,,,,case rate,,39.674257,,,,,,,case rate,,39.674257,,,,,,,case rate,,39.674257,,,,,,,case rate,
Facility,"Chloroprocaine opht gel, 1mg",9116,APC,,,,,,,,Outpatient,,,,,0.304909,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304909,,,,,,,case rate,,,,,,,,,,,0.583,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,case rate,,0.58,,,,,,,case rate,,0.57,,,,,,,case rate,,0.58,,,,,,,case rate,,0.59,,,,,,,case rate,,0.58,,,,,,,case rate,,0.55,,,,,,,case rate,,0.59,,,,,,,case rate,,0.58,,,,,,,case rate,,0.59,,,,,,,case rate,,0.58,,,,,,,case rate,,0.58,,,,,,,case rate,,0.58,,,,,,,case rate,,0.59,,,,,,,case rate,,0.61,,,,,,,case rate,,0.58,,,,,,,case rate,,0.58,,,,,,,case rate,,0.58,,,,,,,case rate,,0.58,,,,,,,case rate,,0.59,,,,,,,case rate,,0.99,,,,,,,case rate,,0.58,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304909,,,,,,,case rate,,0.304909,,,,,,,case rate,,0.304909,,,,,,,case rate,,0.304909,,,,,,,case rate,,0.304909,,,,,,,case rate,,0.304909,,,,,,,case rate,,0.304909,,,,,,,case rate,,0.304909,,,,,,,case rate,,0.304909,,,,,,,case rate,
Facility,"Epoetin alfa, non-esrd",1686,APC,,,,,,,,Outpatient,,,,,4.468512,14.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.468512,,,,,,,case rate,,,,,,,,,,,8.544,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.71,,,,,,,case rate,,8.54,,,,,,,case rate,,8.37,,,,,,,case rate,,8.54,,,,,,,case rate,,8.67,,,,,,,case rate,,8.54,,,,,,,case rate,,8.12,,,,,,,case rate,,8.63,,,,,,,case rate,,8.54,,,,,,,case rate,,8.71,,,,,,,case rate,,8.54,,,,,,,case rate,,8.54,,,,,,,case rate,,8.54,,,,,,,case rate,,8.71,,,,,,,case rate,,8.97,,,,,,,case rate,,8.54,,,,,,,case rate,,8.54,,,,,,,case rate,,8.54,,,,,,,case rate,,8.54,,,,,,,case rate,,8.67,,,,,,,case rate,,14.52,,,,,,,case rate,,8.54,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.468512,,,,,,,case rate,,4.468512,,,,,,,case rate,,4.468512,,,,,,,case rate,,4.468512,,,,,,,case rate,,4.468512,,,,,,,case rate,,4.468512,,,,,,,case rate,,4.468512,,,,,,,case rate,,4.468512,,,,,,,case rate,,4.468512,,,,,,,case rate,
Facility,"Hiv prep, inj, lenacapavir",0880,APC,,,,,,,,Outpatient,,,,,8.437559,27.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.437559,,,,,,,case rate,,,,,,,,,,,16.133,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.46,,,,,,,case rate,,16.13,,,,,,,case rate,,15.81,,,,,,,case rate,,16.13,,,,,,,case rate,,16.37,,,,,,,case rate,,16.13,,,,,,,case rate,,15.33,,,,,,,case rate,,16.29,,,,,,,case rate,,16.13,,,,,,,case rate,,16.46,,,,,,,case rate,,16.13,,,,,,,case rate,,16.13,,,,,,,case rate,,16.13,,,,,,,case rate,,16.46,,,,,,,case rate,,16.94,,,,,,,case rate,,16.13,,,,,,,case rate,,16.13,,,,,,,case rate,,16.13,,,,,,,case rate,,16.13,,,,,,,case rate,,16.37,,,,,,,case rate,,27.43,,,,,,,case rate,,16.13,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.437559,,,,,,,case rate,,8.437559,,,,,,,case rate,,8.437559,,,,,,,case rate,,8.437559,,,,,,,case rate,,8.437559,,,,,,,case rate,,8.437559,,,,,,,case rate,,8.437559,,,,,,,case rate,,8.437559,,,,,,,case rate,,8.437559,,,,,,,case rate,
Facility,"In111 ibritumomab, dx",0769,APC,,,,,,,,Outpatient,,,,,417.36446,1356.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.36446,,,,,,,case rate,,,,,,,,,,,798.02,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.98,,,,,,,case rate,,798.02,,,,,,,case rate,,782.06,,,,,,,case rate,,798.02,,,,,,,case rate,,809.99,,,,,,,case rate,,798.02,,,,,,,case rate,,758.12,,,,,,,case rate,,806,,,,,,,case rate,,798.02,,,,,,,case rate,,813.98,,,,,,,case rate,,798.02,,,,,,,case rate,,798.02,,,,,,,case rate,,798.02,,,,,,,case rate,,813.98,,,,,,,case rate,,837.92,,,,,,,case rate,,798.02,,,,,,,case rate,,798.02,,,,,,,case rate,,798.02,,,,,,,case rate,,798.02,,,,,,,case rate,,809.99,,,,,,,case rate,,1356.63,,,,,,,case rate,,798.02,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.36446,,,,,,,case rate,,417.36446,,,,,,,case rate,,417.36446,,,,,,,case rate,,417.36446,,,,,,,case rate,,417.36446,,,,,,,case rate,,417.36446,,,,,,,case rate,,417.36446,,,,,,,case rate,,417.36446,,,,,,,case rate,,417.36446,,,,,,,case rate,
Facility,"Inj, human-lans, per i.u",0702,APC,,,,,,,,Outpatient,,,,,0.808558,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.808558,,,,,,,case rate,,,,,,,,,,,1.546,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,,,,,,,case rate,,1.55,,,,,,,case rate,,1.52,,,,,,,case rate,,1.55,,,,,,,case rate,,1.57,,,,,,,case rate,,1.55,,,,,,,case rate,,1.47,,,,,,,case rate,,1.56,,,,,,,case rate,,1.55,,,,,,,case rate,,1.58,,,,,,,case rate,,1.55,,,,,,,case rate,,1.55,,,,,,,case rate,,1.55,,,,,,,case rate,,1.58,,,,,,,case rate,,1.62,,,,,,,case rate,,1.55,,,,,,,case rate,,1.55,,,,,,,case rate,,1.55,,,,,,,case rate,,1.55,,,,,,,case rate,,1.57,,,,,,,case rate,,2.63,,,,,,,case rate,,1.55,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.808558,,,,,,,case rate,,0.808558,,,,,,,case rate,,0.808558,,,,,,,case rate,,0.808558,,,,,,,case rate,,0.808558,,,,,,,case rate,,0.808558,,,,,,,case rate,,0.808558,,,,,,,case rate,,0.808558,,,,,,,case rate,,0.808558,,,,,,,case rate,
Facility,"Inj, zolbetuximab-clzb, 2 mg",0747,APC,,,,,,,,Outpatient,,,,,17.629807,57.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.629807,,,,,,,case rate,,,,,,,,,,,33.709,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.38,,,,,,,case rate,,33.71,,,,,,,case rate,,33.03,,,,,,,case rate,,33.71,,,,,,,case rate,,34.21,,,,,,,case rate,,33.71,,,,,,,case rate,,32.02,,,,,,,case rate,,34.05,,,,,,,case rate,,33.71,,,,,,,case rate,,34.38,,,,,,,case rate,,33.71,,,,,,,case rate,,33.71,,,,,,,case rate,,33.71,,,,,,,case rate,,34.38,,,,,,,case rate,,35.39,,,,,,,case rate,,33.71,,,,,,,case rate,,33.71,,,,,,,case rate,,33.71,,,,,,,case rate,,33.71,,,,,,,case rate,,34.21,,,,,,,case rate,,57.31,,,,,,,case rate,,33.71,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.629807,,,,,,,case rate,,17.629807,,,,,,,case rate,,17.629807,,,,,,,case rate,,17.629807,,,,,,,case rate,,17.629807,,,,,,,case rate,,17.629807,,,,,,,case rate,,17.629807,,,,,,,case rate,,17.629807,,,,,,,case rate,,17.629807,,,,,,,case rate,
Facility,"Injection, belinostat, 10mg",1658,APC,,,,,,,,Outpatient,,,,,27.443902,89.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.443902,,,,,,,case rate,,,,,,,,,,,52.474,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52,,,,,,,case rate,,52.47,,,,,,,case rate,,51.42,,,,,,,case rate,,52.47,,,,,,,case rate,,53.26,,,,,,,case rate,,52.47,,,,,,,case rate,,49.85,,,,,,,case rate,,53,,,,,,,case rate,,52.47,,,,,,,case rate,,53.52,,,,,,,case rate,,52.47,,,,,,,case rate,,52.47,,,,,,,case rate,,52.47,,,,,,,case rate,,53.52,,,,,,,case rate,,55.1,,,,,,,case rate,,52.47,,,,,,,case rate,,52.47,,,,,,,case rate,,52.47,,,,,,,case rate,,52.47,,,,,,,case rate,,53.26,,,,,,,case rate,,89.21,,,,,,,case rate,,52.47,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.443902,,,,,,,case rate,,27.443902,,,,,,,case rate,,27.443902,,,,,,,case rate,,27.443902,,,,,,,case rate,,27.443902,,,,,,,case rate,,27.443902,,,,,,,case rate,,27.443902,,,,,,,case rate,,27.443902,,,,,,,case rate,,27.443902,,,,,,,case rate,
Facility,"Instill adstiladrin, tx dose",0717,APC,,,,,,,,Outpatient,,,,,33128.01349,107681.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33128.01349,,,,,,,case rate,,,,,,,,,,,63342.282,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64609.13,,,,,,,case rate,,63342.28,,,,,,,case rate,,62075.44,,,,,,,case rate,,63342.28,,,,,,,case rate,,64292.42,,,,,,,case rate,,63342.28,,,,,,,case rate,,60175.17,,,,,,,case rate,,63975.7,,,,,,,case rate,,63342.28,,,,,,,case rate,,64609.13,,,,,,,case rate,,63342.28,,,,,,,case rate,,63342.28,,,,,,,case rate,,63342.28,,,,,,,case rate,,64609.13,,,,,,,case rate,,66509.4,,,,,,,case rate,,63342.28,,,,,,,case rate,,63342.28,,,,,,,case rate,,63342.28,,,,,,,case rate,,63342.28,,,,,,,case rate,,64292.42,,,,,,,case rate,,107681.88,,,,,,,case rate,,63342.28,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33128.01349,,,,,,,case rate,,33128.01349,,,,,,,case rate,,33128.01349,,,,,,,case rate,,33128.01349,,,,,,,case rate,,33128.01349,,,,,,,case rate,,33128.01349,,,,,,,case rate,,33128.01349,,,,,,,case rate,,33128.01349,,,,,,,case rate,,33128.01349,,,,,,,case rate,
