Facility,"Afamelanotide implant, 1 mg",9396,APC,,,,,,,,Outpatient,,,,,1539.409183,5003.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.409183,,,,,,,case rate,,,,,,,,,,,2943.421,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002.29,,,,,,,case rate,,2943.42,,,,,,,case rate,,2884.55,,,,,,,case rate,,2943.42,,,,,,,case rate,,2987.57,,,,,,,case rate,,2943.42,,,,,,,case rate,,2796.25,,,,,,,case rate,,2972.86,,,,,,,case rate,,2943.42,,,,,,,case rate,,3002.29,,,,,,,case rate,,2943.42,,,,,,,case rate,,2943.42,,,,,,,case rate,,2943.42,,,,,,,case rate,,3002.29,,,,,,,case rate,,3090.59,,,,,,,case rate,,2943.42,,,,,,,case rate,,2943.42,,,,,,,case rate,,2943.42,,,,,,,case rate,,2943.42,,,,,,,case rate,,2987.57,,,,,,,case rate,,5003.82,,,,,,,case rate,,2943.42,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.409183,,,,,,,case rate,,1539.409183,,,,,,,case rate,,1539.409183,,,,,,,case rate,,1539.409183,,,,,,,case rate,,1539.409183,,,,,,,case rate,,1539.409183,,,,,,,case rate,,1539.409183,,,,,,,case rate,,1539.409183,,,,,,,case rate,,1539.409183,,,,,,,case rate,
Facility,"Brachytx, stranded, C-131",2642,APC,,,,,,,,Outpatient,,,,,56.41078,183.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.41078,,,,,,,case rate,,,,,,,,,,,107.86,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.02,,,,,,,case rate,,107.86,,,,,,,case rate,,105.7,,,,,,,case rate,,107.86,,,,,,,case rate,,109.48,,,,,,,case rate,,107.86,,,,,,,case rate,,102.47,,,,,,,case rate,,108.94,,,,,,,case rate,,107.86,,,,,,,case rate,,110.02,,,,,,,case rate,,107.86,,,,,,,case rate,,107.86,,,,,,,case rate,,107.86,,,,,,,case rate,,110.02,,,,,,,case rate,,113.25,,,,,,,case rate,,107.86,,,,,,,case rate,,107.86,,,,,,,case rate,,107.86,,,,,,,case rate,,107.86,,,,,,,case rate,,109.48,,,,,,,case rate,,183.36,,,,,,,case rate,,107.86,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.41078,,,,,,,case rate,,56.41078,,,,,,,case rate,,56.41078,,,,,,,case rate,,56.41078,,,,,,,case rate,,56.41078,,,,,,,case rate,,56.41078,,,,,,,case rate,,56.41078,,,,,,,case rate,,56.41078,,,,,,,case rate,,56.41078,,,,,,,case rate,
Facility,"Brachytx, stranded, P-103",2640,APC,,,,,,,,Outpatient,,,,,36.44787,118.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.44787,,,,,,,case rate,,,,,,,,,,,69.69,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.08,,,,,,,case rate,,69.69,,,,,,,case rate,,68.3,,,,,,,case rate,,69.69,,,,,,,case rate,,70.74,,,,,,,case rate,,69.69,,,,,,,case rate,,66.21,,,,,,,case rate,,70.39,,,,,,,case rate,,69.69,,,,,,,case rate,,71.08,,,,,,,case rate,,69.69,,,,,,,case rate,,69.69,,,,,,,case rate,,69.69,,,,,,,case rate,,71.08,,,,,,,case rate,,73.17,,,,,,,case rate,,69.69,,,,,,,case rate,,69.69,,,,,,,case rate,,69.69,,,,,,,case rate,,69.69,,,,,,,case rate,,70.74,,,,,,,case rate,,118.47,,,,,,,case rate,,69.69,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.44787,,,,,,,case rate,,36.44787,,,,,,,case rate,,36.44787,,,,,,,case rate,,36.44787,,,,,,,case rate,,36.44787,,,,,,,case rate,,36.44787,,,,,,,case rate,,36.44787,,,,,,,case rate,,36.44787,,,,,,,case rate,,36.44787,,,,,,,case rate,
Facility,"Flurpiridaz f18, diag, 1 mci",2065,APC,,,,,,,,Outpatient,,,,,277.19,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.19,,,,,,,case rate,,,,,,,,,,,530,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.6,,,,,,,case rate,,530,,,,,,,case rate,,519.4,,,,,,,case rate,,530,,,,,,,case rate,,537.95,,,,,,,case rate,,530,,,,,,,case rate,,503.5,,,,,,,case rate,,535.3,,,,,,,case rate,,530,,,,,,,case rate,,540.6,,,,,,,case rate,,530,,,,,,,case rate,,530,,,,,,,case rate,,530,,,,,,,case rate,,540.6,,,,,,,case rate,,556.5,,,,,,,case rate,,530,,,,,,,case rate,,530,,,,,,,case rate,,530,,,,,,,case rate,,530,,,,,,,case rate,,537.95,,,,,,,case rate,,901,,,,,,,case rate,,530,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.19,,,,,,,case rate,,277.19,,,,,,,case rate,,277.19,,,,,,,case rate,,277.19,,,,,,,case rate,,277.19,,,,,,,case rate,,277.19,,,,,,,case rate,,277.19,,,,,,,case rate,,277.19,,,,,,,case rate,,277.19,,,,,,,case rate,
Facility,"Inj, clevidepine, 1 mg",9087,APC,,,,,,,,Outpatient,,,,,1.489504,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.489504,,,,,,,case rate,,,,,,,,,,,2.848,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,case rate,,2.85,,,,,,,case rate,,2.79,,,,,,,case rate,,2.85,,,,,,,case rate,,2.89,,,,,,,case rate,,2.85,,,,,,,case rate,,2.71,,,,,,,case rate,,2.88,,,,,,,case rate,,2.85,,,,,,,case rate,,2.9,,,,,,,case rate,,2.85,,,,,,,case rate,,2.85,,,,,,,case rate,,2.85,,,,,,,case rate,,2.9,,,,,,,case rate,,2.99,,,,,,,case rate,,2.85,,,,,,,case rate,,2.85,,,,,,,case rate,,2.85,,,,,,,case rate,,2.85,,,,,,,case rate,,2.89,,,,,,,case rate,,4.84,,,,,,,case rate,,2.85,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.489504,,,,,,,case rate,,1.489504,,,,,,,case rate,,1.489504,,,,,,,case rate,,1.489504,,,,,,,case rate,,1.489504,,,,,,,case rate,,1.489504,,,,,,,case rate,,1.489504,,,,,,,case rate,,1.489504,,,,,,,case rate,,1.489504,,,,,,,case rate,
Facility,"Inj, durolane 1 mg",9174,APC,,,,,,,,Outpatient,,,,,3.542279,11.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.542279,,,,,,,case rate,,,,,,,,,,,6.773,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91,,,,,,,case rate,,6.77,,,,,,,case rate,,6.64,,,,,,,case rate,,6.77,,,,,,,case rate,,6.87,,,,,,,case rate,,6.77,,,,,,,case rate,,6.43,,,,,,,case rate,,6.84,,,,,,,case rate,,6.77,,,,,,,case rate,,6.91,,,,,,,case rate,,6.77,,,,,,,case rate,,6.77,,,,,,,case rate,,6.77,,,,,,,case rate,,6.91,,,,,,,case rate,,7.11,,,,,,,case rate,,6.77,,,,,,,case rate,,6.77,,,,,,,case rate,,6.77,,,,,,,case rate,,6.77,,,,,,,case rate,,6.87,,,,,,,case rate,,11.51,,,,,,,case rate,,6.77,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.542279,,,,,,,case rate,,3.542279,,,,,,,case rate,,3.542279,,,,,,,case rate,,3.542279,,,,,,,case rate,,3.542279,,,,,,,case rate,,3.542279,,,,,,,case rate,,3.542279,,,,,,,case rate,,3.542279,,,,,,,case rate,,3.542279,,,,,,,case rate,
Facility,"Inj, fulvestrant (teva)",9102,APC,,,,,,,,Outpatient,,,,,24.16783,78.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.16783,,,,,,,case rate,,,,,,,,,,,46.21,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.13,,,,,,,case rate,,46.21,,,,,,,case rate,,45.29,,,,,,,case rate,,46.21,,,,,,,case rate,,46.9,,,,,,,case rate,,46.21,,,,,,,case rate,,43.9,,,,,,,case rate,,46.67,,,,,,,case rate,,46.21,,,,,,,case rate,,47.13,,,,,,,case rate,,46.21,,,,,,,case rate,,46.21,,,,,,,case rate,,46.21,,,,,,,case rate,,47.13,,,,,,,case rate,,48.52,,,,,,,case rate,,46.21,,,,,,,case rate,,46.21,,,,,,,case rate,,46.21,,,,,,,case rate,,46.21,,,,,,,case rate,,46.9,,,,,,,case rate,,78.56,,,,,,,case rate,,46.21,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.16783,,,,,,,case rate,,24.16783,,,,,,,case rate,,24.16783,,,,,,,case rate,,24.16783,,,,,,,case rate,,24.16783,,,,,,,case rate,,24.16783,,,,,,,case rate,,24.16783,,,,,,,case rate,,24.16783,,,,,,,case rate,,24.16783,,,,,,,case rate,
Facility,"Inj, hemgenix, per tx dose",9138,APC,,,,,,,,Outpatient,,,,,1927394.467,6264953.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927394.467,,,,,,,case rate,,,,,,,,,,,3685266.667,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3758972,,,,,,,case rate,,3685266.67,,,,,,,case rate,,3611561.33,,,,,,,case rate,,3685266.67,,,,,,,case rate,,3740545.67,,,,,,,case rate,,3685266.67,,,,,,,case rate,,3501003.33,,,,,,,case rate,,3722119.33,,,,,,,case rate,,3685266.67,,,,,,,case rate,,3758972,,,,,,,case rate,,3685266.67,,,,,,,case rate,,3685266.67,,,,,,,case rate,,3685266.67,,,,,,,case rate,,3758972,,,,,,,case rate,,3869530,,,,,,,case rate,,3685266.67,,,,,,,case rate,,3685266.67,,,,,,,case rate,,3685266.67,,,,,,,case rate,,3685266.67,,,,,,,case rate,,3740545.67,,,,,,,case rate,,6264953.33,,,,,,,case rate,,3685266.67,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927394.467,,,,,,,case rate,,1927394.467,,,,,,,case rate,,1927394.467,,,,,,,case rate,,1927394.467,,,,,,,case rate,,1927394.467,,,,,,,case rate,,1927394.467,,,,,,,case rate,,1927394.467,,,,,,,case rate,,1927394.467,,,,,,,case rate,,1927394.467,,,,,,,case rate,
Facility,"Inj, levothyroxine, freskabi",0734,APC,,,,,,,,Outpatient,,,,,3.571567,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.571567,,,,,,,case rate,,,,,,,,,,,6.829,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.97,,,,,,,case rate,,6.83,,,,,,,case rate,,6.69,,,,,,,case rate,,6.83,,,,,,,case rate,,6.93,,,,,,,case rate,,6.83,,,,,,,case rate,,6.49,,,,,,,case rate,,6.9,,,,,,,case rate,,6.83,,,,,,,case rate,,6.97,,,,,,,case rate,,6.83,,,,,,,case rate,,6.83,,,,,,,case rate,,6.83,,,,,,,case rate,,6.97,,,,,,,case rate,,7.17,,,,,,,case rate,,6.83,,,,,,,case rate,,6.83,,,,,,,case rate,,6.83,,,,,,,case rate,,6.83,,,,,,,case rate,,6.93,,,,,,,case rate,,11.61,,,,,,,case rate,,6.83,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.571567,,,,,,,case rate,,3.571567,,,,,,,case rate,,3.571567,,,,,,,case rate,,3.571567,,,,,,,case rate,,3.571567,,,,,,,case rate,,3.571567,,,,,,,case rate,,3.571567,,,,,,,case rate,,3.571567,,,,,,,case rate,,3.571567,,,,,,,case rate,
Facility,"Inj, nusinersen, 0.1mg",9489,APC,,,,,,,,Outpatient,,,,,669.571273,2176.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.571273,,,,,,,case rate,,,,,,,,,,,1280.251,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.86,,,,,,,case rate,,1280.25,,,,,,,case rate,,1254.65,,,,,,,case rate,,1280.25,,,,,,,case rate,,1299.45,,,,,,,case rate,,1280.25,,,,,,,case rate,,1216.24,,,,,,,case rate,,1293.05,,,,,,,case rate,,1280.25,,,,,,,case rate,,1305.86,,,,,,,case rate,,1280.25,,,,,,,case rate,,1280.25,,,,,,,case rate,,1280.25,,,,,,,case rate,,1305.86,,,,,,,case rate,,1344.26,,,,,,,case rate,,1280.25,,,,,,,case rate,,1280.25,,,,,,,case rate,,1280.25,,,,,,,case rate,,1280.25,,,,,,,case rate,,1299.45,,,,,,,case rate,,2176.43,,,,,,,case rate,,1280.25,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.571273,,,,,,,case rate,,669.571273,,,,,,,case rate,,669.571273,,,,,,,case rate,,669.571273,,,,,,,case rate,,669.571273,,,,,,,case rate,,669.571273,,,,,,,case rate,,669.571273,,,,,,,case rate,,669.571273,,,,,,,case rate,,669.571273,,,,,,,case rate,
