Facility,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",7703,APR-DRG,,,,,,,,inpatient,,,,,4715.625,4715.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4715.625,,,18135.4,4670.04,4728.592,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4715.625,,,18135.4,4670.04,4728.592,1 through 10,case rate,,4715.625,,,18135.4,4670.04,4728.592,1 through 10,case rate,,4715.625,,,18135.4,4670.04,4728.592,1 through 10,case rate,,4715.625,,,18135.4,4670.04,4728.592,1 through 10,case rate,,4715.625,,,18135.4,4670.04,4728.592,1 through 10,case rate,,4715.625,,,18135.4,4670.04,4728.592,1 through 10,case rate,,4715.625,,,18135.4,4670.04,4728.592,1 through 10,case rate,,4715.625,,,18135.4,4670.04,4728.592,1 through 10,case rate,,4715.625,,,18135.4,4670.04,4728.592,1 through 10,case rate,
Facility,"Frozen plasma, pooled, sd",9509,APC,,,,,,,,Outpatient,,,,,32.58813,105.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.58813,,,,,,,case rate,,,,,,,,,,,62.31,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.56,,,,,,,case rate,,62.31,,,,,,,case rate,,61.06,,,,,,,case rate,,62.31,,,,,,,case rate,,63.24,,,,,,,case rate,,62.31,,,,,,,case rate,,59.19,,,,,,,case rate,,62.93,,,,,,,case rate,,62.31,,,,,,,case rate,,63.56,,,,,,,case rate,,62.31,,,,,,,case rate,,62.31,,,,,,,case rate,,62.31,,,,,,,case rate,,63.56,,,,,,,case rate,,65.43,,,,,,,case rate,,62.31,,,,,,,case rate,,62.31,,,,,,,case rate,,62.31,,,,,,,case rate,,62.31,,,,,,,case rate,,63.24,,,,,,,case rate,,105.93,,,,,,,case rate,,62.31,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.58813,,,,,,,case rate,,32.58813,,,,,,,case rate,,32.58813,,,,,,,case rate,,32.58813,,,,,,,case rate,,32.58813,,,,,,,case rate,,32.58813,,,,,,,case rate,,32.58813,,,,,,,case rate,,32.58813,,,,,,,case rate,,32.58813,,,,,,,case rate,
Facility,"Hepagam b intravenous, inj",1138,APC,,,,,,,,Outpatient,,,,,34.853243,113.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.853243,,,,,,,case rate,,,,,,,,,,,66.641,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.97,,,,,,,case rate,,66.64,,,,,,,case rate,,65.31,,,,,,,case rate,,66.64,,,,,,,case rate,,67.64,,,,,,,case rate,,66.64,,,,,,,case rate,,63.31,,,,,,,case rate,,67.31,,,,,,,case rate,,66.64,,,,,,,case rate,,67.97,,,,,,,case rate,,66.64,,,,,,,case rate,,66.64,,,,,,,case rate,,66.64,,,,,,,case rate,,67.97,,,,,,,case rate,,69.97,,,,,,,case rate,,66.64,,,,,,,case rate,,66.64,,,,,,,case rate,,66.64,,,,,,,case rate,,66.64,,,,,,,case rate,,67.64,,,,,,,case rate,,113.29,,,,,,,case rate,,66.64,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.853243,,,,,,,case rate,,34.853243,,,,,,,case rate,,34.853243,,,,,,,case rate,,34.853243,,,,,,,case rate,,34.853243,,,,,,,case rate,,34.853243,,,,,,,case rate,,34.853243,,,,,,,case rate,,34.853243,,,,,,,case rate,,34.853243,,,,,,,case rate,
Facility,"Hiv prep, oral lenacapavir",0881,APC,,,,,,,,Outpatient,,,,,234.84269,763.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.84269,,,,,,,case rate,,,,,,,,,,,449.03,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.01,,,,,,,case rate,,449.03,,,,,,,case rate,,440.05,,,,,,,case rate,,449.03,,,,,,,case rate,,455.77,,,,,,,case rate,,449.03,,,,,,,case rate,,426.58,,,,,,,case rate,,453.52,,,,,,,case rate,,449.03,,,,,,,case rate,,458.01,,,,,,,case rate,,449.03,,,,,,,case rate,,449.03,,,,,,,case rate,,449.03,,,,,,,case rate,,458.01,,,,,,,case rate,,471.48,,,,,,,case rate,,449.03,,,,,,,case rate,,449.03,,,,,,,case rate,,449.03,,,,,,,case rate,,449.03,,,,,,,case rate,,455.77,,,,,,,case rate,,763.35,,,,,,,case rate,,449.03,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.84269,,,,,,,case rate,,234.84269,,,,,,,case rate,,234.84269,,,,,,,case rate,,234.84269,,,,,,,case rate,,234.84269,,,,,,,case rate,,234.84269,,,,,,,case rate,,234.84269,,,,,,,case rate,,234.84269,,,,,,,case rate,,234.84269,,,,,,,case rate,
Facility,"Inj adalimumab-fkjp, 1 mg",0826,APC,,,,,,,,Outpatient,,,,,6.895232,22.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.895232,,,,,,,case rate,,,,,,,,,,,13.184,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.45,,,,,,,case rate,,13.18,,,,,,,case rate,,12.92,,,,,,,case rate,,13.18,,,,,,,case rate,,13.38,,,,,,,case rate,,13.18,,,,,,,case rate,,12.52,,,,,,,case rate,,13.32,,,,,,,case rate,,13.18,,,,,,,case rate,,13.45,,,,,,,case rate,,13.18,,,,,,,case rate,,13.18,,,,,,,case rate,,13.18,,,,,,,case rate,,13.45,,,,,,,case rate,,13.84,,,,,,,case rate,,13.18,,,,,,,case rate,,13.18,,,,,,,case rate,,13.18,,,,,,,case rate,,13.18,,,,,,,case rate,,13.38,,,,,,,case rate,,22.41,,,,,,,case rate,,13.18,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.895232,,,,,,,case rate,,6.895232,,,,,,,case rate,,6.895232,,,,,,,case rate,,6.895232,,,,,,,case rate,,6.895232,,,,,,,case rate,,6.895232,,,,,,,case rate,,6.895232,,,,,,,case rate,,6.895232,,,,,,,case rate,,6.895232,,,,,,,case rate,
Facility,"Inj andexxa, 10 mg",9198,APC,,,,,,,,Outpatient,,,,,68.709125,223.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.709125,,,,,,,case rate,,,,,,,,,,,131.375,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,case rate,,131.38,,,,,,,case rate,,128.75,,,,,,,case rate,,131.38,,,,,,,case rate,,133.35,,,,,,,case rate,,131.38,,,,,,,case rate,,124.81,,,,,,,case rate,,132.69,,,,,,,case rate,,131.38,,,,,,,case rate,,134,,,,,,,case rate,,131.38,,,,,,,case rate,,131.38,,,,,,,case rate,,131.38,,,,,,,case rate,,134,,,,,,,case rate,,137.94,,,,,,,case rate,,131.38,,,,,,,case rate,,131.38,,,,,,,case rate,,131.38,,,,,,,case rate,,131.38,,,,,,,case rate,,133.35,,,,,,,case rate,,223.34,,,,,,,case rate,,131.38,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.709125,,,,,,,case rate,,68.709125,,,,,,,case rate,,68.709125,,,,,,,case rate,,68.709125,,,,,,,case rate,,68.709125,,,,,,,case rate,,68.709125,,,,,,,case rate,,68.709125,,,,,,,case rate,,68.709125,,,,,,,case rate,,68.709125,,,,,,,case rate,
Facility,"Inj, bupivacaine liposome",0763,APC,,,,,,,,Outpatient,,,,,0.76881,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76881,,,,,,,case rate,,,,,,,,,,,1.47,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,case rate,,1.47,,,,,,,case rate,,1.44,,,,,,,case rate,,1.47,,,,,,,case rate,,1.49,,,,,,,case rate,,1.47,,,,,,,case rate,,1.4,,,,,,,case rate,,1.48,,,,,,,case rate,,1.47,,,,,,,case rate,,1.5,,,,,,,case rate,,1.47,,,,,,,case rate,,1.47,,,,,,,case rate,,1.47,,,,,,,case rate,,1.5,,,,,,,case rate,,1.54,,,,,,,case rate,,1.47,,,,,,,case rate,,1.47,,,,,,,case rate,,1.47,,,,,,,case rate,,1.47,,,,,,,case rate,,1.49,,,,,,,case rate,,2.5,,,,,,,case rate,,1.47,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76881,,,,,,,case rate,,0.76881,,,,,,,case rate,,0.76881,,,,,,,case rate,,0.76881,,,,,,,case rate,,0.76881,,,,,,,case rate,,0.76881,,,,,,,case rate,,0.76881,,,,,,,case rate,,0.76881,,,,,,,case rate,,0.76881,,,,,,,case rate,
Facility,"Inj, invega sustenna, 1 mg",9255,APC,,,,,,,,Outpatient,,,,,7.903053,25.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.903053,,,,,,,case rate,,,,,,,,,,,15.111,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.41,,,,,,,case rate,,15.11,,,,,,,case rate,,14.81,,,,,,,case rate,,15.11,,,,,,,case rate,,15.34,,,,,,,case rate,,15.11,,,,,,,case rate,,14.36,,,,,,,case rate,,15.26,,,,,,,case rate,,15.11,,,,,,,case rate,,15.41,,,,,,,case rate,,15.11,,,,,,,case rate,,15.11,,,,,,,case rate,,15.11,,,,,,,case rate,,15.41,,,,,,,case rate,,15.87,,,,,,,case rate,,15.11,,,,,,,case rate,,15.11,,,,,,,case rate,,15.11,,,,,,,case rate,,15.11,,,,,,,case rate,,15.34,,,,,,,case rate,,25.69,,,,,,,case rate,,15.11,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.903053,,,,,,,case rate,,7.903053,,,,,,,case rate,,7.903053,,,,,,,case rate,,7.903053,,,,,,,case rate,,7.903053,,,,,,,case rate,,7.903053,,,,,,,case rate,,7.903053,,,,,,,case rate,,7.903053,,,,,,,case rate,,7.903053,,,,,,,case rate,
Facility,"Inj, kovaltry, 1 i.u.",9075,APC,,,,,,,,Outpatient,,,,,0.819018,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.819018,,,,,,,case rate,,,,,,,,,,,1.566,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,case rate,,1.57,,,,,,,case rate,,1.53,,,,,,,case rate,,1.57,,,,,,,case rate,,1.59,,,,,,,case rate,,1.57,,,,,,,case rate,,1.49,,,,,,,case rate,,1.58,,,,,,,case rate,,1.57,,,,,,,case rate,,1.6,,,,,,,case rate,,1.57,,,,,,,case rate,,1.57,,,,,,,case rate,,1.57,,,,,,,case rate,,1.6,,,,,,,case rate,,1.64,,,,,,,case rate,,1.57,,,,,,,case rate,,1.57,,,,,,,case rate,,1.57,,,,,,,case rate,,1.57,,,,,,,case rate,,1.59,,,,,,,case rate,,2.66,,,,,,,case rate,,1.57,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.819018,,,,,,,case rate,,0.819018,,,,,,,case rate,,0.819018,,,,,,,case rate,,0.819018,,,,,,,case rate,,0.819018,,,,,,,case rate,,0.819018,,,,,,,case rate,,0.819018,,,,,,,case rate,,0.819018,,,,,,,case rate,,0.819018,,,,,,,case rate,
Facility,"Inj, ziv-aflibercept, 1mg",9296,APC,,,,,,,,Outpatient,,,,,4.12124,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12124,,,,,,,case rate,,,,,,,,,,,7.88,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04,,,,,,,case rate,,7.88,,,,,,,case rate,,7.72,,,,,,,case rate,,7.88,,,,,,,case rate,,8,,,,,,,case rate,,7.88,,,,,,,case rate,,7.49,,,,,,,case rate,,7.96,,,,,,,case rate,,7.88,,,,,,,case rate,,8.04,,,,,,,case rate,,7.88,,,,,,,case rate,,7.88,,,,,,,case rate,,7.88,,,,,,,case rate,,8.04,,,,,,,case rate,,8.27,,,,,,,case rate,,7.88,,,,,,,case rate,,7.88,,,,,,,case rate,,7.88,,,,,,,case rate,,7.88,,,,,,,case rate,,8,,,,,,,case rate,,13.4,,,,,,,case rate,,7.88,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12124,,,,,,,case rate,,4.12124,,,,,,,case rate,,4.12124,,,,,,,case rate,,4.12124,,,,,,,case rate,,4.12124,,,,,,,case rate,,4.12124,,,,,,,case rate,,4.12124,,,,,,,case rate,,4.12124,,,,,,,case rate,,4.12124,,,,,,,case rate,
