Facility,"Albumin (human), 25%, 20 ml",0964,APC,,,,,,,,Outpatient,,,,,11.103813,36.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.103813,,,,,,,case rate,,,,,,,,,,,21.231,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.66,,,,,,,case rate,,21.23,,,,,,,case rate,,20.81,,,,,,,case rate,,21.23,,,,,,,case rate,,21.55,,,,,,,case rate,,21.23,,,,,,,case rate,,20.17,,,,,,,case rate,,21.44,,,,,,,case rate,,21.23,,,,,,,case rate,,21.66,,,,,,,case rate,,21.23,,,,,,,case rate,,21.23,,,,,,,case rate,,21.23,,,,,,,case rate,,21.66,,,,,,,case rate,,22.29,,,,,,,case rate,,21.23,,,,,,,case rate,,21.23,,,,,,,case rate,,21.23,,,,,,,case rate,,21.23,,,,,,,case rate,,21.55,,,,,,,case rate,,36.09,,,,,,,case rate,,21.23,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.103813,,,,,,,case rate,,11.103813,,,,,,,case rate,,11.103813,,,,,,,case rate,,11.103813,,,,,,,case rate,,11.103813,,,,,,,case rate,,11.103813,,,,,,,case rate,,11.103813,,,,,,,case rate,,11.103813,,,,,,,case rate,,11.103813,,,,,,,case rate,
Facility,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",7704,APR-DRG,,,,,,,,inpatient,,,,,12997.5,12997.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12997.5,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12997.5,,,,,,0,case rate,Zero cases in previous 12 months,12997.5,,,,,,0,case rate,Zero cases in previous 12 months,12997.5,,,,,,0,case rate,Zero cases in previous 12 months,12997.5,,,,,,0,case rate,Zero cases in previous 12 months,12997.5,,,,,,0,case rate,Zero cases in previous 12 months,12997.5,,,,,,0,case rate,Zero cases in previous 12 months,12997.5,,,,,,0,case rate,Zero cases in previous 12 months,12997.5,,,,,,0,case rate,Zero cases in previous 12 months,12997.5,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"Inj, denosumab-bnht, 1 mg",0892,APC,,,,,,,,Outpatient,,,,,15.021606,48.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.021606,,,,,,,case rate,,,,,,,,,,,28.722,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,,,,,,,case rate,,28.72,,,,,,,case rate,,28.15,,,,,,,case rate,,28.72,,,,,,,case rate,,29.15,,,,,,,case rate,,28.72,,,,,,,case rate,,27.29,,,,,,,case rate,,29.01,,,,,,,case rate,,28.72,,,,,,,case rate,,29.3,,,,,,,case rate,,28.72,,,,,,,case rate,,28.72,,,,,,,case rate,,28.72,,,,,,,case rate,,29.3,,,,,,,case rate,,30.16,,,,,,,case rate,,28.72,,,,,,,case rate,,28.72,,,,,,,case rate,,28.72,,,,,,,case rate,,28.72,,,,,,,case rate,,29.15,,,,,,,case rate,,48.83,,,,,,,case rate,,28.72,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.021606,,,,,,,case rate,,15.021606,,,,,,,case rate,,15.021606,,,,,,,case rate,,15.021606,,,,,,,case rate,,15.021606,,,,,,,case rate,,15.021606,,,,,,,case rate,,15.021606,,,,,,,case rate,,15.021606,,,,,,,case rate,,15.021606,,,,,,,case rate,
Facility,"Inj, exagamglogene autotem",0824,APC,,,,,,,,Outpatient,,,,,1219636,3964400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219636,,,,,,,case rate,,,,,,,,,,,2332000,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378640,,,,,,,case rate,,2332000,,,,,,,case rate,,2285360,,,,,,,case rate,,2332000,,,,,,,case rate,,2366980,,,,,,,case rate,,2332000,,,,,,,case rate,,2215400,,,,,,,case rate,,2355320,,,,,,,case rate,,2332000,,,,,,,case rate,,2378640,,,,,,,case rate,,2332000,,,,,,,case rate,,2332000,,,,,,,case rate,,2332000,,,,,,,case rate,,2378640,,,,,,,case rate,,2448600,,,,,,,case rate,,2332000,,,,,,,case rate,,2332000,,,,,,,case rate,,2332000,,,,,,,case rate,,2332000,,,,,,,case rate,,2366980,,,,,,,case rate,,3964400,,,,,,,case rate,,2332000,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219636,,,,,,,case rate,,1219636,,,,,,,case rate,,1219636,,,,,,,case rate,,1219636,,,,,,,case rate,,1219636,,,,,,,case rate,,1219636,,,,,,,case rate,,1219636,,,,,,,case rate,,1219636,,,,,,,case rate,,1219636,,,,,,,case rate,
Facility,"Inj, fosaprepitant (teva)",9166,APC,,,,,,,,Outpatient,,,,,0.53869,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53869,,,,,,,case rate,,,,,,,,,,,1.03,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,case rate,,1.03,,,,,,,case rate,,1.01,,,,,,,case rate,,1.03,,,,,,,case rate,,1.05,,,,,,,case rate,,1.03,,,,,,,case rate,,0.98,,,,,,,case rate,,1.04,,,,,,,case rate,,1.03,,,,,,,case rate,,1.05,,,,,,,case rate,,1.03,,,,,,,case rate,,1.03,,,,,,,case rate,,1.03,,,,,,,case rate,,1.05,,,,,,,case rate,,1.08,,,,,,,case rate,,1.03,,,,,,,case rate,,1.03,,,,,,,case rate,,1.03,,,,,,,case rate,,1.03,,,,,,,case rate,,1.05,,,,,,,case rate,,1.75,,,,,,,case rate,,1.03,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53869,,,,,,,case rate,,0.53869,,,,,,,case rate,,0.53869,,,,,,,case rate,,0.53869,,,,,,,case rate,,0.53869,,,,,,,case rate,,0.53869,,,,,,,case rate,,0.53869,,,,,,,case rate,,0.53869,,,,,,,case rate,,0.53869,,,,,,,case rate,
Facility,"Inj, pedmark, 100 mg",9119,APC,,,,,,,,Outpatient,,,,,49.743053,161.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.743053,,,,,,,case rate,,,,,,,,,,,95.111,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.01,,,,,,,case rate,,95.11,,,,,,,case rate,,93.21,,,,,,,case rate,,95.11,,,,,,,case rate,,96.54,,,,,,,case rate,,95.11,,,,,,,case rate,,90.36,,,,,,,case rate,,96.06,,,,,,,case rate,,95.11,,,,,,,case rate,,97.01,,,,,,,case rate,,95.11,,,,,,,case rate,,95.11,,,,,,,case rate,,95.11,,,,,,,case rate,,97.01,,,,,,,case rate,,99.87,,,,,,,case rate,,95.11,,,,,,,case rate,,95.11,,,,,,,case rate,,95.11,,,,,,,case rate,,95.11,,,,,,,case rate,,96.54,,,,,,,case rate,,161.69,,,,,,,case rate,,95.11,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.743053,,,,,,,case rate,,49.743053,,,,,,,case rate,,49.743053,,,,,,,case rate,,49.743053,,,,,,,case rate,,49.743053,,,,,,,case rate,,49.743053,,,,,,,case rate,,49.743053,,,,,,,case rate,,49.743053,,,,,,,case rate,,49.743053,,,,,,,case rate,
Facility,"Inj, remdesivir, 1 mg",9200,APC,,,,,,,,Outpatient,,,,,3.519267,11.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.519267,,,,,,,case rate,,,,,,,,,,,6.729,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.86,,,,,,,case rate,,6.73,,,,,,,case rate,,6.59,,,,,,,case rate,,6.73,,,,,,,case rate,,6.83,,,,,,,case rate,,6.73,,,,,,,case rate,,6.39,,,,,,,case rate,,6.8,,,,,,,case rate,,6.73,,,,,,,case rate,,6.86,,,,,,,case rate,,6.73,,,,,,,case rate,,6.73,,,,,,,case rate,,6.73,,,,,,,case rate,,6.86,,,,,,,case rate,,7.07,,,,,,,case rate,,6.73,,,,,,,case rate,,6.73,,,,,,,case rate,,6.73,,,,,,,case rate,,6.73,,,,,,,case rate,,6.83,,,,,,,case rate,,11.44,,,,,,,case rate,,6.73,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.519267,,,,,,,case rate,,3.519267,,,,,,,case rate,,3.519267,,,,,,,case rate,,3.519267,,,,,,,case rate,,3.519267,,,,,,,case rate,,3.519267,,,,,,,case rate,,3.519267,,,,,,,case rate,,3.519267,,,,,,,case rate,,3.519267,,,,,,,case rate,
Facility,"Inj, sutimlimab-jome, 10 mg",9444,APC,,,,,,,,Outpatient,,,,,9.86378,32.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86378,,,,,,,case rate,,,,,,,,,,,18.86,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.24,,,,,,,case rate,,18.86,,,,,,,case rate,,18.48,,,,,,,case rate,,18.86,,,,,,,case rate,,19.14,,,,,,,case rate,,18.86,,,,,,,case rate,,17.92,,,,,,,case rate,,19.05,,,,,,,case rate,,18.86,,,,,,,case rate,,19.24,,,,,,,case rate,,18.86,,,,,,,case rate,,18.86,,,,,,,case rate,,18.86,,,,,,,case rate,,19.24,,,,,,,case rate,,19.8,,,,,,,case rate,,18.86,,,,,,,case rate,,18.86,,,,,,,case rate,,18.86,,,,,,,case rate,,18.86,,,,,,,case rate,,19.14,,,,,,,case rate,,32.06,,,,,,,case rate,,18.86,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86378,,,,,,,case rate,,9.86378,,,,,,,case rate,,9.86378,,,,,,,case rate,,9.86378,,,,,,,case rate,,9.86378,,,,,,,case rate,,9.86378,,,,,,,case rate,,9.86378,,,,,,,case rate,,9.86378,,,,,,,case rate,,9.86378,,,,,,,case rate,
Facility,"Inj, taliglucerase alfa 10 u",9294,APC,,,,,,,,Outpatient,,,,,21.50053,69.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.50053,,,,,,,case rate,,,,,,,,,,,41.11,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.93,,,,,,,case rate,,41.11,,,,,,,case rate,,40.29,,,,,,,case rate,,41.11,,,,,,,case rate,,41.73,,,,,,,case rate,,41.11,,,,,,,case rate,,39.05,,,,,,,case rate,,41.52,,,,,,,case rate,,41.11,,,,,,,case rate,,41.93,,,,,,,case rate,,41.11,,,,,,,case rate,,41.11,,,,,,,case rate,,41.11,,,,,,,case rate,,41.93,,,,,,,case rate,,43.17,,,,,,,case rate,,41.11,,,,,,,case rate,,41.11,,,,,,,case rate,,41.11,,,,,,,case rate,,41.11,,,,,,,case rate,,41.73,,,,,,,case rate,,69.89,,,,,,,case rate,,41.11,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.50053,,,,,,,case rate,,21.50053,,,,,,,case rate,,21.50053,,,,,,,case rate,,21.50053,,,,,,,case rate,,21.50053,,,,,,,case rate,,21.50053,,,,,,,case rate,,21.50053,,,,,,,case rate,,21.50053,,,,,,,case rate,,21.50053,,,,,,,case rate,
Facility,"Inj, tarlatamab-dlle, 1 mg",0768,APC,,,,,,,,Outpatient,,,,,818.304628,2659.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.304628,,,,,,,case rate,,,,,,,,,,,1564.636,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.93,,,,,,,case rate,,1564.64,,,,,,,case rate,,1533.34,,,,,,,case rate,,1564.64,,,,,,,case rate,,1588.11,,,,,,,case rate,,1564.64,,,,,,,case rate,,1486.4,,,,,,,case rate,,1580.28,,,,,,,case rate,,1564.64,,,,,,,case rate,,1595.93,,,,,,,case rate,,1564.64,,,,,,,case rate,,1564.64,,,,,,,case rate,,1564.64,,,,,,,case rate,,1595.93,,,,,,,case rate,,1642.87,,,,,,,case rate,,1564.64,,,,,,,case rate,,1564.64,,,,,,,case rate,,1564.64,,,,,,,case rate,,1564.64,,,,,,,case rate,,1588.11,,,,,,,case rate,,2659.88,,,,,,,case rate,,1564.64,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.304628,,,,,,,case rate,,818.304628,,,,,,,case rate,,818.304628,,,,,,,case rate,,818.304628,,,,,,,case rate,,818.304628,,,,,,,case rate,,818.304628,,,,,,,case rate,,818.304628,,,,,,,case rate,,818.304628,,,,,,,case rate,,818.304628,,,,,,,case rate,
