Facility,"Brachytx, non-str, HA, P-103",2635,APC,,,,,,,,Outpatient,,,,,36.28574,117.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.28574,,,,,,,case rate,,,,,,,,,,,69.38,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.77,,,,,,,case rate,,69.38,,,,,,,case rate,,67.99,,,,,,,case rate,,69.38,,,,,,,case rate,,70.42,,,,,,,case rate,,69.38,,,,,,,case rate,,65.91,,,,,,,case rate,,70.07,,,,,,,case rate,,69.38,,,,,,,case rate,,70.77,,,,,,,case rate,,69.38,,,,,,,case rate,,69.38,,,,,,,case rate,,69.38,,,,,,,case rate,,70.77,,,,,,,case rate,,72.85,,,,,,,case rate,,69.38,,,,,,,case rate,,69.38,,,,,,,case rate,,69.38,,,,,,,case rate,,69.38,,,,,,,case rate,,70.42,,,,,,,case rate,,117.95,,,,,,,case rate,,69.38,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.28574,,,,,,,case rate,,36.28574,,,,,,,case rate,,36.28574,,,,,,,case rate,,36.28574,,,,,,,case rate,,36.28574,,,,,,,case rate,,36.28574,,,,,,,case rate,,36.28574,,,,,,,case rate,,36.28574,,,,,,,case rate,,36.28574,,,,,,,case rate,
Facility,"Brachytx, non-str, HDR Ir-192",2646,APC,,,,,,,,Outpatient,,,,,179.06997,582.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.06997,,,,,,,case rate,,,,,,,,,,,342.39,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.24,,,,,,,case rate,,342.39,,,,,,,case rate,,335.54,,,,,,,case rate,,342.39,,,,,,,case rate,,347.53,,,,,,,case rate,,342.39,,,,,,,case rate,,325.27,,,,,,,case rate,,345.81,,,,,,,case rate,,342.39,,,,,,,case rate,,349.24,,,,,,,case rate,,342.39,,,,,,,case rate,,342.39,,,,,,,case rate,,342.39,,,,,,,case rate,,349.24,,,,,,,case rate,,359.51,,,,,,,case rate,,342.39,,,,,,,case rate,,342.39,,,,,,,case rate,,342.39,,,,,,,case rate,,342.39,,,,,,,case rate,,347.53,,,,,,,case rate,,582.06,,,,,,,case rate,,342.39,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.06997,,,,,,,case rate,,179.06997,,,,,,,case rate,,179.06997,,,,,,,case rate,,179.06997,,,,,,,case rate,,179.06997,,,,,,,case rate,,179.06997,,,,,,,case rate,,179.06997,,,,,,,case rate,,179.06997,,,,,,,case rate,,179.06997,,,,,,,case rate,
Facility,"Brachytx, non-str,Yttrium-90",2616,APC,,,,,,,,Outpatient,,,,,9144.7073,29724.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9144.7073,,,,,,,case rate,,,,,,,,,,,17485.1,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17834.8,,,,,,,case rate,,17485.1,,,,,,,case rate,,17135.4,,,,,,,case rate,,17485.1,,,,,,,case rate,,17747.38,,,,,,,case rate,,17485.1,,,,,,,case rate,,16610.85,,,,,,,case rate,,17659.95,,,,,,,case rate,,17485.1,,,,,,,case rate,,17834.8,,,,,,,case rate,,17485.1,,,,,,,case rate,,17485.1,,,,,,,case rate,,17485.1,,,,,,,case rate,,17834.8,,,,,,,case rate,,18359.36,,,,,,,case rate,,17485.1,,,,,,,case rate,,17485.1,,,,,,,case rate,,17485.1,,,,,,,case rate,,17485.1,,,,,,,case rate,,17747.38,,,,,,,case rate,,29724.67,,,,,,,case rate,,17485.1,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9144.7073,,,,,,,case rate,,9144.7073,,,,,,,case rate,,9144.7073,,,,,,,case rate,,9144.7073,,,,,,,case rate,,9144.7073,,,,,,,case rate,,9144.7073,,,,,,,case rate,,9144.7073,,,,,,,case rate,,9144.7073,,,,,,,case rate,,9144.7073,,,,,,,case rate,
Facility,"CONTUSION, OPEN WOUND AND OTHER TRAUMA TO SKIN AND SUBCUTANEOUS TISSUE",3843,APR-DRG,,,,,,,,inpatient,,,,,10186.875,10186.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10186.875,,,43322.13,9833.57,9833.57,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10186.875,,,43322.13,9833.57,9833.57,1 through 10,case rate,,10186.875,,,43322.13,9833.57,9833.57,1 through 10,case rate,,10186.875,,,43322.13,9833.57,9833.57,1 through 10,case rate,,10186.875,,,43322.13,9833.57,9833.57,1 through 10,case rate,,10186.875,,,43322.13,9833.57,9833.57,1 through 10,case rate,,10186.875,,,43322.13,9833.57,9833.57,1 through 10,case rate,,10186.875,,,43322.13,9833.57,9833.57,1 through 10,case rate,,10186.875,,,43322.13,9833.57,9833.57,1 through 10,case rate,,10186.875,,,43322.13,9833.57,9833.57,1 through 10,case rate,
Facility,"Derma-gide, 1 sq cm",Q4203,LOCAL,,,,,,,,Outpatient,,,,,919.51,919.51,,,,,,,,,,,,,,,,,,,,919.51,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.51,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,"Inj cefazolin sodium, hikma",0788,APC,,,,,,,,Outpatient,,,,,0.484298,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484298,,,,,,,case rate,,,,,,,,,,,0.926,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,case rate,,0.93,,,,,,,case rate,,0.91,,,,,,,case rate,,0.93,,,,,,,case rate,,0.94,,,,,,,case rate,,0.93,,,,,,,case rate,,0.88,,,,,,,case rate,,0.94,,,,,,,case rate,,0.93,,,,,,,case rate,,0.94,,,,,,,case rate,,0.93,,,,,,,case rate,,0.93,,,,,,,case rate,,0.93,,,,,,,case rate,,0.94,,,,,,,case rate,,0.97,,,,,,,case rate,,0.93,,,,,,,case rate,,0.93,,,,,,,case rate,,0.93,,,,,,,case rate,,0.93,,,,,,,case rate,,0.94,,,,,,,case rate,,1.57,,,,,,,case rate,,0.93,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484298,,,,,,,case rate,,0.484298,,,,,,,case rate,,0.484298,,,,,,,case rate,,0.484298,,,,,,,case rate,,0.484298,,,,,,,case rate,,0.484298,,,,,,,case rate,,0.484298,,,,,,,case rate,,0.484298,,,,,,,case rate,,0.484298,,,,,,,case rate,
Facility,"Inj, adalimumab, 1 mg",0817,APC,,,,,,,,Outpatient,,,,,47.972175,155.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.972175,,,,,,,case rate,,,,,,,,,,,91.725,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.56,,,,,,,case rate,,91.73,,,,,,,case rate,,89.89,,,,,,,case rate,,91.73,,,,,,,case rate,,93.1,,,,,,,case rate,,91.73,,,,,,,case rate,,87.14,,,,,,,case rate,,92.64,,,,,,,case rate,,91.73,,,,,,,case rate,,93.56,,,,,,,case rate,,91.73,,,,,,,case rate,,91.73,,,,,,,case rate,,91.73,,,,,,,case rate,,93.56,,,,,,,case rate,,96.31,,,,,,,case rate,,91.73,,,,,,,case rate,,91.73,,,,,,,case rate,,91.73,,,,,,,case rate,,91.73,,,,,,,case rate,,93.1,,,,,,,case rate,,155.93,,,,,,,case rate,,91.73,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.972175,,,,,,,case rate,,47.972175,,,,,,,case rate,,47.972175,,,,,,,case rate,,47.972175,,,,,,,case rate,,47.972175,,,,,,,case rate,,47.972175,,,,,,,case rate,,47.972175,,,,,,,case rate,,47.972175,,,,,,,case rate,,47.972175,,,,,,,case rate,
Facility,"Inj, sezaby, 1 mg",0798,APC,,,,,,,,Outpatient,,,,,0.624462,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.624462,,,,,,,case rate,,,,,,,,,,,1.194,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,,case rate,,1.19,,,,,,,case rate,,1.17,,,,,,,case rate,,1.19,,,,,,,case rate,,1.21,,,,,,,case rate,,1.19,,,,,,,case rate,,1.13,,,,,,,case rate,,1.21,,,,,,,case rate,,1.19,,,,,,,case rate,,1.22,,,,,,,case rate,,1.19,,,,,,,case rate,,1.19,,,,,,,case rate,,1.19,,,,,,,case rate,,1.22,,,,,,,case rate,,1.25,,,,,,,case rate,,1.19,,,,,,,case rate,,1.19,,,,,,,case rate,,1.19,,,,,,,case rate,,1.19,,,,,,,case rate,,1.21,,,,,,,case rate,,2.03,,,,,,,case rate,,1.19,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.624462,,,,,,,case rate,,0.624462,,,,,,,case rate,,0.624462,,,,,,,case rate,,0.624462,,,,,,,case rate,,0.624462,,,,,,,case rate,,0.624462,,,,,,,case rate,,0.624462,,,,,,,case rate,,0.624462,,,,,,,case rate,,0.624462,,,,,,,case rate,
Facility,"Inj. lurbinectedin, 0.1 mg",9389,APC,,,,,,,,Outpatient,,,,,108.327421,352.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.327421,,,,,,,case rate,,,,,,,,,,,207.127,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.27,,,,,,,case rate,,207.13,,,,,,,case rate,,202.98,,,,,,,case rate,,207.13,,,,,,,case rate,,210.23,,,,,,,case rate,,207.13,,,,,,,case rate,,196.77,,,,,,,case rate,,209.2,,,,,,,case rate,,207.13,,,,,,,case rate,,211.27,,,,,,,case rate,,207.13,,,,,,,case rate,,207.13,,,,,,,case rate,,207.13,,,,,,,case rate,,211.27,,,,,,,case rate,,217.48,,,,,,,case rate,,207.13,,,,,,,case rate,,207.13,,,,,,,case rate,,207.13,,,,,,,case rate,,207.13,,,,,,,case rate,,210.23,,,,,,,case rate,,352.12,,,,,,,case rate,,207.13,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.327421,,,,,,,case rate,,108.327421,,,,,,,case rate,,108.327421,,,,,,,case rate,,108.327421,,,,,,,case rate,,108.327421,,,,,,,case rate,,108.327421,,,,,,,case rate,,108.327421,,,,,,,case rate,,108.327421,,,,,,,case rate,,108.327421,,,,,,,case rate,
Facility,"MALFUNCTION, REACTION, COMPLICATION OF CARDIAC OR VASCULAR DEVICE OR PROCEDURE",2061,APR-DRG,,,,,,,,inpatient,,,,,5870,5870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5870,,,24765.09,6511.02,6511.02,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5870,,,24765.09,6511.02,6511.02,1 through 10,case rate,,5870,,,24765.09,6511.02,6511.02,1 through 10,case rate,,5870,,,24765.09,6511.02,6511.02,1 through 10,case rate,,5870,,,24765.09,6511.02,6511.02,1 through 10,case rate,,5870,,,24765.09,6511.02,6511.02,1 through 10,case rate,,5870,,,24765.09,6511.02,6511.02,1 through 10,case rate,,5870,,,24765.09,6511.02,6511.02,1 through 10,case rate,,5870,,,24765.09,6511.02,6511.02,1 through 10,case rate,,5870,,,24765.09,6511.02,6511.02,1 through 10,case rate,
