Facility,"Brachytx, non-stranded,I-125",2639,APC,,,,,,,,Outpatient,,,,,18.36253,59.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.36253,,,,,,,case rate,,,,,,,,,,,35.11,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.81,,,,,,,case rate,,35.11,,,,,,,case rate,,34.41,,,,,,,case rate,,35.11,,,,,,,case rate,,35.64,,,,,,,case rate,,35.11,,,,,,,case rate,,33.35,,,,,,,case rate,,35.46,,,,,,,case rate,,35.11,,,,,,,case rate,,35.81,,,,,,,case rate,,35.11,,,,,,,case rate,,35.11,,,,,,,case rate,,35.11,,,,,,,case rate,,35.81,,,,,,,case rate,,36.87,,,,,,,case rate,,35.11,,,,,,,case rate,,35.11,,,,,,,case rate,,35.11,,,,,,,case rate,,35.11,,,,,,,case rate,,35.64,,,,,,,case rate,,59.69,,,,,,,case rate,,35.11,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,,18.36253,,,,,,,case rate,
Facility,"Darbepoetin alfa, non-esrd",1685,APC,,,,,,,,Outpatient,,,,,1.530298,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.530298,,,,,,,case rate,,,,,,,,,,,2.926,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,,,,,,,case rate,,2.93,,,,,,,case rate,,2.87,,,,,,,case rate,,2.93,,,,,,,case rate,,2.97,,,,,,,case rate,,2.93,,,,,,,case rate,,2.78,,,,,,,case rate,,2.96,,,,,,,case rate,,2.93,,,,,,,case rate,,2.98,,,,,,,case rate,,2.93,,,,,,,case rate,,2.93,,,,,,,case rate,,2.93,,,,,,,case rate,,2.98,,,,,,,case rate,,3.07,,,,,,,case rate,,2.93,,,,,,,case rate,,2.93,,,,,,,case rate,,2.93,,,,,,,case rate,,2.93,,,,,,,case rate,,2.97,,,,,,,case rate,,4.97,,,,,,,case rate,,2.93,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.530298,,,,,,,case rate,,1.530298,,,,,,,case rate,,1.530298,,,,,,,case rate,,1.530298,,,,,,,case rate,,1.530298,,,,,,,case rate,,1.530298,,,,,,,case rate,,1.530298,,,,,,,case rate,,1.530298,,,,,,,case rate,,1.530298,,,,,,,case rate,
Facility,"Inj, ethacrynate sod, 1 mg",0883,APC,,,,,,,,Outpatient,,,,,10.967833,35.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.967833,,,,,,,case rate,,,,,,,,,,,20.971,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.39,,,,,,,case rate,,20.97,,,,,,,case rate,,20.55,,,,,,,case rate,,20.97,,,,,,,case rate,,21.29,,,,,,,case rate,,20.97,,,,,,,case rate,,19.92,,,,,,,case rate,,21.18,,,,,,,case rate,,20.97,,,,,,,case rate,,21.39,,,,,,,case rate,,20.97,,,,,,,case rate,,20.97,,,,,,,case rate,,20.97,,,,,,,case rate,,21.39,,,,,,,case rate,,22.02,,,,,,,case rate,,20.97,,,,,,,case rate,,20.97,,,,,,,case rate,,20.97,,,,,,,case rate,,20.97,,,,,,,case rate,,21.29,,,,,,,case rate,,35.65,,,,,,,case rate,,20.97,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.967833,,,,,,,case rate,,10.967833,,,,,,,case rate,,10.967833,,,,,,,case rate,,10.967833,,,,,,,case rate,,10.967833,,,,,,,case rate,,10.967833,,,,,,,case rate,,10.967833,,,,,,,case rate,,10.967833,,,,,,,case rate,,10.967833,,,,,,,case rate,
Facility,"Inj, pegulicianine, 1 mg",0772,APC,,,,,,,,Outpatient,,,,,19.616684,63.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.616684,,,,,,,case rate,,,,,,,,,,,37.508,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.26,,,,,,,case rate,,37.51,,,,,,,case rate,,36.76,,,,,,,case rate,,37.51,,,,,,,case rate,,38.07,,,,,,,case rate,,37.51,,,,,,,case rate,,35.63,,,,,,,case rate,,37.88,,,,,,,case rate,,37.51,,,,,,,case rate,,38.26,,,,,,,case rate,,37.51,,,,,,,case rate,,37.51,,,,,,,case rate,,37.51,,,,,,,case rate,,38.26,,,,,,,case rate,,39.38,,,,,,,case rate,,37.51,,,,,,,case rate,,37.51,,,,,,,case rate,,37.51,,,,,,,case rate,,37.51,,,,,,,case rate,,38.07,,,,,,,case rate,,63.76,,,,,,,case rate,,37.51,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.616684,,,,,,,case rate,,19.616684,,,,,,,case rate,,19.616684,,,,,,,case rate,,19.616684,,,,,,,case rate,,19.616684,,,,,,,case rate,,19.616684,,,,,,,case rate,,19.616684,,,,,,,case rate,,19.616684,,,,,,,case rate,,19.616684,,,,,,,case rate,
Facility,"Inj., retisert, 0.01 mg",J7311,LOCAL,,,,,,,,Outpatient,,,,,85626.06,85626.06,,,,,,,,,,,,,,,,,,,,85626.06,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85626.06,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,"Injection, Fulvestrant",9120,APC,,,,,,,,Outpatient,,,,,3.518744,11.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.518744,,,,,,,case rate,,,,,,,,,,,6.728,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.86,,,,,,,case rate,,6.73,,,,,,,case rate,,6.59,,,,,,,case rate,,6.73,,,,,,,case rate,,6.83,,,,,,,case rate,,6.73,,,,,,,case rate,,6.39,,,,,,,case rate,,6.8,,,,,,,case rate,,6.73,,,,,,,case rate,,6.86,,,,,,,case rate,,6.73,,,,,,,case rate,,6.73,,,,,,,case rate,,6.73,,,,,,,case rate,,6.86,,,,,,,case rate,,7.06,,,,,,,case rate,,6.73,,,,,,,case rate,,6.73,,,,,,,case rate,,6.73,,,,,,,case rate,,6.73,,,,,,,case rate,,6.83,,,,,,,case rate,,11.44,,,,,,,case rate,,6.73,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.518744,,,,,,,case rate,,3.518744,,,,,,,case rate,,3.518744,,,,,,,case rate,,3.518744,,,,,,,case rate,,3.518744,,,,,,,case rate,,3.518744,,,,,,,case rate,,3.518744,,,,,,,case rate,,3.518744,,,,,,,case rate,,3.518744,,,,,,,case rate,
Facility,"Injection, daratumumab 10 mg",9476,APC,,,,,,,,Outpatient,,,,,37.327033,121.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.327033,,,,,,,case rate,,,,,,,,,,,71.371,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8,,,,,,,case rate,,71.37,,,,,,,case rate,,69.94,,,,,,,case rate,,71.37,,,,,,,case rate,,72.44,,,,,,,case rate,,71.37,,,,,,,case rate,,67.8,,,,,,,case rate,,72.08,,,,,,,case rate,,71.37,,,,,,,case rate,,72.8,,,,,,,case rate,,71.37,,,,,,,case rate,,71.37,,,,,,,case rate,,71.37,,,,,,,case rate,,72.8,,,,,,,case rate,,74.94,,,,,,,case rate,,71.37,,,,,,,case rate,,71.37,,,,,,,case rate,,71.37,,,,,,,case rate,,71.37,,,,,,,case rate,,72.44,,,,,,,case rate,,121.33,,,,,,,case rate,,71.37,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.327033,,,,,,,case rate,,37.327033,,,,,,,case rate,,37.327033,,,,,,,case rate,,37.327033,,,,,,,case rate,,37.327033,,,,,,,case rate,,37.327033,,,,,,,case rate,,37.327033,,,,,,,case rate,,37.327033,,,,,,,case rate,,37.327033,,,,,,,case rate,
Facility,"Injection, peramivir",9451,APC,,,,,,,,Outpatient,,,,,0.877594,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.877594,,,,,,,case rate,,,,,,,,,,,1.678,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,,,,,,,case rate,,1.68,,,,,,,case rate,,1.64,,,,,,,case rate,,1.68,,,,,,,case rate,,1.7,,,,,,,case rate,,1.68,,,,,,,case rate,,1.59,,,,,,,case rate,,1.69,,,,,,,case rate,,1.68,,,,,,,case rate,,1.71,,,,,,,case rate,,1.68,,,,,,,case rate,,1.68,,,,,,,case rate,,1.68,,,,,,,case rate,,1.71,,,,,,,case rate,,1.76,,,,,,,case rate,,1.68,,,,,,,case rate,,1.68,,,,,,,case rate,,1.68,,,,,,,case rate,,1.68,,,,,,,case rate,,1.7,,,,,,,case rate,,2.85,,,,,,,case rate,,1.68,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.877594,,,,,,,case rate,,0.877594,,,,,,,case rate,,0.877594,,,,,,,case rate,,0.877594,,,,,,,case rate,,0.877594,,,,,,,case rate,,0.877594,,,,,,,case rate,,0.877594,,,,,,,case rate,,0.877594,,,,,,,case rate,,0.877594,,,,,,,case rate,
Facility,"MALFUNCTION, REACTION AND COMPLICATION OF GASTROINTESTINAL DEVICE OR PROCEDURE",2523,APR-DRG,,,,,,,,inpatient,,,,,8911.25,8911.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911.25,,,71973.51,8590.43,19201.77,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911.25,,,71973.51,8590.43,19201.77,1 through 10,case rate,,8911.25,,,71973.51,8590.43,19201.77,1 through 10,case rate,,8911.25,,,71973.51,8590.43,19201.77,1 through 10,case rate,,8911.25,,,71973.51,8590.43,19201.77,1 through 10,case rate,,8911.25,,,71973.51,8590.43,19201.77,1 through 10,case rate,,8911.25,,,71973.51,8590.43,19201.77,1 through 10,case rate,,8911.25,,,71973.51,8590.43,19201.77,1 through 10,case rate,,8911.25,,,71973.51,8590.43,19201.77,1 through 10,case rate,,8911.25,,,71973.51,8590.43,19201.77,1 through 10,case rate,
Facility,"MULTIPLE SCLEROSIS, OTHER DEMYELINATING DISEASE AND INFLAMMATORY NEUROPATHIES",0433,APR-DRG,,,,,,,,inpatient,,,,,15760,15760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15760,,,164170.385,24835.458,48423.682,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15760,,,164170.385,24835.458,48423.682,1 through 10,case rate,,15760,,,164170.385,24835.458,48423.682,1 through 10,case rate,,15760,,,164170.385,24835.458,48423.682,1 through 10,case rate,,15760,,,164170.385,24835.458,48423.682,1 through 10,case rate,,15760,,,164170.385,24835.458,48423.682,1 through 10,case rate,,15760,,,164170.385,24835.458,48423.682,1 through 10,case rate,,15760,,,164170.385,24835.458,48423.682,1 through 10,case rate,,15760,,,164170.385,24835.458,48423.682,1 through 10,case rate,,15760,,,164170.385,24835.458,48423.682,1 through 10,case rate,
