Facility,"ABORTION WITHOUT D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",5643,APR-DRG,,,,,,,,inpatient,,,,,6394.375,6394.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6394.375,,,16262.73,6236.42,6236.42,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6394.375,,,16262.73,6236.42,6236.42,1 through 10,case rate,,6394.375,,,16262.73,6236.42,6236.42,1 through 10,case rate,,6394.375,,,16262.73,6236.42,6236.42,1 through 10,case rate,,6394.375,,,16262.73,6236.42,6236.42,1 through 10,case rate,,6394.375,,,16262.73,6236.42,6236.42,1 through 10,case rate,,6394.375,,,16262.73,6236.42,6236.42,1 through 10,case rate,,6394.375,,,16262.73,6236.42,6236.42,1 through 10,case rate,,6394.375,,,16262.73,6236.42,6236.42,1 through 10,case rate,,6394.375,,,16262.73,6236.42,6236.42,1 through 10,case rate,
Facility,"Colpopexy, min/inv, ex-perit",C9778,LOCAL,,,,,,,,Outpatient,,,,,15917.99,15917.99,,,,,,,,,,,,,,,,,,,,15917.99,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15917.99,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,"Hiv prep, ftc/tdf 200/300mg",0806,APC,,,,,,,,Outpatient,,,,,0.906882,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.906882,,,,,,,case rate,,,,,,,,,,,1.734,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,,case rate,,1.73,,,,,,,case rate,,1.7,,,,,,,case rate,,1.73,,,,,,,case rate,,1.76,,,,,,,case rate,,1.73,,,,,,,case rate,,1.65,,,,,,,case rate,,1.75,,,,,,,case rate,,1.73,,,,,,,case rate,,1.77,,,,,,,case rate,,1.73,,,,,,,case rate,,1.73,,,,,,,case rate,,1.73,,,,,,,case rate,,1.77,,,,,,,case rate,,1.82,,,,,,,case rate,,1.73,,,,,,,case rate,,1.73,,,,,,,case rate,,1.73,,,,,,,case rate,,1.73,,,,,,,case rate,,1.76,,,,,,,case rate,,2.95,,,,,,,case rate,,1.73,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.906882,,,,,,,case rate,,0.906882,,,,,,,case rate,,0.906882,,,,,,,case rate,,0.906882,,,,,,,case rate,,0.906882,,,,,,,case rate,,0.906882,,,,,,,case rate,,0.906882,,,,,,,case rate,,0.906882,,,,,,,case rate,,0.906882,,,,,,,case rate,
Facility,"INGUINAL, FEMORAL AND UMBILICAL HERNIA PROCEDURES",2281,APR-DRG,,,,,,,,inpatient,,,,,8865.625,8865.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8865.625,,,34510.41,8351.08,8351.08,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8865.625,,,34510.41,8351.08,8351.08,1 through 10,case rate,,8865.625,,,34510.41,8351.08,8351.08,1 through 10,case rate,,8865.625,,,34510.41,8351.08,8351.08,1 through 10,case rate,,8865.625,,,34510.41,8351.08,8351.08,1 through 10,case rate,,8865.625,,,34510.41,8351.08,8351.08,1 through 10,case rate,,8865.625,,,34510.41,8351.08,8351.08,1 through 10,case rate,,8865.625,,,34510.41,8351.08,8351.08,1 through 10,case rate,,8865.625,,,34510.41,8351.08,8351.08,1 through 10,case rate,,8865.625,,,34510.41,8351.08,8351.08,1 through 10,case rate,
Facility,"Inj ustekinumab-stba, 1 mg",0855,APC,,,,,,,,Outpatient,,,,,6.611766,21.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.611766,,,,,,,case rate,,,,,,,,,,,12.642,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.89,,,,,,,case rate,,12.64,,,,,,,case rate,,12.39,,,,,,,case rate,,12.64,,,,,,,case rate,,12.83,,,,,,,case rate,,12.64,,,,,,,case rate,,12.01,,,,,,,case rate,,12.77,,,,,,,case rate,,12.64,,,,,,,case rate,,12.89,,,,,,,case rate,,12.64,,,,,,,case rate,,12.64,,,,,,,case rate,,12.64,,,,,,,case rate,,12.89,,,,,,,case rate,,13.27,,,,,,,case rate,,12.64,,,,,,,case rate,,12.64,,,,,,,case rate,,12.64,,,,,,,case rate,,12.64,,,,,,,case rate,,12.83,,,,,,,case rate,,21.49,,,,,,,case rate,,12.64,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.611766,,,,,,,case rate,,6.611766,,,,,,,case rate,,6.611766,,,,,,,case rate,,6.611766,,,,,,,case rate,,6.611766,,,,,,,case rate,,6.611766,,,,,,,case rate,,6.611766,,,,,,,case rate,,6.611766,,,,,,,case rate,,6.611766,,,,,,,case rate,
Facility,"Inj, brixadi, 7 days or less",0732,APC,,,,,,,,Outpatient,,,,,219.992628,715.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.992628,,,,,,,case rate,,,,,,,,,,,420.636,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.05,,,,,,,case rate,,420.64,,,,,,,case rate,,412.22,,,,,,,case rate,,420.64,,,,,,,case rate,,426.95,,,,,,,case rate,,420.64,,,,,,,case rate,,399.6,,,,,,,case rate,,424.84,,,,,,,case rate,,420.64,,,,,,,case rate,,429.05,,,,,,,case rate,,420.64,,,,,,,case rate,,420.64,,,,,,,case rate,,420.64,,,,,,,case rate,,429.05,,,,,,,case rate,,441.67,,,,,,,case rate,,420.64,,,,,,,case rate,,420.64,,,,,,,case rate,,420.64,,,,,,,case rate,,420.64,,,,,,,case rate,,426.95,,,,,,,case rate,,715.08,,,,,,,case rate,,420.64,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.992628,,,,,,,case rate,,219.992628,,,,,,,case rate,,219.992628,,,,,,,case rate,,219.992628,,,,,,,case rate,,219.992628,,,,,,,case rate,,219.992628,,,,,,,case rate,,219.992628,,,,,,,case rate,,219.992628,,,,,,,case rate,,219.992628,,,,,,,case rate,
Facility,"Inj, vutrisiran, 1 mg",9009,APC,,,,,,,,Outpatient,,,,,2616.903197,8506.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616.903197,,,,,,,case rate,,,,,,,,,,,5003.639,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5103.71,,,,,,,case rate,,5003.64,,,,,,,case rate,,4903.57,,,,,,,case rate,,5003.64,,,,,,,case rate,,5078.69,,,,,,,case rate,,5003.64,,,,,,,case rate,,4753.46,,,,,,,case rate,,5053.68,,,,,,,case rate,,5003.64,,,,,,,case rate,,5103.71,,,,,,,case rate,,5003.64,,,,,,,case rate,,5003.64,,,,,,,case rate,,5003.64,,,,,,,case rate,,5103.71,,,,,,,case rate,,5253.82,,,,,,,case rate,,5003.64,,,,,,,case rate,,5003.64,,,,,,,case rate,,5003.64,,,,,,,case rate,,5003.64,,,,,,,case rate,,5078.69,,,,,,,case rate,,8506.19,,,,,,,case rate,,5003.64,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616.903197,,,,,,,case rate,,2616.903197,,,,,,,case rate,,2616.903197,,,,,,,case rate,,2616.903197,,,,,,,case rate,,2616.903197,,,,,,,case rate,,2616.903197,,,,,,,case rate,,2616.903197,,,,,,,case rate,,2616.903197,,,,,,,case rate,,2616.903197,,,,,,,case rate,
Facility,"Inj. herceptin hylecta, 10mg",9314,APC,,,,,,,,Outpatient,,,,,32.131028,104.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.131028,,,,,,,case rate,,,,,,,,,,,61.436,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.66,,,,,,,case rate,,61.44,,,,,,,case rate,,60.21,,,,,,,case rate,,61.44,,,,,,,case rate,,62.36,,,,,,,case rate,,61.44,,,,,,,case rate,,58.36,,,,,,,case rate,,62.05,,,,,,,case rate,,61.44,,,,,,,case rate,,62.66,,,,,,,case rate,,61.44,,,,,,,case rate,,61.44,,,,,,,case rate,,61.44,,,,,,,case rate,,62.66,,,,,,,case rate,,64.51,,,,,,,case rate,,61.44,,,,,,,case rate,,61.44,,,,,,,case rate,,61.44,,,,,,,case rate,,61.44,,,,,,,case rate,,62.36,,,,,,,case rate,,104.44,,,,,,,case rate,,61.44,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.131028,,,,,,,case rate,,32.131028,,,,,,,case rate,,32.131028,,,,,,,case rate,,32.131028,,,,,,,case rate,,32.131028,,,,,,,case rate,,32.131028,,,,,,,case rate,,32.131028,,,,,,,case rate,,32.131028,,,,,,,case rate,,32.131028,,,,,,,case rate,
Facility,"Inj., vestronidase alfa-vjbk",9190,APC,,,,,,,,Outpatient,,,,,146.402344,475.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.402344,,,,,,,case rate,,,,,,,,,,,279.928,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.53,,,,,,,case rate,,279.93,,,,,,,case rate,,274.33,,,,,,,case rate,,279.93,,,,,,,case rate,,284.13,,,,,,,case rate,,279.93,,,,,,,case rate,,265.93,,,,,,,case rate,,282.73,,,,,,,case rate,,279.93,,,,,,,case rate,,285.53,,,,,,,case rate,,279.93,,,,,,,case rate,,279.93,,,,,,,case rate,,279.93,,,,,,,case rate,,285.53,,,,,,,case rate,,293.92,,,,,,,case rate,,279.93,,,,,,,case rate,,279.93,,,,,,,case rate,,279.93,,,,,,,case rate,,279.93,,,,,,,case rate,,284.13,,,,,,,case rate,,475.88,,,,,,,case rate,,279.93,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.402344,,,,,,,case rate,,146.402344,,,,,,,case rate,,146.402344,,,,,,,case rate,,146.402344,,,,,,,case rate,,146.402344,,,,,,,case rate,,146.402344,,,,,,,case rate,,146.402344,,,,,,,case rate,,146.402344,,,,,,,case rate,,146.402344,,,,,,,case rate,
Facility,"MAJOR STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES",2202,APR-DRG,,,,,,,,inpatient,,,,,14423.125,14423.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14423.125,,,107533.59,13752.708,50622.49,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14423.125,,,107533.59,13752.708,50622.49,1 through 10,case rate,,14423.125,,,107533.59,13752.708,50622.49,1 through 10,case rate,,14423.125,,,107533.59,13752.708,50622.49,1 through 10,case rate,,14423.125,,,107533.59,13752.708,50622.49,1 through 10,case rate,,14423.125,,,107533.59,13752.708,50622.49,1 through 10,case rate,,14423.125,,,107533.59,13752.708,50622.49,1 through 10,case rate,,14423.125,,,107533.59,13752.708,50622.49,1 through 10,case rate,,14423.125,,,107533.59,13752.708,50622.49,1 through 10,case rate,,14423.125,,,107533.59,13752.708,50622.49,1 through 10,case rate,
