Facility,"FRACTURES AND DISLOCATIONS EXCEPT FEMUR, PELVIS AND BACK",3423,APR-DRG,,,,,,,,inpatient,,,,,9455.625,9455.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9455.625,,,43713.185,8860.89,8860.89,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9455.625,,,43713.185,8860.89,8860.89,1 through 10,case rate,,9455.625,,,43713.185,8860.89,8860.89,1 through 10,case rate,,9455.625,,,43713.185,8860.89,8860.89,1 through 10,case rate,,9455.625,,,43713.185,8860.89,8860.89,1 through 10,case rate,,9455.625,,,43713.185,8860.89,8860.89,1 through 10,case rate,,9455.625,,,43713.185,8860.89,8860.89,1 through 10,case rate,,9455.625,,,43713.185,8860.89,8860.89,1 through 10,case rate,,9455.625,,,43713.185,8860.89,8860.89,1 through 10,case rate,,9455.625,,,43713.185,8860.89,8860.89,1 through 10,case rate,
Facility,"Inj, adzynma, 10 iu",0727,APC,,,,,,,,Outpatient,,,,,18.612001,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.612001,,,,,,,case rate,,,,,,,,,,,35.587,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3,,,,,,,case rate,,35.59,,,,,,,case rate,,34.88,,,,,,,case rate,,35.59,,,,,,,case rate,,36.12,,,,,,,case rate,,35.59,,,,,,,case rate,,33.81,,,,,,,case rate,,35.94,,,,,,,case rate,,35.59,,,,,,,case rate,,36.3,,,,,,,case rate,,35.59,,,,,,,case rate,,35.59,,,,,,,case rate,,35.59,,,,,,,case rate,,36.3,,,,,,,case rate,,37.37,,,,,,,case rate,,35.59,,,,,,,case rate,,35.59,,,,,,,case rate,,35.59,,,,,,,case rate,,35.59,,,,,,,case rate,,36.12,,,,,,,case rate,,60.5,,,,,,,case rate,,35.59,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.612001,,,,,,,case rate,,18.612001,,,,,,,case rate,,18.612001,,,,,,,case rate,,18.612001,,,,,,,case rate,,18.612001,,,,,,,case rate,,18.612001,,,,,,,case rate,,18.612001,,,,,,,case rate,,18.612001,,,,,,,case rate,,18.612001,,,,,,,case rate,
Facility,"Inj, carmustine (accord)",0718,APC,,,,,,,,Outpatient,,,,,135.8231,441.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.8231,,,,,,,case rate,,,,,,,,,,,259.7,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.89,,,,,,,case rate,,259.7,,,,,,,case rate,,254.51,,,,,,,case rate,,259.7,,,,,,,case rate,,263.6,,,,,,,case rate,,259.7,,,,,,,case rate,,246.72,,,,,,,case rate,,262.3,,,,,,,case rate,,259.7,,,,,,,case rate,,264.89,,,,,,,case rate,,259.7,,,,,,,case rate,,259.7,,,,,,,case rate,,259.7,,,,,,,case rate,,264.89,,,,,,,case rate,,272.69,,,,,,,case rate,,259.7,,,,,,,case rate,,259.7,,,,,,,case rate,,259.7,,,,,,,case rate,,259.7,,,,,,,case rate,,263.6,,,,,,,case rate,,441.49,,,,,,,case rate,,259.7,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.8231,,,,,,,case rate,,135.8231,,,,,,,case rate,,135.8231,,,,,,,case rate,,135.8231,,,,,,,case rate,,135.8231,,,,,,,case rate,,135.8231,,,,,,,case rate,,135.8231,,,,,,,case rate,,135.8231,,,,,,,case rate,,135.8231,,,,,,,case rate,
Facility,"Inj, cipaglucosidase, 5 mg",0737,APC,,,,,,,,Outpatient,,,,,47.704399,155.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.704399,,,,,,,case rate,,,,,,,,,,,91.213,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.04,,,,,,,case rate,,91.21,,,,,,,case rate,,89.39,,,,,,,case rate,,91.21,,,,,,,case rate,,92.58,,,,,,,case rate,,91.21,,,,,,,case rate,,86.65,,,,,,,case rate,,92.13,,,,,,,case rate,,91.21,,,,,,,case rate,,93.04,,,,,,,case rate,,91.21,,,,,,,case rate,,91.21,,,,,,,case rate,,91.21,,,,,,,case rate,,93.04,,,,,,,case rate,,95.77,,,,,,,case rate,,91.21,,,,,,,case rate,,91.21,,,,,,,case rate,,91.21,,,,,,,case rate,,91.21,,,,,,,case rate,,92.58,,,,,,,case rate,,155.06,,,,,,,case rate,,91.21,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.704399,,,,,,,case rate,,47.704399,,,,,,,case rate,,47.704399,,,,,,,case rate,,47.704399,,,,,,,case rate,,47.704399,,,,,,,case rate,,47.704399,,,,,,,case rate,,47.704399,,,,,,,case rate,,47.704399,,,,,,,case rate,,47.704399,,,,,,,case rate,
Facility,"Inj, factor x, (human), 1iu",1857,APC,,,,,,,,Outpatient,,,,,5.112325,16.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.112325,,,,,,,case rate,,,,,,,,,,,9.775,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.97,,,,,,,case rate,,9.78,,,,,,,case rate,,9.58,,,,,,,case rate,,9.78,,,,,,,case rate,,9.92,,,,,,,case rate,,9.78,,,,,,,case rate,,9.29,,,,,,,case rate,,9.87,,,,,,,case rate,,9.78,,,,,,,case rate,,9.97,,,,,,,case rate,,9.78,,,,,,,case rate,,9.78,,,,,,,case rate,,9.78,,,,,,,case rate,,9.97,,,,,,,case rate,,10.26,,,,,,,case rate,,9.78,,,,,,,case rate,,9.78,,,,,,,case rate,,9.78,,,,,,,case rate,,9.78,,,,,,,case rate,,9.92,,,,,,,case rate,,16.62,,,,,,,case rate,,9.78,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.112325,,,,,,,case rate,,5.112325,,,,,,,case rate,,5.112325,,,,,,,case rate,,5.112325,,,,,,,case rate,,5.112325,,,,,,,case rate,,5.112325,,,,,,,case rate,,5.112325,,,,,,,case rate,,5.112325,,,,,,,case rate,,5.112325,,,,,,,case rate,
Facility,"Inj, glycopyrrolate, 0.1 mg",0792,APC,,,,,,,,Outpatient,,,,,0.239011,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239011,,,,,,,case rate,,,,,,,,,,,0.457,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,case rate,,0.46,,,,,,,case rate,,0.45,,,,,,,case rate,,0.46,,,,,,,case rate,,0.46,,,,,,,case rate,,0.46,,,,,,,case rate,,0.43,,,,,,,case rate,,0.46,,,,,,,case rate,,0.46,,,,,,,case rate,,0.47,,,,,,,case rate,,0.46,,,,,,,case rate,,0.46,,,,,,,case rate,,0.46,,,,,,,case rate,,0.47,,,,,,,case rate,,0.48,,,,,,,case rate,,0.46,,,,,,,case rate,,0.46,,,,,,,case rate,,0.46,,,,,,,case rate,,0.46,,,,,,,case rate,,0.46,,,,,,,case rate,,0.78,,,,,,,case rate,,0.46,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239011,,,,,,,case rate,,0.239011,,,,,,,case rate,,0.239011,,,,,,,case rate,,0.239011,,,,,,,case rate,,0.239011,,,,,,,case rate,,0.239011,,,,,,,case rate,,0.239011,,,,,,,case rate,,0.239011,,,,,,,case rate,,0.239011,,,,,,,case rate,
Facility,"Inj, isoniazid, 1 mg",0885,APC,,,,,,,,Outpatient,,,,,0.165268,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165268,,,,,,,case rate,,,,,,,,,,,0.316,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.31,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.3,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.33,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.54,,,,,,,case rate,,0.32,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165268,,,,,,,case rate,,0.165268,,,,,,,case rate,,0.165268,,,,,,,case rate,,0.165268,,,,,,,case rate,,0.165268,,,,,,,case rate,,0.165268,,,,,,,case rate,,0.165268,,,,,,,case rate,,0.165268,,,,,,,case rate,,0.165268,,,,,,,case rate,
Facility,"Inj, tofidence, 1 mg",0786,APC,,,,,,,,Outpatient,,,,,2.895328,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.895328,,,,,,,case rate,,,,,,,,,,,5.536,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65,,,,,,,case rate,,5.54,,,,,,,case rate,,5.43,,,,,,,case rate,,5.54,,,,,,,case rate,,5.62,,,,,,,case rate,,5.54,,,,,,,case rate,,5.26,,,,,,,case rate,,5.59,,,,,,,case rate,,5.54,,,,,,,case rate,,5.65,,,,,,,case rate,,5.54,,,,,,,case rate,,5.54,,,,,,,case rate,,5.54,,,,,,,case rate,,5.65,,,,,,,case rate,,5.81,,,,,,,case rate,,5.54,,,,,,,case rate,,5.54,,,,,,,case rate,,5.54,,,,,,,case rate,,5.54,,,,,,,case rate,,5.62,,,,,,,case rate,,9.41,,,,,,,case rate,,5.54,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.895328,,,,,,,case rate,,2.895328,,,,,,,case rate,,2.895328,,,,,,,case rate,,2.895328,,,,,,,case rate,,2.895328,,,,,,,case rate,,2.895328,,,,,,,case rate,,2.895328,,,,,,,case rate,,2.895328,,,,,,,case rate,,2.895328,,,,,,,case rate,
Facility,"Inj, uzedy, 1 mg",9266,APC,,,,,,,,Outpatient,,,,,13.094874,42.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.094874,,,,,,,case rate,,,,,,,,,,,25.038,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.54,,,,,,,case rate,,25.04,,,,,,,case rate,,24.54,,,,,,,case rate,,25.04,,,,,,,case rate,,25.41,,,,,,,case rate,,25.04,,,,,,,case rate,,23.79,,,,,,,case rate,,25.29,,,,,,,case rate,,25.04,,,,,,,case rate,,25.54,,,,,,,case rate,,25.04,,,,,,,case rate,,25.04,,,,,,,case rate,,25.04,,,,,,,case rate,,25.54,,,,,,,case rate,,26.29,,,,,,,case rate,,25.04,,,,,,,case rate,,25.04,,,,,,,case rate,,25.04,,,,,,,case rate,,25.04,,,,,,,case rate,,25.41,,,,,,,case rate,,42.56,,,,,,,case rate,,25.04,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.094874,,,,,,,case rate,,13.094874,,,,,,,case rate,,13.094874,,,,,,,case rate,,13.094874,,,,,,,case rate,,13.094874,,,,,,,case rate,,13.094874,,,,,,,case rate,,13.094874,,,,,,,case rate,,13.094874,,,,,,,case rate,,13.094874,,,,,,,case rate,
Facility,"Inj, vegzelma, 10 mg",9159,APC,,,,,,,,Outpatient,,,,,20.901172,67.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.901172,,,,,,,case rate,,,,,,,,,,,39.964,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.76,,,,,,,case rate,,39.96,,,,,,,case rate,,39.16,,,,,,,case rate,,39.96,,,,,,,case rate,,40.56,,,,,,,case rate,,39.96,,,,,,,case rate,,37.97,,,,,,,case rate,,40.36,,,,,,,case rate,,39.96,,,,,,,case rate,,40.76,,,,,,,case rate,,39.96,,,,,,,case rate,,39.96,,,,,,,case rate,,39.96,,,,,,,case rate,,40.76,,,,,,,case rate,,41.96,,,,,,,case rate,,39.96,,,,,,,case rate,,39.96,,,,,,,case rate,,39.96,,,,,,,case rate,,39.96,,,,,,,case rate,,40.56,,,,,,,case rate,,67.94,,,,,,,case rate,,39.96,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.901172,,,,,,,case rate,,20.901172,,,,,,,case rate,,20.901172,,,,,,,case rate,,20.901172,,,,,,,case rate,,20.901172,,,,,,,case rate,,20.901172,,,,,,,case rate,,20.901172,,,,,,,case rate,,20.901172,,,,,,,case rate,,20.901172,,,,,,,case rate,
