 HC SENSITITRE TREK MIC,3008718607,CDM,300,RC,,,,Outpatient,,,243.00,121.50,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,1.15,,,,,,,fee schedule,1.00,206.55,
0.5MM FLOW CTRLR REF 3065,109876,LOCAL,278,RC,,,,Inpatient,,,243.75,121.88,North Central Secure Treatment Unit,North Central Secure Treatment Unit,87.75,,,,,,,percent of total billed charges,87.75,207.19,
1 KNEE TIB INSR PLUS X3 13,6095710,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,15470.00,
1 KNEE TIB INSR PLUS X3 16,6095711,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,15470.00,
1 KNEE TIB INSR PLUS X3 16,6095711,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - All Payer Rate,8026.20,,,,,,,percent of total billed charges,1.00,15470.00,
1 KNEE TIB INSR PLUS X3 22,6095713,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,15470.00,
1 KNEE TIB INSR PLUS X3 25,6095714,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Integrated Health Plan,Integrated Health Plan,10920.00,,,,,,,percent of total billed charges,1.00,15470.00,
1 KNEE TIB INSR PLUS X3 28,6095715,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,6552.00,15470.00,
1 KNEE TIB INSR PLUS X3 28,6095715,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Integrated Health Plan,Integrated Health Plan,10920.00,,,,,,,percent of total billed charges,1.00,15470.00,
1 KNEE TIB INSR PLUS X3 31,6095716,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Wyoming Seminary,Wyoming Seminary,12740.00,,,,,,,percent of total billed charges,6552.00,15470.00,
1 KNEE TIB INSR PLUS X3 31,6095716,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Aetna,Aetna,8517.60,,,,,,,percent of total billed charges,1.00,15470.00,
1 KNEE TIB INSR PLUS X3 9,6095708,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Congregation of the Sister Servants,Congregation of the Sister Servants,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
10F 11CM,6042489,LOCAL,278,RC,C1894,HCPCS,,Outpatient,,,67.60,33.80,North Central Secure Treatment Unit,North Central Secure Treatment Unit,24.34,,,,,,,percent of total billed charges,1.00,57.46,
11F 23CM BRITETIP,6042492,LOCAL,278,RC,C1894,HCPCS,,Outpatient,,,149.50,74.75,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,127.08,
12 FR 1.2 CM,110464,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,695.50,347.75,Medicaid,Medicaid,1.00,,,,,,,fee schedule,1.00,591.17,
12 FR 1.5 CM,110465,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Aetna,Aetna,295.07,,,,,,,percent of total billed charges,1.00,535.92,
12 FR 1.7 CM,110466,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,630.50,315.25,Integrated Health Plan,Integrated Health Plan,378.30,,,,,,,percent of total billed charges,226.98,535.92,
12 FR 1.7 CM,110466,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Jefferson Health Plan,Jefferson Health Plan - Managed Medicaid,1.20,,,,,,,fee schedule,1.00,535.92,
12 FR 2.0 CM,110467,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,630.50,315.25,Congregation of the Sister Servants,Congregation of the Sister Servants,535.92,,,,,,,percent of total billed charges,226.98,535.92,
12 FR 2.0 CM,110467,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Christian Healthcare Ministries,Christian Healthcare Ministries,315.25,,,,,,,percent of total billed charges,1.00,535.92,
12 FR 2.0 CM,110467,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,535.92,
12/14 COCR HD 28MM X +3.5 8,184684,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3129.75,1564.88,Blue Cross Blue Shield,Capital - Enhanced Network Rates,1093.85,,,,,,,percent of total billed charges,1.00,2660.29,
