HC LIPASE REF1,3008369002,CDM,300,RC,,,,Outpatient,,,233.00,116.50,Blue Cross Blue Shield,Capital - Enhanced Network Rates,81.43,,,,,,,percent of total billed charges,1.00,198.05,
HC LIPASE,3008369001,CDM,300,RC,,,,Outpatient,,,233.00,116.50,Medicaid,Medicaid,1.00,,,,,,,fee schedule,1.00,198.05,
HC LIPID PANEL,3008006101,CDM,300,RC,,,,Outpatient,,,272.00,136.00,Blue Cross Blue Shield,Capital - Enhanced Network Rates,95.06,,,,,,,percent of total billed charges,1.00,231.20,
HC LIPID PANEL,3008006101,CDM,300,RC,,,,Outpatient,,,272.00,136.00,Medicaid,Medicaid,1.00,,,,,,,fee schedule,1.00,231.20,
HC LIQUID PLASMA BLOOD COMPONENT NOC,3900909901,CDM,390,RC,,,,Inpatient,,,250.00,125.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,90.00,,,,,,,percent of total billed charges,90.00,212.50,
HC LIQUID PLASMA BLOOD COMPONENT NOC,3900909901,CDM,390,RC,,,,Outpatient,,,250.00,125.00,Blue Cross Blue Shield,Capital - Basic Network Rates,106.70,,,,,,,percent of total billed charges,1.00,212.50,
HC LIQUID PLASMA BLOOD COMPONENT NOC,3900909901,CDM,390,RC,,,,Outpatient,,,250.00,125.00,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,212.50,
HC LIVER DISEASE 10 ASSAYS W/NASH REF1,3000003001,CDM,300,RC,,,,Outpatient,,,1260.00,630.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,453.60,,,,,,,percent of total billed charges,1.00,1071.00,
HC LIVER DISEASE ANAL 3 BIOMARK ELF REF1,3008151701,CDM,300,RC,,,,Inpatient,,,1084.00,542.00,Multiplan,Beech Street,921.40,,,,,,,percent of total billed charges,390.24,921.40,
HC LIVER DISEASE ANAL 3 BIOMARK ELF REF1,3008151701,CDM,300,RC,,,,Outpatient,,,1084.00,542.00,Jefferson Health Plan,Jefferson Health Plan - Managed Medicaid,1.20,,,,,,,fee schedule,1.00,921.40,
HC LIVER ELASTOGRAPHY,4029120001,CDM,402,RC,91200,CPT,,Outpatient,,,934.00,467.00,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,1.15,,,,,,,fee schedule,1.00,793.90,
HC LIVER ELASTOGRAPHY,4029120001,CDM,402,RC,91200,CPT,,Outpatient,,,934.00,467.00,Blue Cross Blue Shield,Capital - Special Network Rates,228.46,,,,,,,percent of total billed charges,1.00,793.90,
HC LIVER ELASTOGRAPHY,4029120001,CDM,402,RC,91200,CPT,,Outpatient,,,934.00,467.00,Christian Healthcare Ministries,Christian Healthcare Ministries,467.00,,,,,,,percent of total billed charges,1.00,793.90,
HC LIVER ELASTOGRAPHY,4029120001,CDM,402,RC,91200,CPT,,Outpatient,,,934.00,467.00,UPMC for Life,UPMC For Life - Medicare Advantage,133.40,,,,,,,fee schedule,1.00,793.90,105.00% of Medicare
HC LOPRESSOR INJ,6360349007,CDM,636,RC,J3490,HCPCS,,Inpatient,,,19.65,9.82,North Central Secure Treatment Unit,North Central Secure Treatment Unit,7.07,,,,,,,percent of total billed charges,7.07,16.70,
HC LORAZEPAM 1 MG TAB,2500000003,CDM,250,RC,,,,Inpatient,,,1.10,0.55,Integrated Health Plan,Integrated Health Plan,0.66,,,,,,,percent of total billed charges,0.40,0.94,
HC LOW FREQUENCY ULTRASOUND (PT),4209761001,CDM,420,RC,97610,CPT,GP,Outpatient,,,676.00,338.00,Blue Cross Blue Shield,Capital - Enhanced Network Rates,236.26,,,,,,,percent of total billed charges,1.00,990.90,
HC LOW FREQUENCY ULTRASOUND (PT),4209761001,CDM,420,RC,97610,CPT,GP,Outpatient,,,676.00,338.00,Multiplan,Beech Street,574.60,,,,,,,percent of total billed charges,1.00,990.90,
HC LOW FREQUENCY ULTRASOUND (PT),4209761001,CDM,420,RC,97610,CPT,GP,Outpatient,,,676.00,338.00,Wyoming Seminary,Wyoming Seminary,473.20,,,,,,,percent of total billed charges,1.00,990.90,
HC LSO FLEXION CONTROL CUSTOM,2740063401,CDM,274,RC,L0634,HCPCS,,Inpatient,,,3998.00,1999.00,Congregation of the Sister Servants,Congregation of the Sister Servants,3398.30,,,,,,,percent of total billed charges,1439.28,3398.30,
HC LSO R POST PNL SJ-T9 PRE CST,2740063001,CDM,274,RC,L0630,HCPCS,,Inpatient,,,1120.00,560.00,Aetna,First Health Network,733.60,,,,,,,percent of total billed charges,403.20,952.00,
HC LSO R POST PNL SJ-T9 PRE CST,2740063001,CDM,274,RC,L0630,HCPCS,,Outpatient,,,1120.00,560.00,Integrated Health Plan,Integrated Health Plan,672.00,,,,,,,percent of total billed charges,1.00,952.00,
HC LSO R POST PNL SJ-T9 PRE CST,2740063001,CDM,274,RC,L0630,HCPCS,,Outpatient,,,1120.00,560.00,Multiplan,Beech Street,952.00,,,,,,,percent of total billed charges,1.00,952.00,
HC LSO S/C SHELL/PANEL CUSTOM,2740064001,CDM,274,RC,L0640,HCPCS,,Inpatient,,,6890.00,3445.00,Aetna,First Health Network,4512.95,,,,,,,percent of total billed charges,2480.40,5856.50,
HC LSO S/C SHELL/PANEL CUSTOM,2740064001,CDM,274,RC,L0640,HCPCS,,Inpatient,,,6890.00,3445.00,Intergroup Services,Intergroup Services,5856.50,,,,,,,percent of total billed charges,2480.40,5856.50,
HC LSO SAGITTAL RIGID PANEL CUSTOM,2740063601,CDM,274,RC,L0636,HCPCS,,Inpatient,,,7483.00,3741.50,Intergroup Services,Intergroup Services,6360.55,,,,,,,percent of total billed charges,2693.88,6360.55,
HC LSO SAGITTAL RIGID PANEL CUSTOM,2740063601,CDM,274,RC,L0636,HCPCS,,Outpatient,,,7483.00,3741.50,Shepard International Health Care,Shepard International Health Care - Allegheny International,3741.50,,,,,,,percent of total billed charges,1.00,6360.55,
HC LSO SAGITTAL RIGID PANEL CUSTOM,2740063601,CDM,274,RC,L0636,HCPCS,,Outpatient,,,7483.00,3741.50,United Healthcare,United Healthcare - Client Specific Rate,3816.33,,,,,,,percent of total billed charges,1.00,6360.55,
HC LT HEART ART/GRAFT ANGIO,4819345901,CDM,481,RC,93459,CPT,,Inpatient,,,46934.00,23467.00,Congregation of the Sister Servants,Congregation of the Sister Servants,39893.90,,,,,,,percent of total billed charges,16896.24,39893.90,
HC LT HEART ART/GRAFT ANGIO,4819345901,CDM,481,RC,93459,CPT,,Inpatient,,,46934.00,23467.00,Intergroup Services,Intergroup Services,39893.90,,,,,,,percent of total billed charges,16896.24,39893.90,
HC LT HEART ART/GRAFT ANGIO,4819345901,CDM,481,RC,93459,CPT,,Outpatient,,,46934.00,23467.00,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.03,,,,,,,fee schedule,1.00,39893.90,
HC LT HEART ART/VENTRICLE ANGIO,4819345801,CDM,481,RC,93458,CPT,,Inpatient,,,44546.00,22273.00,Intergroup Services,Intergroup Services,37864.10,,,,,,,percent of total billed charges,16036.56,37864.10,
HC LT HEART ART/VENTRICLE ANGIO,4819345801,CDM,481,RC,93458,CPT,,Outpatient,,,44546.00,22273.00,Blue Cross Blue Shield,Highmark BC/BS,16011.35,,,,,,,fee schedule,1.00,37864.10,500.22% of Medicare
HC LT HEART ART/VENTRICLE ANGIO,4819345801,CDM,481,RC,93458,CPT,,Outpatient,,,44546.00,22273.00,Wyoming Seminary,Wyoming Seminary,31182.20,,,,,,,percent of total billed charges,1.00,37864.10,
HC LT HEART CATH TRNSPTL PUNCTURE,4819346201,CDM,481,RC,93462,CPT,,Outpatient,,,21271.00,10635.50,Congregation of the Sister Servants,Congregation of the Sister Servants,18080.35,,,,,,,percent of total billed charges,1.00,18080.35,
HC LT HEART CATH TRNSPTL PUNCTURE,4819346201,CDM,481,RC,93462,CPT,,Outpatient,,,21271.00,10635.50,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.03,,,,,,,fee schedule,1.00,18080.35,
HC LT HRT CATH CHD NML/ABNML NATIVE CONN,4819359501,CDM,481,RC,93595,CPT,,Inpatient,,,8501.00,4250.50,Multiplan,Multiplan/Private Health Care System,7225.85,,,,,,,percent of total billed charges,3060.36,7225.85,
HC LUMBAR DEROTATION PAD,2740124001,CDM,274,RC,L1240,HCPCS,,Outpatient,,,605.00,302.50,Cigna,Cigna,259.42,,,,,,,percent of total billed charges,1.00,514.25,
HC LUTENIZING HORMONE LH,3008300201,CDM,300,RC,,,,Outpatient,,,448.00,224.00,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,380.80,
HC LWR EXTR FASCIAL BLOCK UNI INF W/IG,3706447401,CDM,370,RC,64474,CPT,50,Inpatient,,,3441.00,1720.50,Christian Healthcare Ministries,Christian Healthcare Ministries,1720.50,,,,,,,percent of total billed charges,125.00,2924.85,
HC LWR EXTR FASCIAL BLOCK UNI INF W/IG,3706447401,CDM,370,RC,64474,CPT,50,Outpatient,,,3441.00,1720.50,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,2924.85,
HC LWR EXTR FASCIAL BLOCK UNI INJ W/IG,3706447301,CDM,370,RC,64473,CPT,,Outpatient,,,2085.00,1042.50,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,1.15,,,,,,,fee schedule,1.00,1772.25,
HC LWR EXTR FASCIAL BLOCK UNI INJ W/IG,3706447301,CDM,370,RC,64473,CPT,,Outpatient,,,2085.00,1042.50,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.03,,,,,,,fee schedule,1.00,1772.25,
HC LWR EXTR FASCIAL BLOCK UNI INJ W/IG,3706447301,CDM,370,RC,64473,CPT,50,Outpatient,,,3128.00,1564.00,Blue Cross Blue Shield,Capital - Special Network Rates,765.11,,,,,,,percent of total billed charges,1.00,2658.80,
HC LWR EXTR FASCIAL BLOCK UNI INJ W/IG,3706447301,CDM,370,RC,64473,CPT,50,Outpatient,,,3128.00,1564.00,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.03,,,,,,,fee schedule,1.00,2658.80,
HC LYMPH CHORIOMENINGITS IGM AB CSF REF2,3008672702,CDM,300,RC,,,,Inpatient,,,89.00,44.50,Wyoming Seminary,Wyoming Seminary,62.30,,,,,,,percent of total billed charges,32.04,75.65,
HC LYMPH CHORIOMENINGITS IGM AB CSF REF2,3008672702,CDM,300,RC,,,,Outpatient,,,89.00,44.50,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,75.65,
HC LYMPH CHORIOMENINGITS IGM AB CSF REF4,3008672704,CDM,300,RC,,,,Inpatient,,,89.00,44.50,Intergroup Services,Intergroup Services,75.65,,,,,,,percent of total billed charges,32.04,75.65,
HC LYMPH CHORIOMENINGITS IGM AB CSF REF4,3008672704,CDM,300,RC,,,,Outpatient,,,89.00,44.50,Multiplan,Multiplan/Private Health Care System,75.65,,,,,,,percent of total billed charges,1.00,75.65,
HC LYMPHOCYTE PROLIF MITOGN AG IND REF11,3008635311,CDM,300,RC,,,,Outpatient,,,1101.00,550.50,Cigna,Cigna,472.11,,,,,,,percent of total billed charges,1.00,935.85,
HC LYMPHOCYTE PROLIF MITOGN AG IND REF13,3008635313,CDM,300,RC,,,,Outpatient,,,1101.00,550.50,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,935.85,
HC LYMPHOCYTE PROLIF MITOGN AG IND REF14,3008635314,CDM,300,RC,,,,Inpatient,,,1101.00,550.50,Christian Healthcare Ministries,Christian Healthcare Ministries,550.50,,,,,,,percent of total billed charges,396.36,935.85,
HC LYMPHOCYTE PROLIF MITOGN AG IND REF14,3008635314,CDM,300,RC,,,,Outpatient,,,1101.00,550.50,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,935.85,
HC LYMPHOCYTE PROLIF MITOGN AG IND REF15,3008635315,CDM,300,RC,,,,Outpatient,,,1101.00,550.50,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.03,,,,,,,fee schedule,1.00,935.85,
HC LYNCH SYNDRME MSH2 FULL GENE SEQ REF5,3008129504,CDM,300,RC,,,,Outpatient,,,1740.00,870.00,Blue Cross Blue Shield,Capital - Special Network Rates,425.60,,,,,,,percent of total billed charges,1.00,1479.00,
HC LYNCH SYNDRME MSH6 FULL GENE SEQ REF6,3008129805,CDM,300,RC,,,,Outpatient,,,2249.00,1124.50,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.03,,,,,,,fee schedule,1.00,1911.65,
HC LYNCH SYNDRME MSH6 FULL GENE SEQ REF6,3008129805,CDM,300,RC,,,,Outpatient,,,2249.00,1124.50,Medicaid,Medicaid,1.00,,,,,,,fee schedule,1.00,1911.65,
HC LYNCH SYNDROME MLH1 GENE DEL/DUP REF5,3008129403,CDM,300,RC,,,,Inpatient,,,1041.00,520.50,Shepard International Health Care,Shepard International Health Care - Allegheny International,520.50,,,,,,,percent of total billed charges,374.76,884.85,
HC LYNCH SYNDROME MLH1 GENE DEL/DUP REF5,3008129403,CDM,300,RC,,,,Outpatient,,,1041.00,520.50,Aetna,Aetna,487.19,,,,,,,percent of total billed charges,1.00,884.85,
HC LYNCH SYNDROME MSH2 GENE DEL/DUP REF5,3008129705,CDM,300,RC,,,,Inpatient,,,1026.00,513.00,Christian Healthcare Ministries,Christian Healthcare Ministries,513.00,,,,,,,percent of total billed charges,369.36,872.10,
HC LYNCH SYNDROME MSH2 GENE DEL/DUP REF5,3008129705,CDM,300,RC,,,,Inpatient,,,1026.00,513.00,Multiplan,Multiplan/Private Health Care System,872.10,,,,,,,percent of total billed charges,369.36,872.10,
HC LYNCH SYNDROME MSH6 GENE DEL/DUP REF5,3008130005,CDM,300,RC,,,,Inpatient,,,1250.00,625.00,Shepard International Health Care,Shepard International Health Care - Allegheny International,625.00,,,,,,,percent of total billed charges,450.00,1062.50,
HC LYNCH SYNDROME PMS2 GENE DEL/DUP REF4,3008131904,CDM,300,RC,,,,Inpatient,,,884.00,442.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,318.24,,,,,,,percent of total billed charges,318.24,751.40,
HC LYNCH SYNDROME PMS2 GENE DEL/DUP REF4,3008131904,CDM,300,RC,,,,Outpatient,,,884.00,442.00,Shepard International Health Care,Shepard International Health Care - Allegheny International,442.00,,,,,,,percent of total billed charges,1.00,751.40,
HC LYSIS/EXCISE PENILE POST CIRC,5105416201,CDM,510,RC,54162,CPT,,Outpatient,,,6364.00,3182.00,Ambetter,Ambetter,6810.88,,,,,,,fee schedule,1.00,10324.05,330.00% of Medicare
HC LYSIS/EXCISE PENILE POST CIRC,5105416201,CDM,510,RC,54162,CPT,,Outpatient,,,6364.00,3182.00,Integrated Health Plan,Integrated Health Plan,3818.40,,,,,,,percent of total billed charges,1.00,10324.05,
HC LYSOSOMAL ACID LIP ENZ CELL ACT REF8,3008265708,CDM,300,RC,,,,Outpatient,,,740.00,370.00,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.03,,,,,,,fee schedule,1.00,629.00,
HC LYSOSOMAL ENZYME CELL ACTIVITY REF7,3008265707,CDM,300,RC,,,,Outpatient,,,740.00,370.00,Jefferson Health Plan,Jefferson Health Plan - Managed Medicaid,1.20,,,,,,,fee schedule,1.00,629.00,
HC M TUBERCULOSIS  AMP PROBE,3008755605,CDM,300,RC,,,,Inpatient,,,283.00,141.50,Shepard International Health Care,Shepard International Health Care - Allegheny International,141.50,,,,,,,percent of total billed charges,101.88,240.55,
HC M TUBERCULOSIS AMP PROBE MTB,3008755601,CDM,300,RC,,,,Outpatient,,,283.00,141.50,Aetna,Aetna,132.44,,,,,,,percent of total billed charges,1.00,240.55,
HC M TUBERCULOSIS RIFAM RESIST AMP PRB,3008756401,CDM,300,RC,,,,Outpatient,,,283.00,141.50,Jefferson Health Plan,Jefferson Health Plan - Managed Medicaid,1.20,,,,,,,fee schedule,1.00,240.55,
HC M TUBERECULOSIS RIFAMP RESIST AMP PRB,3008756402,CDM,300,RC,,,,Outpatient,,,283.00,141.50,United Healthcare,United Healthcare - Managed Medicaid,1.47,,,,,,,fee schedule,1.00,240.55,
HC MAG AB IMMUNOASSAY QUANT NOS REF33,3008352037,CDM,300,RC,,,,Outpatient,,,433.00,216.50,Aetna,First Health Network,283.62,,,,,,,percent of total billed charges,1.00,368.05,
HC MAG AB IMMUNOASSAY QUANT NOS REF33,3008352037,CDM,300,RC,,,,Outpatient,,,433.00,216.50,Christian Healthcare Ministries,Christian Healthcare Ministries,216.50,,,,,,,percent of total billed charges,1.00,368.05,
HC MAG AB WESTERN BLOT EN REF3,3008418203,CDM,300,RC,,,,Outpatient,,,694.00,347.00,Multiplan,Multiplan/Private Health Care System,589.90,,,,,,,percent of total billed charges,1.00,589.90,
HC MAG AB WITH REFLEX WEST BLOT REF3,3008418103,CDM,300,RC,,,,Outpatient,,,446.00,223.00,Cigna,Cigna,191.24,,,,,,,percent of total billed charges,1.00,379.10,
HC MAG AUTOANTIBODY IA QUANT REF39,3008352043,CDM,300,RC,,,,Outpatient,,,433.00,216.50,Multiplan,Beech Street,368.05,,,,,,,percent of total billed charges,1.00,368.05,
HC MAG ELISA REF34,3008352038,CDM,300,RC,,,,Outpatient,,,433.00,216.50,Shepard International Health Care,Shepard International Health Care - Allegheny International,216.50,,,,,,,percent of total billed charges,1.00,368.05,
HC MAG IGM AB QUANT EIA CSF REF88,3008352093,CDM,300,RC,,,,Inpatient,,,433.00,216.50,Shepard International Health Care,Shepard International Health Care - Allegheny International,216.50,,,,,,,percent of total billed charges,155.88,368.05,
HC MAG IGM AB QUANT EIA CSF REF88,3008352093,CDM,300,RC,,,,Outpatient,,,433.00,216.50,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,1.15,,,,,,,fee schedule,1.00,368.05,
HC MAG IGM AB WESTERN BLOT CSF REF48,3008418248,CDM,300,RC,,,,Inpatient,,,694.00,347.00,Integrated Health Plan,Integrated Health Plan,416.40,,,,,,,percent of total billed charges,249.84,589.90,
HC MAG SGPG AB IGM EIA QNT NOS REF36,3008352040,CDM,300,RC,,,,Inpatient,,,433.00,216.50,Aetna,First Health Network,283.62,,,,,,,percent of total billed charges,155.88,368.05,
HC MAG SGPG AB IGM EIA QNT NOS REF36,3008352040,CDM,300,RC,,,,Inpatient,,,433.00,216.50,Christian Healthcare Ministries,Christian Healthcare Ministries,216.50,,,,,,,percent of total billed charges,155.88,368.05,
HC MAG SGPG AB IMMUNOASSAY QNT NOS REF35,3008352039,CDM,300,RC,,,,Inpatient,,,433.00,216.50,Integrated Health Plan,Integrated Health Plan,259.80,,,,,,,percent of total billed charges,155.88,368.05,
HC MAG SGPG AB IMMUNOASSAY QNT NOS REF35,3008352039,CDM,300,RC,,,,Outpatient,,,433.00,216.50,Blue Cross Blue Shield,Capital - Special Network Rates,105.91,,,,,,,percent of total billed charges,1.00,368.05,
HC MAGNESIUM 24 HOUR URINE REF2,3008373503,CDM,300,RC,,,,Outpatient,,,174.00,87.00,Aetna,First Health Network,113.97,,,,,,,percent of total billed charges,1.00,147.90,
HC MAGNESIUM 24 HOUR URINE REF7,3008373508,CDM,300,RC,,,,Outpatient,,,174.00,87.00,Aetna,First Health Network,113.97,,,,,,,percent of total billed charges,1.00,147.90,
HC MAGNESIUM 24 HOUR URINE REF7,3008373508,CDM,300,RC,,,,Outpatient,,,174.00,87.00,Shepard International Health Care,Shepard International Health Care - Allegheny International,87.00,,,,,,,percent of total billed charges,1.00,147.90,
HC MAGNESIUM 24 HOUR URINE REF7,3008373508,CDM,300,RC,,,,Outpatient,,,174.00,87.00,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,147.90,
HC MAGNESIUM RANDOM URINE REF1,3008373502,CDM,300,RC,,,,Outpatient,,,174.00,87.00,Medicaid,Medicaid,1.00,,,,,,,fee schedule,1.00,147.90,
HC MAGNESIUM STOOL REF4,3008373505,CDM,300,RC,,,,Inpatient,,,174.00,87.00,Congregation of the Sister Servants,Congregation of the Sister Servants,147.90,,,,,,,percent of total billed charges,62.64,147.90,
HC MAGNESIUM STOOL REF4,3008373505,CDM,300,RC,,,,Outpatient,,,174.00,87.00,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,147.90,
HC MAGNESIUM SULFATE PER 500MG IN,6360347501,CDM,636,RC,J3475,HCPCS,,Outpatient,,,7.24,3.62,United Healthcare,United Healthcare - Managed Medicaid,0.41,,,,,,,fee schedule,0.41,6.15,
HC MAGNESIUM URINE REF5,3008373506,CDM,300,RC,,,,Outpatient,,,174.00,87.00,Integrated Health Plan,Integrated Health Plan,104.40,,,,,,,percent of total billed charges,1.00,147.90,
HC MAGNESIUM URINE REF6,3008373507,CDM,300,RC,,,,Outpatient,,,174.00,87.00,Shepard International Health Care,Shepard International Health Care - Allegheny International,87.00,,,,,,,percent of total billed charges,1.00,147.90,
HC MALIG HYPERTHERMIA SUSCEPT PANL REF54,3008147955,CDM,300,RC,,,,Outpatient,,,102.00,51.00,Intergroup Services,Intergroup Services,86.70,,,,,,,percent of total billed charges,1.00,86.70,
HC MALIG HYPERTHERMIA SUSCEPT PANL REF54,3008147955,CDM,300,RC,,,,Outpatient,,,102.00,51.00,Multiplan,Beech Street,86.70,,,,,,,percent of total billed charges,1.00,86.70,
HC MALIG HYPERTHERMIA SUSCEPT PANL REF54,3008147955,CDM,300,RC,,,,Outpatient,,,102.00,51.00,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,86.70,
HC MAMMAPRINT ONC BREAST MRNA GENES REF1,3008152101,CDM,300,RC,,,,Inpatient,,,14537.00,7268.50,Wyoming Seminary,Wyoming Seminary,10175.90,,,,,,,percent of total billed charges,5233.32,12356.45,
HC MANGANESE RBC REF2,3008378502,CDM,300,RC,,,,Inpatient,,,322.00,161.00,Congregation of the Sister Servants,Congregation of the Sister Servants,273.70,,,,,,,percent of total billed charges,115.92,273.70,
HC MANGANESE RBC REF2,3008378502,CDM,300,RC,,,,Inpatient,,,322.00,161.00,Multiplan,Multiplan/Private Health Care System,273.70,,,,,,,percent of total billed charges,115.92,273.70,
HC MANGANESE RBC REF2,3008378502,CDM,300,RC,,,,Outpatient,,,322.00,161.00,Jefferson Health Plan,Jefferson Health Plan - Managed Medicaid,1.20,,,,,,,fee schedule,1.00,273.70,
HC MANGANESE RBC REF2,3008378502,CDM,300,RC,,,,Outpatient,,,322.00,161.00,Wyoming Seminary,Wyoming Seminary,225.40,,,,,,,percent of total billed charges,1.00,273.70,
HC MANGANESE REF1,3008378501,CDM,300,RC,,,,Inpatient,,,322.00,161.00,Christian Healthcare Ministries,Christian Healthcare Ministries,161.00,,,,,,,percent of total billed charges,115.92,273.70,
HC MANUAL THERAPY 15 MIN (OT),4309714001,CDM,430,RC,97140,CPT,GO,Outpatient,,,413.00,206.50,UPMC for Life,UPMC For Life - Medicare Advantage,28.35,,,,,,,fee schedule,1.00,351.05,105.00% of Medicare
HC MARIJUANA CONFIRM GCMS MECONIUM REF12,3008034913,CDM,300,RC,,,,Inpatient,,,350.00,175.00,Multiplan,Beech Street,297.50,,,,,,,percent of total billed charges,126.00,297.50,
HC MARIJUANA GCMS MECONIUM REF2,3008034903,CDM,300,RC,,,,Inpatient,,,350.00,175.00,Congregation of the Sister Servants,Congregation of the Sister Servants,297.50,,,,,,,percent of total billed charges,126.00,297.50,
HC MARIJUANA GCMS MECONIUM REF2,3008034903,CDM,300,RC,,,,Outpatient,,,350.00,175.00,Blue Cross Blue Shield,Capital - Special Network Rates,85.61,,,,,,,percent of total billed charges,1.00,297.50,
HC MARSUPIALIZATION BARTHOLINS GLAND,5105644001,CDM,510,RC,56440,CPT,,Inpatient,,,7832.00,3916.00,Shepard International Health Care,Shepard International Health Care - Allegheny International,3916.00,,,,,,,percent of total billed charges,2819.52,6657.20,
HC MASS SPEC AND TANDEM MS(MS/MS) REF1,3008378901,CDM,300,RC,,,,Inpatient,,,96.00,48.00,Aetna,First Health Network,62.88,,,,,,,percent of total billed charges,34.56,81.60,
HC MASS SPEC AND TANDEM MS(MS/MS) REF2,3008378902,CDM,300,RC,,,,Outpatient,,,96.00,48.00,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.03,,,,,,,fee schedule,1.00,81.60,
HC MASS SPEC AND TANDEM MS(MS/MS) REF4,3008378904,CDM,300,RC,,,,Outpatient,,,96.00,48.00,Aetna,Aetna,44.93,,,,,,,percent of total billed charges,1.00,81.60,
HC MASSAGE THERAPY 15 MIN (OT),4309712401,CDM,430,RC,97124,CPT,GO,Outpatient,,,198.00,99.00,Intergroup Services,Intergroup Services,168.30,,,,,,,percent of total billed charges,1.00,168.30,
HC MASSAGE THERAPY 15 MIN (PT),4209712401,CDM,420,RC,97124,CPT,GP,Outpatient,,,198.00,99.00,Aetna,First Health Network,129.69,,,,,,,percent of total billed charges,1.00,168.30,
HC MASSAGE THERAPY 15 MIN (PT),4209712401,CDM,420,RC,97124,CPT,GP,Outpatient,,,198.00,99.00,Medicaid,Medicaid,1.00,,,,,,,fee schedule,1.00,168.30,
HC MAX VOLVENTILATION,4609420001,CDM,460,RC,94200,CPT,,Inpatient,,,1059.00,529.50,Intergroup Services,Intergroup Services,900.15,,,,,,,percent of total billed charges,381.24,900.15,
HC MAX VOLVENTILATION,4609420001,CDM,460,RC,94200,CPT,,Inpatient,,,1059.00,529.50,Multiplan,Beech Street,900.15,,,,,,,percent of total billed charges,381.24,900.15,
HC MAXILLARY SINUSOSCOPY,5103123301,CDM,510,RC,31233,CPT,,Outpatient,,,3875.00,1937.50,Blue Cross Blue Shield,Capital - Special Network Rates,947.83,,,,,,,percent of total billed charges,1.00,3293.75,
HC MAXILLARY SINUSOSCOPY,5103123301,CDM,510,RC,31233,CPT,50,Outpatient,,,5813.00,2906.50,Aetna,First Health Network,3807.52,,,,,,,percent of total billed charges,1.00,4941.05,
HC MDA MDEA MDMA REF1,3008035902,CDM,300,RC,,,,Outpatient,,,113.00,56.50,United Healthcare,United Healthcare - All Payer Rate,49.83,,,,,,,percent of total billed charges,1.00,96.05,
HC MDA MDEA MDMA REF3,3008035904,CDM,300,RC,,,,Inpatient,,,113.00,56.50,Multiplan,Multiplan/Private Health Care System,96.05,,,,,,,percent of total billed charges,40.68,96.05,
HC MDA MEDA MDMA,3008035901,CDM,300,RC,,,,Outpatient,,,113.00,56.50,North Central Secure Treatment Unit,North Central Secure Treatment Unit,40.68,,,,,,,percent of total billed charges,1.00,96.05,
HC MEASURE POST VOIDING RESIDUAL (ED),4505179801,CDM,450,RC,51798,CPT,,Outpatient,,,683.00,341.50,Jefferson Health Plan,Jefferson Health Plan - Managed Medicaid,1.20,,,,,,,fee schedule,1.00,580.55,
HC MEASURE POST VOIDING RESIDUAL (ED),4505179801,CDM,450,RC,51798,CPT,,Outpatient,,,683.00,341.50,Medicare,Black Lung - Medicare Advantage,65.82,,,,,,,fee schedule,1.00,580.55,113.00% of Medicare
HC MEASURE POST VOIDING RESIDUAL (ED),4505179801,CDM,450,RC,51798,CPT,,Outpatient,,,683.00,341.50,Shepard International Health Care,Shepard International Health Care - Allegheny International,341.50,,,,,,,percent of total billed charges,1.00,580.55,
HC MEASURE POST VOIDING RESIDUAL,5105179801,CDM,510,RC,51798,CPT,,Inpatient,,,683.00,341.50,Congregation of the Sister Servants,Congregation of the Sister Servants,580.55,,,,,,,percent of total billed charges,245.88,580.55,
HC MEASURE POST VOIDING RESIDUAL,5105179801,CDM,510,RC,51798,CPT,,Outpatient,,,683.00,341.50,Prison Health Services,Prison Health Services,58.24,,,,,,,fee schedule,1.00,580.55,100.00% of Medicare
