facility,0.9% Nacl 150ml (Ns),PX-0983004034,CDM,-,LOCAL,0258,RC,,,,both,,,10.36,4.14,COOK CHILDREN HEALTH PLAN [1380],COOK CHILDRENS STAR KIDS [138005],1.64,15.87,,,,,0,1.57,8.37,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,0.9%Nacl 100ml,PX-0983007867,CDM,-,LOCAL,0258,RC,,,,both,,,9.51,3.8,MOLINA [1382],MOLINA CHIP [138201],1.58,16.63,,,,,0,1.44,7.69,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,018 HT CONNECT 250T 300 CM,SUP-421001,CDM,C1769,HCPCS,0278,RC,,,,both,,,15,6,BLUE CROSS BLUE SHIELD [1012],BLUE CROSS BLUE SHIELD HMO [101208],10.80,72.00,,,,,0,3.14,10.80,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1 Stg Dstl Hypospadias Rpr W/Urtp Skin Flaps,CASE-54324,LOCAL,54324,CPT,0360,RC,,,,outpatient,,,17339.72,6935.89,COOK CHILDREN HEALTH PLAN [1380],COOK CHILDRENS STAR KIDS [138005],1200.05,,Fee schedule rate ($1 200.05). The first unit reimbursed at 100%.,,,,0,1200.05,13004.79,fee schedule,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1 Stg Dstl Hypospadias Rpr W/Urtp Skin Flaps,CASE-54324,LOCAL,54324,CPT,0360,RC,,,,outpatient,,,17339.72,6935.89,MOLINA [1382],MOLINA RSA MEDICAID [138203],1322.56,,Fee schedule rate ($1 322.56). The first unit reimbursed at 100%.,,,,0,1200.05,13004.79,fee schedule,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.0MM CRUCIFORM SCREWDRIVER BL ADE WITH HOLDING SLEEVE,SUP-401848,CDM,C2629,HCPCS,0272,RC,,,,both,,,15,6,PARKLAND COMMUNITY HEALTH PLAN [1056],Parkland STAR [105600],11.57,77.15,,13.56,13.56,13.56,1 through 10,2.27,12.12,percent of total billed charges,,
facility,1.5 MICRO TWIST DRILL 14MM,SUP-416730,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,AETNA BETTER HEALTH [1317],BELOW FPIL AETNA CHIP PERINATE [131702],57.99,15.88,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 14MM,SUP-416730,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,PARKLAND COMMUNITY HEALTH PLAN [1056],Parkland STAR [105600],281.77,77.15,,186.28,146.80,296.31,20,55.22,295.19,percent of total billed charges,,
facility,1.5 MICRO TWIST DRILL 4MM,SUP-416727,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,COOK CHILDREN HEALTH PLAN [1380],COOK CHILDREN STAR MEDICAID [138000],57.98,15.87,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 4MM,SUP-416727,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,MOLINA [1382],MOLINA STAR PLUS [138200],225.95,61.87,,390.26,390.26,390.26,21,55.22,295.19,percent of total billed charges,,
facility,1.5 MICRO TWIST DRILL 6MM,SUP-416728,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,COOK CHILDREN HEALTH PLAN [1380],COOK CHILDRENS CHIP [138006],57.98,15.87,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X3.5MM HT SD RAPIDFIRE SCR,SUP-408689,CDM,C1713,HCPCS,0278,RC,,,,both,,,229.71,91.88,SUPERIOR HEALTH PLAN [1402],SUPERIOR STAR HEALTH FOSTER CARE [140200],36.48,15.88,,,,,0,34.73,185.68,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X3.5MM X-DR TF EM SCREW  EA,SUP-408697,CDM,C1713,HCPCS,0278,RC,,,,both,,,288.11,115.24,BLUE CROSS BLUE SHIELD [1012],BCBS TRADITIONAL [101200],207.44,72.00,,,,,0,43.56,232.88,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X3.5MM X-DR TF SD SCREW 5PK,SUP-408765,CDM,C1713,HCPCS,0278,RC,,,,both,,,288.89,115.56,POINT COMFORT UNDERWRITERS [1801],POINT COMFORT UNDERWRITERS [180100],48.04,16.63,,,,,0,43.68,233.51,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X38 TRANSFIX 2X10 CENT THR,SUP-418156,CDM,C1713,HCPCS,0278,RC,,,,both,,,242.69,97.08,PROCARE ADVANTAGE [2104],PROCARE ADVANTAGE [210400],51.45,21.20,,,,,0,36.69,196.17,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X43 TRANSFIX 2X12 CENT THR,SUP-418157,CDM,C1713,HCPCS,0278,RC,,,,both,,,242.69,97.08,AETNA BETTER HEALTH [1317],BELOW FPIL AETNA CHIP PERINATE [131702],38.54,15.88,,,,,0,36.69,196.17,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X43 TRANSFIX 2X12 CENT THR,SUP-418157,CDM,C1713,HCPCS,0278,RC,,,,both,,,242.69,97.08,PROCARE ADVANTAGE [2104],PROCARE ADVANTAGE [210400],51.45,21.20,,,,,0,36.69,196.17,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X4MM X-DRIVE TFSD SCREW 5PK,SUP-408766,CDM,C1713,HCPCS,0278,RC,,,,both,,,288.89,115.56,POINT COMFORT UNDERWRITERS [1801],POINT COMFORT UNDERWRITERS [180100],48.04,16.63,,,,,0,43.68,233.51,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X5MM HT SD RAPIDFIRE SCR,SUP-408691,CDM,C1713,HCPCS,0278,RC,,,,both,,,229.71,91.88,POINT COMFORT UNDERWRITERS [1801],POINT COMFORT UNDERWRITERS [180100],38.20,16.63,,,,,0,34.73,185.68,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X5MM HT SD RAPIDFIRE SCR,SUP-408691,CDM,C1713,HCPCS,0278,RC,,,,both,,,229.71,91.88,PROCARE ADVANTAGE [2104],PROCARE ADVANTAGE [210400],48.70,21.20,,,,,0,34.73,185.68,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
