facility,0.9% Nacl 1000ml (Ns),PX-0943004032,CDM,-,LOCAL,0258,RC,,,,both,,,40.44,16.18,CIGNA [1021],CIGNA [102100],24.26,60.00,,,,,0,6.11,32.69,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,0.9% Nacl 1000ml (Ns),PX-0983004032,CDM,-,LOCAL,0258,RC,,,,both,,,40.44,16.18,BLUE CROSS BLUE SHIELD [1012],BCBS TRADITIONAL [101200],29.12,72.00,,,,,0,6.11,32.69,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,0.9% Nacl 1000ml (Ns),PX-0983004032,CDM,-,LOCAL,0258,RC,,,,both,,,40.44,16.18,COOK CHILDREN HEALTH PLAN [1380],COOK CHILDREN STAR MEDICAID [138000],6.42,15.87,,,,,0,6.11,32.69,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,0.9% Nacl 150ml (Ns),PX-0983004034,CDM,-,LOCAL,0258,RC,,,,both,,,10.36,4.14,MOLINA [1382],MOLINA STAR PLUS [138200],6.41,61.87,,,,,0,1.57,8.37,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,0.9%Nacl 100ml,PX-0983007867,CDM,-,LOCAL,0258,RC,,,,both,,,9.51,3.8,COOK CHILDREN HEALTH PLAN [1380],COOK CHILDRENS STAR KIDS [138005],1.51,15.87,,,,,0,1.44,7.69,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,018 HT CONNECT 250T 300 CM,SUP-421001,CDM,C1769,HCPCS,0278,RC,,,,both,,,15,6,BLUE CROSS BLUE SHIELD [1012],BCBS TRADITIONAL [101200],10.80,72.00,,,,,0,3.14,10.80,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.0MM CRUCIFORM SCREWDRIVER BL ADE WITH HOLDING SLEEVE,SUP-401848,CDM,C2629,HCPCS,0272,RC,,,,both,,,15,6,AETNA BETTER HEALTH [1317],ABOVE FPIL AETNA CHIP PERINATE [131703],2.38,15.88,,,,,0,2.27,12.12,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.0MM CRUCIFORM SCREWDRIVER BL ADE WITH HOLDING SLEEVE,SUP-401848,CDM,C2629,HCPCS,0272,RC,,,,both,,,15,6,WELLPOINT [1007],WELLPOINT STAR KIDS [100706],8.64,57.60,,,,,0,2.27,12.12,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 14MM,SUP-416730,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,AETNA BETTER HEALTH [1317],ABOVE FPIL AETNA CHIP PERINATE [131703],57.99,15.88,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 14MM,SUP-416730,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,UNITED HEALTHCARE OF TX [1079],UHC - UMR [107903],243.58,66.70,,1688.54,1314.02,7495.41,1 through 10,55.22,295.19,percent of total billed charges,,
