facility,0.9% Nacl 1000ml (Ns),PX-0983004032,CDM,-,LOCAL,0258,RC,,,,both,,,40.44,16.18,AETNA BETTER HEALTH [1317],BELOW FPIL AETNA CHIP PERINATE [131702],6.42,15.88,,,,,0,6.11,32.69,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,0.9% Nacl 150ml (Ns),PX-0983004034,CDM,-,LOCAL,0258,RC,,,,both,,,10.36,4.14,MOLINA [1382],MOLINA RSA MEDICAID [138203],1.72,16.63,,,,,0,1.57,8.37,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,0.9%Nacl 100ml,PX-0983007867,CDM,-,LOCAL,0258,RC,,,,both,,,9.51,3.8,AETNA BETTER HEALTH [1317],AETNA BETTER HEALTH STAR [131700],7.34,77.15,,,,,0,1.44,7.69,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1 Stg Dstl Hypospadias Rpr W/Urtp Skin Flaps,CASE-54324,LOCAL,54324,CPT,0360,RC,,,,outpatient,,,17339.72,6935.89,SUPERIOR HEALTHPLAN [1383],SUPERIOR STAR PLUS [138305],4464.17,,Fee schedule rate ($4 464.17). The first unit reimbursed at 100%.,,,,0,1200.05,13004.79,fee schedule,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1 Stg Dstl Hypospadias Rpr W/Urtp Skin Flaps,CASE-54324,LOCAL,54324,CPT,0360,RC,,,,outpatient,,,17339.72,6935.89,TRIWEST HEALTHCARE ALLIANCE [1409],COMMUNITY CARE NETWORK [140900],13004.79,75.00,,,,,0,1200.05,13004.79,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.0MM HIGH CNDYLE COMP PLATE,SUP-417561,CDM,C1713,HCPCS,0278,RC,,,,both,,,1435,574,MOLINA [1382],MOLINA RSA MEDICAID [138203],238.64,16.63,,,,,0,216.97,1159.93,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 14MM,SUP-416730,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,POINT COMFORT UNDERWRITERS [1801],POINT COMFORT UNDERWRITERS [180100],60.73,16.63,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 6MM,SUP-416728,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,MOLINA [1382],MOLINA STAR PLUS [138200],225.95,61.87,,390.26,390.26,390.26,21,55.22,295.19,percent of total billed charges,,
facility,1.5 MICRO TWIST DRILL 8MM,SUP-416729,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,BLUE CROSS BLUE SHIELD [1012],BLUE ADVANTAGE HMO ACA [101204],87.65,24.00,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 8MM,SUP-416729,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,SUPERIOR HEALTHPLAN [1383],SUPERIOR STAR PLUS [138305],215.68,59.05,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X3.5MM HT SD RAPIDFIRE SCR,SUP-408689,CDM,C1713,HCPCS,0278,RC,,,,both,,,229.71,91.88,MOLINA [1382],MOLINA RSA MEDICAID [138203],38.20,16.63,,,,,0,34.73,185.68,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X3.5MM HT SD RAPIDFIRE SCR,SUP-408689,CDM,C1713,HCPCS,0278,RC,,,,both,,,229.71,91.88,UNITED HEALTHCARE OF TX [1079],UNITED HEALTHCARE OF TX [107900],153.22,66.70,,390.43,259.47,504.03,117,34.73,185.68,percent of total billed charges,,
facility,1.5X3.5MM X-DR TF EM SCREW  EA,SUP-408697,CDM,C1713,HCPCS,0278,RC,,,,both,,,288.11,115.24,AETNA BETTER HEALTH [1317],BELOW FPIL AETNA CHIP PERINATE [131702],45.75,15.88,,,,,0,43.56,232.88,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X3.5MM X-DR TF EM SCREW  EA,SUP-408697,CDM,C1713,HCPCS,0278,RC,,,,both,,,288.11,115.24,WELLPOINT [1007],WELLPOINT STAR PLUS [100701],162.05,56.24,,,,,0,43.56,232.88,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X3.5MM X-DR TF SD SCREW 5PK,SUP-408765,CDM,C1713,HCPCS,0278,RC,,,,both,,,288.89,115.56,WELLPOINT [1007],WELLPOINT STAR PLUS [100701],162.49,56.24,,,,,0,43.68,233.51,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
