facility,0.9% Nacl 1000ml (Ns),PX-0943004032,CDM,-,LOCAL,0258,RC,,,,both,,,40.44,16.18,MOLINA [1382],MOLINA STAR MEDICAID [138204],32.69,80.83,,,,,0,6.11,32.69,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,0.9% Nacl 1000ml (Ns),PX-0983004032,CDM,-,LOCAL,0258,RC,,,,both,,,40.44,16.18,BLUE CROSS BLUE SHIELD [1012],BCBS OUT OF STATE [101202],29.12,72.00,,,,,0,6.11,32.69,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,0.9% Nacl 1000ml (Ns),PX-0983004032,CDM,-,LOCAL,0258,RC,,,,both,,,40.44,16.18,MOLINA [1382],MOLINA STAR MEDICAID [138204],32.69,80.83,,,,,0,6.11,32.69,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1 Stg Dstl Hypospadias Rpr W/Urtp Skin Flaps,CASE-54324,LOCAL,54324,CPT,0360,RC,,,,outpatient,,,17339.72,6935.89,WELLPOINT [1007],WELLPOINT STAR PLUS [100701],4251.59,,Fee schedule rate ($4 251.59). The first unit reimbursed at 100%.,,,,0,1200.05,13004.79,fee schedule,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.0MM CRUCIFORM SCREWDRIVER BL ADE WITH HOLDING SLEEVE,SUP-401848,CDM,C2629,HCPCS,0272,RC,,,,both,,,15,6,AETNA HEALTHCARE [1004],AETNA [100400],9.00,60.00,,,,,0,2.27,12.12,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.0MM HIGH CNDYLE COMP PLATE,SUP-417561,CDM,C1713,HCPCS,0278,RC,,,,both,,,1435,574,AETNA BETTER HEALTH [1317],ABOVE FPIL AETNA CHIP PERINATE [131703],227.88,15.88,,,,,0,216.97,1159.93,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.0MM HIGH CNDYLE COMP PLATE,SUP-417561,CDM,C1713,HCPCS,0278,RC,,,,both,,,1435,574,BLUE CROSS BLUE SHIELD [1012],BCBS TRADITIONAL [101200],1033.20,72.00,,,,,0,216.97,1159.93,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.0MM HIGH CNDYLE COMP PLATE,SUP-417561,CDM,C1713,HCPCS,0278,RC,,,,both,,,1435,574,BLUE CROSS BLUE SHIELD [1012],BLUE CROSS BLUE SHIELD HMO [101208],1033.20,72.00,,,,,0,216.97,1159.93,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 14MM,SUP-416730,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,MOLINA [1382],MOLINA CHIP [138201],60.73,16.63,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 14MM,SUP-416730,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,SUPERIOR HEALTH PLAN [1402],SUPERIOR STAR HEALTH FOSTER CARE [140200],57.99,15.88,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 6MM,SUP-416728,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,AETNA BETTER HEALTH [1317],AETNA BETTER HEALTH CHIP [131701],57.99,15.88,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 8MM,SUP-416729,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,BLUE CROSS BLUE SHIELD [1012],BLUE CROSS BLUE SHIELD HMO [101208],262.94,72.00,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 8MM,SUP-416729,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,CIGNA PARKLAND HEALTH EMPLOYEES [1094],CIGNA PARKLAND HEALTH EMPLOYEES [109400],171.64,47.00,,400.81,138.75,2431.43,294,55.22,295.19,percent of total billed charges,,
facility,1.5 MICRO TWIST DRILL 8MM,SUP-416729,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,MOLINA [1382],MOLINA CHIP [138201],60.73,16.63,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5 MICRO TWIST DRILL 8MM,SUP-416729,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,UNITED HEALTHCARE OF TX [1079],UNITED HEALTHCARE OF TX [107900],243.58,66.70,,390.43,259.47,504.03,117,55.22,295.19,percent of total billed charges,,
facility,1.5 MICRO TWIST DRILL 8MM,SUP-416729,CDM,C1713,HCPCS,0278,RC,,,,both,,,365.19,146.08,WELLPOINT [1007],WELLPOINT STAR [100700],268.34,73.48,,,,,0,55.22,295.19,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X3.5MM X-DR TF SD SCREW 5PK,SUP-408765,CDM,C1713,HCPCS,0278,RC,,,,both,,,288.89,115.56,SUPERIOR HEALTHPLAN [1383],SUPERIOR STAR PLUS [138305],170.61,59.05,,,,,0,43.68,233.51,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X38 TRANSFIX 2X10 CENT THR,SUP-418156,CDM,C1713,HCPCS,0278,RC,,,,both,,,242.69,97.08,AETNA BETTER HEALTH [1317],ABOVE FPIL AETNA CHIP PERINATE [131703],38.54,15.88,,,,,0,36.69,196.17,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X38 TRANSFIX 2X10 CENT THR,SUP-418156,CDM,C1713,HCPCS,0278,RC,,,,both,,,242.69,97.08,UNITED HEALTHCARE OF TX [1079],UNITED HEALTHCARE OF TX [107900],161.87,66.70,,390.43,259.47,504.03,117,36.69,196.17,percent of total billed charges,,
facility,1.5X38 TRANSFIX 2X10 CENT THR,SUP-418156,CDM,C1713,HCPCS,0278,RC,,,,both,,,242.69,97.08,WELLPOINT [1007],WELLPOINT CHIP PERINATE POST PARTUM [100704],36.69,15.12,,,,,0,36.69,196.17,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X43 TRANSFIX 2X12 CENT THR,SUP-418157,CDM,C1713,HCPCS,0278,RC,,,,both,,,242.69,97.08,CIGNA PARKLAND HEALTH EMPLOYEES [1094],CIGNA PARKLAND HEALTH EMPLOYEES [109400],114.06,47.00,,400.81,138.75,2431.43,294,36.69,196.17,percent of total billed charges,,
facility,1.5X43 TRANSFIX 2X12 CENT THR,SUP-418157,CDM,C1713,HCPCS,0278,RC,,,,both,,,242.69,97.08,COOK CHILDREN HEALTH PLAN [1380],COOK CHILDRENS CHIP [138006],38.53,15.87,,,,,0,36.69,196.17,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X43 TRANSFIX 2X12 CENT THR,SUP-418157,CDM,C1713,HCPCS,0278,RC,,,,both,,,242.69,97.08,COOK CHILDREN HEALTH PLAN [1380],COOK CHILDRENS STAR KIDS [138005],38.53,15.87,,,,,0,36.69,196.17,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
facility,1.5X48 TRANSFIX 2X12 CENT THR,SUP-418158,CDM,C1713,HCPCS,0278,RC,,,,both,,,242.69,97.08,,,,,,,,,,36.69,196.17,case rate, standard_charge|negotiated_dollar calculated as 0;,
facility,1.5X48 TRANSFIX 2X12 CENT THR,SUP-418158,CDM,C1713,HCPCS,0278,RC,,,,both,,,242.69,97.08,BLUE CROSS BLUE SHIELD [1012],BCBS FEDERAL EMPLOYEE [101203],174.74,72.00,,,,,0,36.69,196.17,percent of total billed charges,Zero final payments for the item or service in the 15 months prior to posting the file.,
