"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,,inpatient,,,,,Aetna Healthcare,Medicare Advantage,21893.18,,,,,,,case rate,6806.00,30808.08,,,facility
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",285,MS-DRG,,,,,,,,inpatient,,,,,Cigna Healthcare,HMO/POS/PPO,12645.54,,,,,,,fee schedule,6806.00,26213.49,"Reimbursement will be the lesser of the total Billed charges for the inpatient stay or the applicable MS-DRG Case Rate. Stoploss threshold is $314,123.25. Hospital will be reimbursed at 67.2% of total billed charges, less applicable Copayments, Coinsurance and Deductibles, for Covered Services rendered to the participant during the entire covered acute inpatient stay. Stoploss: reimbursed at 67.2% of total billed charges when claim's charge exceeds $331,400","Reimbursement will be the lesser of the total Billed charges for the inpatient stay or the applicable MS-DRG Case Rate. Stoploss threshold is $314,123.25. Hospital will be reimbursed at 67.2% of total billed charges, less applicable Copayments, Coinsurance and Deductibles, for Covered Services rendered to the participant during the entire covered acute inpatient stay. Stoploss: reimbursed at 67.2% of total billed charges when claim's charge exceeds $331,400",facility
"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",897,MS-DRG,,,,,,,,inpatient,,,,,Cigna Healthcare,HMO/POS/PPO,19871.56,,,,,,,fee schedule,6806.00,30287.21,"Reimbursement will be the lesser of the total Billed charges for the inpatient stay or the applicable MS-DRG Case Rate. Stoploss threshold is $314,123.25. Hospital will be reimbursed at 67.2% of total billed charges, less applicable Copayments, Coinsurance and Deductibles, for Covered Services rendered to the participant during the entire covered acute inpatient stay. Stoploss: reimbursed at 67.2% of total billed charges when claim's charge exceeds $331,400","Reimbursement will be the lesser of the total Billed charges for the inpatient stay or the applicable MS-DRG Case Rate. Stoploss threshold is $314,123.25. Hospital will be reimbursed at 67.2% of total billed charges, less applicable Copayments, Coinsurance and Deductibles, for Covered Services rendered to the participant during the entire covered acute inpatient stay. Stoploss: reimbursed at 67.2% of total billed charges when claim's charge exceeds $331,400",facility
"ARIPiprazole 1,064 mg/3.9 mL suspension,extended rel syring 3.9 mL Syringe",J1944,HCPCS,0250,RC,65757040403,NDC,25000002,CDM,,inpatient,3.9,ML,10870.94,3804.83,Aetna Healthcare,Medicare Advantage,,,Service is bundled into MS-DRG payment where appropriate,,,,0,other,3728.73,3728.73,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 300 mg suspension,extended rel syring 1 each Syringe",J0401,HCPCS,0250,RC,59148004580,NDC,25000002,CDM,,inpatient,1,EA,6169.04,2159.17,Aetna Healthcare,HMO/POS/PPO,,,Service is bundled into MS-DRG payment where appropriate,,,,0,other,2115.98,2115.98,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 400 mg suspension,extended rel syring 1 each Syringe",J0401,HCPCS,0250,RC,59148007280,NDC,25000002,CDM,,inpatient,1,EA,8225.38,2878.89,Aetna Healthcare,Medicare Advantage,,,Service is bundled into MS-DRG payment where appropriate,,,,0,other,2821.31,2821.31,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 441 mg/1.6 mL suspension,extended rel syring 1.6 mL Syringe",J1944,HCPCS,0250,RC,65757040103,NDC,25000002,CDM,,inpatient,1.6,ML,4505.71,1577.00,Cigna Healthcare,HMO/POS/PPO,,,Not reimbursed per the contract,,,,0,other,1545.46,1545.46,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 675 mg/2.4 mL suspension,extended rel syring 2.4 mL Syringe",J1943,HCPCS,0250,RC,65757050003,NDC,25000002,CDM,,inpatient,2.4,ML,6896.51,2413.78,Anthem Blue Cross Blue Shield,HMO/POS/PPO,,,Not reimbursed per the contract,,,,0,other,2365.50,2365.50,No services performed during 15-month lookback period.,,facility
"Acesso dl, per sq cm",Q4293,HCPCS,,,,,,,,outpatient,,,,,Denver Health Medical Plan,Medicare Advantage,131.27,,,,,,,case rate,131.27,2852.46,,,facility
"Albumin (human), 25%, 50ml",P9047,HCPCS,,,,,,,,outpatient,,,,,Denver Health Medical Plan,Medicare Advantage,53.08,,,,,,,case rate,53.08,278.35,,,facility
"Amnio or derma tl, per sq cm",Q4225,HCPCS,,,,,,,,outpatient,,,,,Aetna Healthcare,HMO/POS/PPO,44.39,,,,,,,fee schedule,44.39,2889.18,,,facility
"Amnio tri-core, per sq cm",Q4295,HCPCS,,,,,,,,outpatient,,,,,Cigna Healthcare,HMO/POS/PPO,3720.60,,,,,,,fee schedule,131.27,3861.99,If no rate on ASP Fee Schedule 46.93% Reduction from Billed Charges,If no rate on ASP Fee Schedule 46.93% Reduction from Billed Charges,facility
"Amnioband, 1 mg",Q4168,HCPCS,,,,,,,,outpatient,,,,,Cigna Healthcare,HMO/POS/PPO,30.69,,,,,,,fee schedule,23.87,30.69,If no rate on ASP Fee Schedule 46.93% Reduction from Billed Charges,If no rate on ASP Fee Schedule 46.93% Reduction from Billed Charges,facility
"Amnioband, guardian 1 sq cm",Q4151,HCPCS,,,,,,,,outpatient,,,,,United Healthcare,HMO/POS/PPO,219.25,,,,,,,fee schedule,131.27,251.99,Fee Schedule Default PPR 50%,Fee Schedule Default PPR 50%,facility
"Amniocore pro+, per sq cm",Q4299,HCPCS,,,,,,,,outpatient,,,,,Denver Health Medical Plan,Medicare Advantage,131.27,,,,,,,case rate,131.27,4483.80,,,facility
"Amniocore sl, per sq cm",Q4367,HCPCS,,,,,,,,outpatient,,,,,Denver Health Medical Plan Elevate,HMO/POS/PPO,213.74,,,,,,,case rate,131.27,213.74,,,facility
"Artacent wound, per sq cm",Q4169,HCPCS,,,,,,,,outpatient,,,,,CMS,Medicare,131.27,,,,,,,case rate,131.27,5085.72,,,facility
"Arthro, loose body + chondro",G0289,HCPCS,,,,,,,,outpatient,,,,,Aetna Healthcare,HMO/POS/PPO,5428.00,,,,,,,fee schedule,72.23,5714.38,"Includes all items, pre-procedure testing and services necessary to perform same day surgery or ambulatory surgery in an operating room or ambulatory surgery suite. Rates for Categories 6 and 8 are inclusive of intraocular lenses","Includes all items, pre-procedure testing and services necessary to perform same day surgery or ambulatory surgery in an operating room or ambulatory surgery suite. Rates for Categories 6 and 8 are inclusive of intraocular lenses",facility
"Axolotl graft, per sq cm",Q4331,HCPCS,,,,,,,,outpatient,,,,,CMS,Medicare,131.27,,,,,,,case rate,131.27,3107.81,,,facility
"Azithromycin dihydrate, oral",Q0144,HCPCS,,,,,,,,outpatient,,,,,Cigna Healthcare,HMO/POS/PPO,44.57,,,,,,,fee schedule,21.07,127.28,If no rate on ASP Fee Schedule 46.93% Reduction from Billed Charges,If no rate on ASP Fee Schedule 46.93% Reduction from Billed Charges,facility
"BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITHOUT CC/MCC",585,MS-DRG,,,,,,,,inpatient,,,,,Denver Health Medical Plan,Medicare Advantage,32192.07,,,,,,,case rate,6852.00,57859.50,,,facility
"BUPivacaine-EPINEPHrine (PF) 0.5 %-1:200,000 solution 10 mL Vial",0250,RC,00409174970,NDC,25000003,CDM,,,,outpatient,10,ML,24.00,8.40,Denver Health Employer Group,HMO/POS/PPO,8.23,34.30,,,,,0,percent of total billed charges,6.87,17.88,No services performed during 15-month lookback period.,,facility
"BUPivacaine-EPINEPHrine (PF) 0.5 %-1:200,000 solution 10 mL Vial",0250,RC,63323046217,NDC,25000003,CDM,,,,inpatient,10,ML,24.00,8.40,Aetna Healthcare,Medicare Advantage,,,Service is bundled into MS-DRG payment where appropriate,,,,0,other,8.23,8.23,No services performed during 15-month lookback period.,,facility
"BUPivacaine-EPINEPHrine (PF) 0.5 %-1:200,000 solution 30 mL Vial",0250,RC,63323046201,NDC,25000003,CDM,,,,outpatient,30,ML,36.89,12.92,CMS,Medicare,,,Service is bundled into other payable services where appropriate,,,,0,other,10.57,27.48,No services performed during 15-month lookback period.,,facility
