"2D TEE w or w/o fol w/con,in",C8925,HCPCS,,,,,,,,outpatient,,,,,CMS,Medicare,826.95,,,,,,,case rate,826.95,1479.58,,,facility
"2D TTE w or w/o fol w/con,co",C8923,HCPCS,,,,,,,,outpatient,,,,,Denver Health Medical Plan,Medicare Advantage,826.95,,,,,,,case rate,826.95,1346.43,,,facility
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,,,,inpatient,,,,,Aetna Healthcare,HMO/POS/PPO,48111.77,,,,,,,case rate,6806.00,48111.77,"If the MS DRG submission does not match the MS DRG assigned by the company's grouper, the payment will be calculated using the company-assigned MS DRG. Payment shall be lesser of the contracted DRG rate or Total billed charges | Reimbursement is 61% of charges, when total claim charges is greater than $288,750","If the MS DRG submission does not match the MS DRG assigned by the company's grouper, the payment will be calculated using the company-assigned MS DRG. Payment shall be lesser of the contracted DRG rate or Total billed charges | Reimbursement is 61% of charges, when total claim charges is greater than $288,750",facility
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",561,MS-DRG,,,,,,,,inpatient,,,,,CMS,Medicare,20718.48,,,,,,,case rate,6806.00,29155.05,,,facility
"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",897,MS-DRG,,,,,,,,inpatient,,,,,Aetna Healthcare,Medicare Advantage,21523.03,,,,,,,case rate,6806.00,30287.21,,,facility
"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",897,MS-DRG,,,,,,,,inpatient,,,,,Denver Health Medical Plan,Medicare Advantage,21523.03,,,,,,,case rate,6806.00,30287.21,,,facility
"ARIPiprazole 1,064 mg/3.9 mL suspension,extended rel syring 3.9 mL Syringe",J1944,HCPCS,0250,RC,65757040403,NDC,25000002,CDM,,outpatient,3.9,ML,10870.94,3804.83,CMS,Medicare,3.32,,,,,,,case rate,3.32,3728.73,,,facility
"ARIPiprazole 400 mg suspension,extended rel recon 1 each Vial",J0401,HCPCS,0250,RC,59148001970,NDC,25000002,CDM,,inpatient,1,EA,8225.38,2878.89,Denver Health Medical Plan Elevate,HMO/POS/PPO,,,Service is bundled into MS-DRG payment where appropriate,,,,0,other,2821.31,2821.31,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 400 mg suspension,extended rel recon 1 each Vial",J0401,HCPCS,0250,RC,59148001971,NDC,25000002,CDM,,inpatient,1,EA,8225.38,2878.89,United Healthcare,HMO/POS/PPO,,,Not reimbursed per the contract,,,,0,other,2821.31,2821.31,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 400 mg suspension,extended rel syring 1 each Syringe",J0401,HCPCS,0250,RC,59148007280,NDC,25000002,CDM,,inpatient,1,EA,8225.38,2878.89,Anthem Blue Cross Blue Shield,HMO/POS/PPO,,,Not reimbursed per the contract,,,,0,other,2821.31,2821.31,No services performed during 15-month lookback period.,,facility
