"510(k) skin subs, nos",Q4432,HCPCS,,,,,,,,outpatient,,,,,Denver Health Medical Plan Elevate,HMO/POS/PPO,213.74,,,,,,,case rate,131.27,213.74,,,facility
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",284,MS-DRG,,,,,,,,inpatient,,,,,Aetna Healthcare,Medicare Advantage,19579.49,,,,,,,case rate,6806.00,27552.26,,,facility
"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",894,MS-DRG,,,,,,,,inpatient,,,,,Aetna Healthcare,Medicare Advantage,18811.67,,,,,,,case rate,6806.00,26471.78,,,facility
"ALD, TV amplifier, any type",V5270,HCPCS,,,,,,,,outpatient,,,,,Aetna Healthcare,HMO/POS/PPO,256.25,,,,,,,fee schedule,256.25,256.25,,,facility
"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",616,MS-DRG,,,,,,,,inpatient,,,,,Aetna Healthcare,HMO/POS/PPO,104597.59,,,,,,,case rate,6852.00,104597.59,"If the MS DRG submission does not match the MS DRG assigned by the company's grouper, the payment will be calculated using the company-assigned MS DRG. Payment shall be lesser of the contracted DRG rate or Total billed charges | Reimbursement is 61% of charges, when total claim charges is greater than $288,750","If the MS DRG submission does not match the MS DRG assigned by the company's grouper, the payment will be calculated using the company-assigned MS DRG. Payment shall be lesser of the contracted DRG rate or Total billed charges | Reimbursement is 61% of charges, when total claim charges is greater than $288,750",facility
"ARIPiprazole 300 mg suspension,extended rel syring 1 each Syringe",J0401,HCPCS,0250,RC,59148004580,NDC,25000002,CDM,,inpatient,1,EA,6169.04,2159.17,Denver Health Medical Plan Elevate,HMO/POS/PPO,,,Service is bundled into MS-DRG payment where appropriate,,,,0,other,2115.98,2115.98,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 400 mg suspension,extended rel recon 1 each Vial",J0401,HCPCS,0250,RC,59148001970,NDC,25000002,CDM,,outpatient,1,EA,8225.38,2878.89,Aetna Healthcare,Medicare Advantage,7.27,,,,,,,case rate,7.27,2821.31,,,facility
"ARIPiprazole 400 mg suspension,extended rel recon 1 each Vial",J0401,HCPCS,0250,RC,59148001970,NDC,25000002,CDM,,outpatient,1,EA,8225.38,2878.89,CMS,Medicare,7.27,,,,,,,case rate,7.27,2821.31,,,facility
"ARIPiprazole 400 mg suspension,extended rel recon 1 each Vial",J0401,HCPCS,0250,RC,59148001971,NDC,25000002,CDM,,inpatient,1,EA,8225.38,2878.89,Aetna Healthcare,HMO/POS/PPO,,,Service is bundled into MS-DRG payment where appropriate,,,,0,other,2821.31,2821.31,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 441 mg/1.6 mL suspension,extended rel syring 1.6 mL Syringe",J1944,HCPCS,0250,RC,65757040103,NDC,25000002,CDM,,outpatient,1.6,ML,4505.71,1577.00,Aetna Healthcare,Medicare Advantage,3.32,,,,,,,case rate,3.32,1545.46,,,facility
"ARIPiprazole 675 mg/2.4 mL suspension,extended rel syring 2.4 mL Syringe",J1943,HCPCS,0250,RC,65757050003,NDC,25000002,CDM,,inpatient,2.4,ML,6896.51,2413.78,United Healthcare,HMO/POS/PPO,,,Not reimbursed per the contract,,,,0,other,2365.50,2365.50,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 675 mg/2.4 mL suspension,extended rel syring 2.4 mL Syringe",J1943,HCPCS,0250,RC,65757050003,NDC,25000002,CDM,,outpatient,2.4,ML,6896.51,2413.78,United Healthcare,HMO/POS/PPO,5.10,,,,,,,fee schedule,3.25,2365.50,Fee Schedule Default PPR 50%,Fee Schedule Default PPR 50%,facility
"Acesso, per sq cm",Q4311,HCPCS,,,,,,,,outpatient,,,,,CMS,Medicare,131.27,,,,,,,case rate,131.27,213.74,,,facility
"Additional switch, ext power",L6611,HCPCS,,,,,,,,outpatient,,,,,CMS,Medicare,512.54,,,,,,,case rate,430.25,834.52,,,facility
"Albumin (human), 5%, 250 ml",P9045,HCPCS,,,,,,,,outpatient,,,,,Aetna Healthcare,Medicare Advantage,53.08,,,,,,,case rate,53.08,278.35,,,facility
"Albumin (human),5%, 50ml",P9041,HCPCS,,,,,,,,outpatient,,,,,Anthem Blue Cross Blue Shield,HMO/POS/PPO,55.69,,,,,,,fee schedule,10.62,60.21,,,facility
"Amniotx, per sq cm",Q4324,HCPCS,,,,,,,,outpatient,,,,,Denver Health Medical Plan Elevate,HMO/POS/PPO,213.74,,,,,,,case rate,131.27,2524.50,,,facility
"Amniply, per sq cm",Q4249,HCPCS,,,,,,,,outpatient,,,,,Aetna Healthcare,HMO/POS/PPO,971.57,,,,,,,fee schedule,131.27,2610.80,,,facility
