"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,,,,inpatient,,,,,Aetna Healthcare,Medicare Advantage,28878.07,,,,,,,case rate,6806.00,48111.77,,,facility
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,,inpatient,,,,,Denver Health Medical Plan Elevate,HMO/POS/PPO,46042.53,,,,,,,case rate,6806.00,59410.13,,,facility
"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",897,MS-DRG,,,,,,,,inpatient,,,,,United Healthcare,HMO/POS/PPO,6806.00,,,,,,,per diem,6806.00,30287.21,"When eligible charges exceed $288,750,  the contract rate will be a per diem of $10,255 for the entire admission. Excludes: Sex Reassignment Surgery, Eating Disorders, Bariatric Surgery, Nursery, Maternity, Sub-Acute, Rehabilitation, Hospice, Skilled Nursing Service, Nursery and Obstetrics.","When eligible charges exceed $288,750,  the contract rate will be a per diem of $10,255 for the entire admission. Excludes: Sex Reassignment Surgery, Eating Disorders, Bariatric Surgery, Nursery, Maternity, Sub-Acute, Rehabilitation, Hospice, Skilled Nursing Service, Nursery and Obstetrics.",facility
"ARIPiprazole 15 MG tablet,disintegrating 30 each BLIST PACK",0250,RC,13811069330,NDC,25000003,CDM,,,,inpatient,1,EA,89.98,31.50,Anthem Blue Cross Blue Shield,HMO/POS/PPO,,,Not reimbursed per the contract,,,,0,other,30.86,30.86,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 15 MG tablet,disintegrating 30 each BLIST PACK",0250,RC,13811069330,NDC,25000003,CDM,,,,outpatient,1,EA,89.98,31.50,Aetna Healthcare,HMO/POS/PPO,53.99,60.00,,,,,0,percent of total billed charges,25.77,67.04,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 300 mg suspension,extended rel syring 1 each Syringe",J0401,HCPCS,0250,RC,59148004580,NDC,25000002,CDM,,outpatient,1,EA,6169.04,2159.17,United Healthcare,HMO/POS/PPO,11.24,,,,,,,fee schedule,7.27,2115.98,Fee Schedule Default PPR 50%,Fee Schedule Default PPR 50%,facility
"ARIPiprazole 400 mg suspension,extended rel recon 1 each Vial",J0401,HCPCS,0250,RC,59148001971,NDC,25000002,CDM,,outpatient,1,EA,8225.38,2878.89,Denver Health Medical Plan,Medicare Advantage,7.27,,,,,,,case rate,7.27,2821.31,,,facility
"ARIPiprazole 675 mg/2.4 mL suspension,extended rel syring 2.4 mL Syringe",J1943,HCPCS,0250,RC,65757050003,NDC,25000002,CDM,,outpatient,2.4,ML,6896.51,2413.78,Denver Health Medical Plan,Medicare Advantage,3.25,,,,,,,case rate,3.25,2365.50,,,facility
"ARIPiprazole 882 mg/3.2 mL suspension,extended rel syring 3.2 mL Syringe",J1944,HCPCS,0250,RC,65757040303,NDC,25000002,CDM,,outpatient,3.2,ML,9011.40,3153.99,Anthem Blue Cross Blue Shield,HMO/POS/PPO,16.10,,,,,,,fee schedule,3.32,3090.91,,,facility
"ARIPiprazole 882 mg/3.2 mL suspension,extended rel syring 3.2 mL Syringe",J1944,HCPCS,0250,RC,65757040303,NDC,25000002,CDM,,outpatient,3.2,ML,9011.40,3153.99,Denver Health Medical Plan Elevate,HMO/POS/PPO,5.40,,,,,,,case rate,3.32,3090.91,,,facility
