75571 CT SCAN OF HEART WITH EVALUATION OF BLOOD VESSEL CALCIUM,75571,HCPCS,352,RC,3520040,CDM,,,OUTPATIENT,,,207,82.8,MEDADV_UHCDSNP,UNITED MEDICARE ADV DUAL SPECIAL NEEDS (DSNP),,80.93,,APC,,,,0,42.9,404.97,OTHER,APC,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75571 CT SCAN OF HEART WITH EVALUATION OF BLOOD VESSEL CALCIUM,75571,HCPCS,352,RC,3520040,CDM,,,OUTPATIENT,,,207,82.8,TRUECARE-CHIP,TRUECARE CHIP,,150.95,,FEE SCHEDULE,,,,0,42.9,404.97,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75573 CT SCAN OF CONGENITAL HEART DISEASE WITH CONTRAST,75573,HCPCS,352,RC,3520034,CDM,,,OUTPATIENT,,,1500,600,ADVHEALTH,STATE OF MS BLUE CROSS,,2250,75,PERCENT OF BILLED CHARGES,225,225,225,1 THROUGH 10,280.31,2250,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,
75573 CT SCAN OF CONGENITAL HEART DISEASE WITH CONTRAST,75573,HCPCS,352,RC,3520034,CDM,,,OUTPATIENT,,,1500,600,HEALTHLINK_TUPELO,NORTH MISSISSIPPI HEALTH LINK,,1275,85,PERCENT OF BILLED CHARGES,,,,0,280.31,2250,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75605 REVIEW BY RADIOLOGIST OF CHEST AORTA SERIAL IMAGES,75605,HCPCS,320,RC,3200251,CDM,,,OUTPATIENT,,,6600,2640,MULTIPLAN,MULTIPLAN,,5280,80,PERCENT OF BILLED CHARGES,,,,0,3828,12559.89,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75625 REVIEW BY RADIOLOGIST OF ABDOMINAL AORTA IMAGE,75625,HCPCS,320,RC,3200252,CDM,,,OUTPATIENT,,,6000,2400,MEDICARE,MEDICARE,,2850.77,,C-APC OUTLIER,6000,6000,6000,1 THROUGH 10,2470.47,7126.91,OTHER,REIMBURSEMENT BASED ON THE OUTLIER FROM THE COMPREHENSIVE APC CALCULATION,
75625 REVIEW BY RADIOLOGIST OF ABDOMINAL AORTA IMAGE,75625,HCPCS,320,RC,3200252,CDM,,,OUTPATIENT,,,6000,2400,VA_CCN,VETERANS AFFAIRS COMMUNITY CARE NETWORK,,2850.77,,C-APC OUTLIER,,,,0,2470.47,7126.91,OTHER,REIMBURSEMENT BASED ON THE OUTLIER FROM THE COMPREHENSIVE APC CALCULATION,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75635 CT SCAN OF ABDOMINAL AORTA AND BOTH LEG ARTERIES WITH CONTRAST,75635,HCPCS,352,RC,3520036,CDM,,,OUTPATIENT,,,997,398.8,AETNA,AETNA,,847.45,85,PERCENT OF BILLED CHARGES,,,,0,139.73,997,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75710 REVIEW BY RADIOLOGIST OF ARM OR LEG ARTERY IMAGE,75710,HCPCS,320,RC,3200264,CDM,,,OUTPATIENT,,,6000,2400,MAGNOLIA-CHIP,MAGNOLIA CHILDRENS HEALTH INSURANCE (CHIP),,5396.65,,FEE SCHEDULE,,,,0,2470.47,7126.91,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75716 REVIEW BY RADIOLOGIST OF BOTH ARMS OR LEGS ARTERIES IMAGE,75716,HCPCS,320,RC,3200265,CDM,,,OUTPATIENT,,,6000,2400,MS-CAN-MOLINA,MSCAN MOLINA,,2470.47,,FEE SCHEDULE,,,,0,2470.47,9824.86,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75726 REVIEW BY RADIOLOGIST OF ABDOMINAL ARTERY IMAGE,75726,HCPCS,320,RC,3200268,CDM,,,OUTPATIENT,,,10000,4000,BCBSMISS,BLUE CROSS OF MS,,10000,,C-APC,,,,0,4242.92,12559.89,OTHER,COMPREHENSIVE APC,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75726 REVIEW BY RADIOLOGIST OF ABDOMINAL ARTERY IMAGE,75726,HCPCS,320,RC,3200268,CDM,,,OUTPATIENT,,,10000,4000,UNITED-OPTIONS,UNITED HEALTHCARE- OPTIONS PLAN,,7510,,REVENUE CODE PER UNIT,,,,0,4242.92,12559.89,OTHER,REVENUE CODE PER UNIT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75731 REVIEW BY RADIOLOGIST OF ADRENAL GLAND ARTERY IMAGE,75731,HCPCS,320,RC,3200269,CDM,,,OUTPATIENT,,,5500,2200,ADVHEALTH,STATE OF MS BLUE CROSS,,487.5,75,PERCENT OF BILLED CHARGES,,,,0,487.5,7126.91,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75731 REVIEW BY RADIOLOGIST OF ADRENAL GLAND ARTERY IMAGE,75731,HCPCS,320,RC,3200269,CDM,,,OUTPATIENT,,,5500,2200,AMBETTER,INSURANCE EXCHANGE BY MAGNOLIA,,5500,,C-APC,,,,0,487.5,7126.91,OTHER,COMPREHENSIVE APC,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75731 REVIEW BY RADIOLOGIST OF ADRENAL GLAND ARTERY IMAGE,75731,HCPCS,320,RC,3200269,CDM,,,OUTPATIENT,,,5500,2200,MULTIPLAN,MULTIPLAN,,4400,80,PERCENT OF BILLED CHARGES,,,,0,487.5,7126.91,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75733 REVIEW BY RADIOLOGIST OF BOTH ADRENAL GLANDS ARTERIES IMAGE,75733,HCPCS,320,RC,3200270,CDM,,,OUTPATIENT,,,5500,2200,UNITED-OPTIONS,UNITED HEALTHCARE- OPTIONS PLAN,,4130.5,,REVENUE CODE PER UNIT,,,,0,2470.47,7126.91,OTHER,REVENUE CODE PER UNIT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75736 REVIEW BY RADIOLOGIST OF PELVIS ARTERY IMAGE,75736,HCPCS,320,RC,3200271,CDM,,,OUTPATIENT,,,10000,4000,PHCS,PHCS NETWORK,,9000,90,PERCENT OF BILLED CHARGES,,,,0,4242.92,12559.89,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75736 REVIEW BY RADIOLOGIST OF PELVIS ARTERY IMAGE,75736,HCPCS,320,RC,3200271,CDM,,,OUTPATIENT,,,10000,4000,TRUECARE-CHIP,TRUECARE CHIP,,9268.52,,FEE SCHEDULE,,,,0,4242.92,12559.89,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75743 REVIEW BY RADIOLOGIST OF ARTERIES OF BOTH LUNGS IMAGE,75743,HCPCS,320,RC,3200273,CDM,,,OUTPATIENT,,,5500,2200,PRIMEWELL,PRIMEWELL COMMERCIAL/PPACA,,5500,,C-APC OUTLIER,,,,0,2470.47,7126.91,OTHER,REIMBURSEMENT BASED ON THE OUTLIER FROM THE COMPREHENSIVE APC CALCULATION,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75756 REVIEW BY RADIOLOGIST OF BREAST ARTERY OF BREAST IMAGE,75756,HCPCS,320,RC,3200275,CDM,,,OUTPATIENT,,,6000,2400,PHCS,PHCS NETWORK,,5400,90,PERCENT OF BILLED CHARGES,,,,0,2470.47,7126.91,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75809 REVIEW BY RADIOLOGIST OF PREVIOUS PLACED SHUNT IMAGE,75809,HCPCS,320,RC,3200282,CDM,,,OUTPATIENT,,,997,398.8,PPOPLUS,PPOPLUS (ZELIS NETWORK SOLUTIONS),,777.66,78,PERCENT OF BILLED CHARGES,,,,0,83.47,13127.05,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75810 REVIEW BY RADIOLOGIST OF SPLEEN AND LIVER VEIN IMAGE,75810,HCPCS,320,RC,3200283,CDM,,,OUTPATIENT,,,5500,2200,FIRSTCHOICE,FIRST CHOICE HIGH PERFORMANCE NETWORK,,7126.91,,C-APC OUTLIER,,,,0,2470.47,7126.91,OTHER,REIMBURSEMENT BASED ON THE OUTLIER FROM THE COMPREHENSIVE APC CALCULATION,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75810 REVIEW BY RADIOLOGIST OF SPLEEN AND LIVER VEIN IMAGE,75810,HCPCS,320,RC,3200283,CDM,,,OUTPATIENT,,,5500,2200,UNITED,UNITED HEALTHCARE- NON OPTIONS,,4103,,REVENUE CODE PER UNIT,,,,0,2470.47,7126.91,OTHER,REVENUE CODE PER UNIT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75820 REVIEW BY RADIOLOGIST OF 1 ARM OR LEG VEIN OF 1 ARM OR LEG IMAGE,75820,HCPCS,320,RC,3200284,CDM,,,OUTPATIENT,,,3000,1200,WELLCARE,WELLCARE MEDICARE ADVANTAGE,,1463.88,,C-APC OUTLIER,1547.42,1547.42,1547.42,1 THROUGH 10,1219.29,13127.05,OTHER,REIMBURSEMENT BASED ON THE OUTLIER FROM THE COMPREHENSIVE APC CALCULATION,
75822 REVIEW BY RADIOLOGIST OF BOTH ARMS  LEGS VEINS OF BOTH ARMS OR LEGS IMAGE,75822,HCPCS,320,RC,3200285,CDM,,,OUTPATIENT,,,3000,1200,PHCS,PHCS NETWORK,,2700,90,PERCENT OF BILLED CHARGES,,,,0,1219.29,5504.12,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75831 REVIEW BY RADIOLOGIST OF KIDNEY IMAGE,75831,HCPCS,320,RC,3200288,CDM,,,OUTPATIENT,,,5500,2200,CIGNA,CIGNA COMMERCIAL,,3190,58,PERCENT OF BILLED CHARGES,,,,0,2470.47,41395.02,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF ITEM CHARGES BASED ON REVENUE CODE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75840 REVIEW BY RADIOLOGIST OF ADRENAL GLAND VEIN IMAGE,75840,HCPCS,320,RC,3200290,CDM,,,OUTPATIENT,,,5500,2200,FIRSTCHOICE,FIRST CHOICE HIGH PERFORMANCE NETWORK,,7126.91,,C-APC OUTLIER,,,,0,2470.47,7126.91,OTHER,REIMBURSEMENT BASED ON THE OUTLIER FROM THE COMPREHENSIVE APC CALCULATION,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75840 REVIEW BY RADIOLOGIST OF ADRENAL GLAND VEIN IMAGE,75840,HCPCS,320,RC,3200290,CDM,,,OUTPATIENT,,,5500,2200,MS-CAN-MAGNOLIA,MSCAN MAGNOLIA (CENTENE),,2494.45,,FEE SCHEDULE,,,,0,2470.47,7126.91,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75860 REVIEW BY RADIOLOGIST OF HEAD OR NECK VEIN SYSTEM IMAGE,75860,HCPCS,320,RC,3200292,CDM,,,OUTPATIENT,,,6000,2400,PRIMEWELL,PRIMEWELL COMMERCIAL/PPACA,,6000,,C-APC OUTLIER,,,,0,2470.47,7126.91,OTHER,REIMBURSEMENT BASED ON THE OUTLIER FROM THE COMPREHENSIVE APC CALCULATION,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75860 REVIEW BY RADIOLOGIST OF HEAD OR NECK VEIN SYSTEM IMAGE,75860,HCPCS,320,RC,3200292,CDM,,,OUTPATIENT,,,6000,2400,VA_CCN,VETERANS AFFAIRS COMMUNITY CARE NETWORK,,2850.77,,C-APC OUTLIER,,,,0,2470.47,7126.91,OTHER,REIMBURSEMENT BASED ON THE OUTLIER FROM THE COMPREHENSIVE APC CALCULATION,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75872 REVIEW BY RADIOLOGIST OF SPINAL CANAL VEIN IMAGE,75872,HCPCS,320,RC,3200294,CDM,,,OUTPATIENT,,,1300,520,MAGNOLIA-CHIP,MAGNOLIA CHILDRENS HEALTH INSURANCE (CHIP),,1060.07,,FEE SCHEDULE,,,,0,41.25,1415.92,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75889 REVIEW BY RADIOLOGIST OF LIVER VEIN IMAGE WITH ASSESSMENT OF BLOOD FLOW,75889,HCPCS,320,RC,3200298,CDM,,,OUTPATIENT,,,6000,2400,MOLINA_EXCHANGE,MOLINA MARKETPLACE,,6000,,C-APC OUTLIER,,,,0,674,26250,OTHER,REIMBURSEMENT BASED ON THE OUTLIER FROM THE COMPREHENSIVE APC CALCULATION,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75889 REVIEW BY RADIOLOGIST OF LIVER VEIN IMAGE WITH ASSESSMENT OF BLOOD FLOW,75889,HCPCS,320,RC,3200298,CDM,,,OUTPATIENT,,,6000,2400,TRICARE,TRICARE,,2850.77,,C-APC OUTLIER,,,,0,674,26250,OTHER,REIMBURSEMENT BASED ON THE OUTLIER FROM THE COMPREHENSIVE APC CALCULATION,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75891 REVIEW BY RADIOLOGIST OF LIVER VEIN IMAGE,75891,HCPCS,320,RC,3200299,CDM,,,OUTPATIENT,,,5500,2200,MAGNOLIA-CHIP,MAGNOLIA CHILDRENS HEALTH INSURANCE (CHIP),,5396.65,,FEE SCHEDULE,,,,0,2470.47,7126.91,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75893 REVIEW BY RADIOLOGIST OF IMAGING GUIDANCE FOR REMOVAL OF BLOOD SAMPLE,75893,HCPCS,320,RC,3200300,CDM,,,OUTPATIENT,,,6600,2640,MEDICARE,MEDICARE,,5023.96,,C-APC OUTLIER,885.505,78.52,4992.49,1 THROUGH 10,3828,12559.89,OTHER,REIMBURSEMENT BASED ON THE OUTLIER FROM THE COMPREHENSIVE APC CALCULATION,
75894 REVIEW BY RADIOLOGIST OF IMAGE FOR INSERTION OF MATERIAL,75894,HCPCS,320,RC,3200301,CDM,,,OUTPATIENT,,,4207,1682.8,BCBSMISS,BLUE CROSS OF MS,,3155.25,75,PERCENT OF BILLED CHARGES,8414,8414,8414,1 THROUGH 10,1682.8,3786.3,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,
75894 REVIEW BY RADIOLOGIST OF IMAGE FOR INSERTION OF MATERIAL,75894,HCPCS,320,RC,3200301,CDM,,,OUTPATIENT,,,4207,1682.8,CIGNA,CIGNA COMMERCIAL,,2440.06,58,PERCENT OF BILLED CHARGES,,,,0,1682.8,3786.3,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF ITEM CHARGES BASED ON REVENUE CODE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75898 IMAGING OF BLOOD VESSEL,75898,HCPCS,320,RC,3200303,CDM,,,OUTPATIENT,,,5500,2200,TRICARE,TRICARE,,2850.77,,C-APC OUTLIER,,,,0,262.5,7126.91,OTHER,REIMBURSEMENT BASED ON THE OUTLIER FROM THE COMPREHENSIVE APC CALCULATION,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75901 REVIEW BY RADIOLOGIST OF IMAGE FOR REMOVAL OF OBSTRUCTIVE MATERIAL,75901,HCPCS,320,RC,3200305,CDM,,,OUTPATIENT,,,1000,400,FIRSTHEALTH,FIRST HEALTH NETWORK,,800,80,PERCENT OF BILLED CHARGES,,,,0,187.5,900,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF ITEM CHARGES BASED ON REVENUE CODE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75901 REVIEW BY RADIOLOGIST OF IMAGE FOR REMOVAL OF OBSTRUCTIVE MATERIAL,75901,HCPCS,320,RC,3200305,CDM,,,OUTPATIENT,,,1000,400,PPOPLUS,PPOPLUS (ZELIS NETWORK SOLUTIONS),,780,78,PERCENT OF BILLED CHARGES,,,,0,187.5,900,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
75902 REVIEW BY RADIOLOGIST OF IMAGE FOR REMOVAL OF TISSUE OR OBSTR,75902,HCPCS,320,RC,3200433,CDM,,,OUTPATIENT,,,1500,600,AETNA,AETNA,,1275,85,PERCENT OF BILLED CHARGES,,,,0,600,1350,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
