87449 DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR OTHER ORGANISM,87449,HCPCS,300,RC,3000762,CDM,,,OUTPATIENT,,,148,59.2,MOLINA-CHIP,MOLINA CHILDRENS HEALTH INSURANCE PLAN,,23.72,,FEE SCHEDULE,,,,0,11.1,133.2,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87471  BY NUCLEIC ACID BARTONELLA HENSELAE  BARTONELLA QUINTANA  BACTERIA,87471,HCPCS,300,RC,3000763,CDM,,,OUTPATIENT,,,419,167.6,PRIMEWELL,PRIMEWELL COMMERCIAL/PPACA,,98.6,,APC LAB,,,,0,32.53,377.1,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87476 DETECTION BY NUCLEIC ACID FOR BORRELIA BURGDORFERI (BACTERIA),87476,HCPCS,300,RC,3000764,CDM,,,OUTPATIENT,,,349,139.6,BCBSMISS,BLUE CROSS OF MS,,57.52,,FEE SCHEDULE,,,,0,32.53,314.1,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87476 DETECTION BY NUCLEIC ACID FOR BORRELIA BURGDORFERI (BACTERIA),87476,HCPCS,300,RC,3000764,CDM,,,OUTPATIENT,,,349,139.6,MEDADV_UHCDSNP,UNITED MEDICARE ADV DUAL SPECIAL NEEDS (DSNP),,36.14,,APC LAB,,,,0,32.53,314.1,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87480 DETECTION TEST FOR CANDIDA SPECIES (YEAST),87480,HCPCS,306,RC,3000981,CDM,,,OUTPATIENT,,,50,20,PHCS,PHCS NETWORK,,45,90,PERCENT OF BILLED CHARGES,,,,0,18.59,50.13,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87481 DETECTION TEST FOR CANDIDA SPECIES (YEAST),87481,HCPCS,300,RC,3000765,CDM,,,OUTPATIENT,,,121,48.4,HEALTHLINK_TUPELO,NORTH MISSISSIPPI HEALTH LINK,,102.85,85,PERCENT OF BILLED CHARGES,,,,0,32.53,108.9,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87481 DETECTION TEST FOR CANDIDA SPECIES (YEAST),87481,HCPCS,300,RC,3000765,CDM,,,OUTPATIENT,,,121,48.4,MOLINA_EXCHANGE,MOLINA MARKETPLACE,,75.44,,APC LAB,,,,0,32.53,108.9,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87481 DETECTION TEST FOR CANDIDA SPECIES (YEAST),87481,HCPCS,300,RC,3000765,CDM,,,OUTPATIENT,,,121,48.4,MS-CAN-MOLINA,MSCAN MOLINA,,32.53,,FEE SCHEDULE,176.31,176.31,176.31,1 THROUGH 10,32.53,108.9,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,
87486 DETECTION TEST BY NUCLEIC ACID FOR CHLAMYDIA PNEUMONIAE,87486,HCPCS,300,RC,3000766,CDM,,,OUTPATIENT,,,157,62.8,MS-CAN-TRUECARE,MSCAN TRUECARE,,33.16,,FEE SCHEDULE,,,,0,32.53,141.3,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87486 DETECTION TEST BY NUCLEIC ACID FOR CHLAMYDIA PNEUMONIAE,87486,HCPCS,300,RC,3000766,CDM,,,OUTPATIENT,,,157,62.8,VA_CCN,VETERANS AFFAIRS COMMUNITY CARE NETWORK,,35.09,,APC LAB,,,,0,32.53,141.3,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87493 DETECTION TEST BY NUCLEIC ACID FOR CLOSTRIDIUM DIFFICILE,87493,HCPCS,300,RC,3000769,CDM,,,OUTPATIENT,,,139,55.6,MEDICARE,MEDICARE,,37.27,,APC LAB,101.73,0.75,139,81,34.55,125.1,OTHER,APC LAB,
87493 DETECTION TEST BY NUCLEIC ACID FOR CLOSTRIDIUM DIFFICILE,87493,HCPCS,300,RC,3000769,CDM,,,OUTPATIENT,,,139,55.6,MS-CAN-MOLINA,MSCAN MOLINA,,34.55,,FEE SCHEDULE,104.45,104.12,139,1 THROUGH 10,34.55,125.1,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,
87497 DETECTION TEST BY NUCLEIC ACID FOR CYTOMEGALOVIRUS,87497,HCPCS,300,RC,3000771,CDM,,,OUTPATIENT,,,364,145.6,MS-CAN-MOLINA,MSCAN MOLINA,,39.72,,FEE SCHEDULE,324.28,323.9,324.28,139,39.72,327.6,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,
87497 DETECTION TEST BY NUCLEIC ACID FOR CYTOMEGALOVIRUS,87497,HCPCS,300,RC,3000771,CDM,,,OUTPATIENT,,,364,145.6,PHCS,PHCS NETWORK,,327.6,90,PERCENT OF BILLED CHARGES,,,,0,39.72,327.6,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87502 DETECTION TEST BY NUCLEIC ACID FOR MULTIPLE TYPES INFLUENZA VIRUS,87502,HCPCS,300,RC,3000957,CDM,,,OUTPATIENT,,,240,96,HEALTHLINK_TUPELO,NORTH MISSISSIPPI HEALTH LINK,,204,85,PERCENT OF BILLED CHARGES,,,,0,88.81,240,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87503 DETECTION TEST BY NUCLEIC ACID FOR MULTIPLE TYPES INFLUENZA VIRUS,87503,HCPCS,300,RC,3000958,CDM,,,OUTPATIENT,,,73,29.2,CIGNA,CIGNA COMMERCIAL,,42.34,58,PERCENT OF BILLED CHARGES,,,,0,27.09,73.05,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87503 DETECTION TEST BY NUCLEIC ACID FOR MULTIPLE TYPES INFLUENZA VIRUS,87503,HCPCS,300,RC,3000958,CDM,,,OUTPATIENT,,,73,29.2,MEDADV_PRIMEWELL,PRIMEWELL MEDICARE ADVANTAGE,,30.1,,APC LAB,,,,0,27.09,73.05,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87507 DETECTION TEST BY NUCLEIC ACID FOR DIGESTIVE TRACT PATHOGEN,87507,HCPCS,300,RC,3001051,CDM,,,OUTPATIENT,,,1250,500,MS-CAN-MAGNOLIA,MSCAN MAGNOLIA (CENTENE),,390.1,,FEE SCHEDULE,859.9,859.9,1250,105,386.35,1171.15,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,
87510 DETECTION TEST FOR GARDNERELLA VAGINALIS (BACTERIA),87510,HCPCS,306,RC,3000982,CDM,,,OUTPATIENT,,,55,22,AMBETTER,INSURANCE EXCHANGE BY MAGNOLIA,,50.53,,APC LAB,,,,0,18.59,55,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87510 DETECTION TEST FOR GARDNERELLA VAGINALIS (BACTERIA),87510,HCPCS,306,RC,3000982,CDM,,,OUTPATIENT,,,55,22,MPCN,MS PHYSICIAN CARE NETWORK,,46.12,,APC LAB,,,,0,18.59,55,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87512 DETECTION TEST FOR GARDNERELLA VAGINALIS (BACTERIA),87512,HCPCS,306,RC,3001027,CDM,,,OUTPATIENT,,,140,56,MEDADV_PRIMEWELL,PRIMEWELL MEDICARE ADVANTAGE,,43.01,,APC LAB,,,,0,38.71,126,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87521 DETECTION TEST BY NUCLEIC ACID FOR HEPATITIS C VIRUS,87521,HCPCS,300,RC,3000776,CDM,,,OUTPATIENT,,,275,110,PRIMEWELL,PRIMEWELL COMMERCIAL/PPACA,,98.6,,APC LAB,,,,0,32.53,247.5,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87522 DETECTION TEST BY NUCLEIC ACID FOR HEPATITIS C VIRUS,87522,HCPCS,300,RC,3000777,CDM,,,OUTPATIENT,,,200,80,PRIMEWELL,PRIMEWELL COMMERCIAL/PPACA,,120.38,,APC LAB,,,,0,39.72,180,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87526 DETECTION TEST BY NUCLEIC ACID FOR HEPATITIS G VIRUS,87526,HCPCS,300,RC,3000778,CDM,,,OUTPATIENT,,,200,80,VA_CCN,VETERANS AFFAIRS COMMUNITY CARE NETWORK,,39.26,,APC LAB,,,,0,36.39,180,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87529 DETECTION TEST BY NUCLEIC ACID FOR HERPES SIMPLEX VIRUS,87529,HCPCS,300,RC,3000779,CDM,,,OUTPATIENT,,,243,97.2,HEALTHLINK_TUPELO,NORTH MISSISSIPPI HEALTH LINK,,206.55,85,PERCENT OF BILLED CHARGES,,,,0,32.53,218.7,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87530 DETECTION TEST BY NUCLEIC ACID FOR HERPES SIMPLEX VIRUS,87530,HCPCS,300,RC,3000780,CDM,,,OUTPATIENT,,,297,118.8,ADVHEALTH,STATE OF MS BLUE CROSS,,59.25,,FEE SCHEDULE,,,,0,39.72,267.3,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87530 DETECTION TEST BY NUCLEIC ACID FOR HERPES SIMPLEX VIRUS,87530,HCPCS,300,RC,3000780,CDM,,,OUTPATIENT,,,297,118.8,MULTIPLAN,MULTIPLAN,,237.6,80,PERCENT OF BILLED CHARGES,,,,0,39.72,267.3,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87532 DETECTION TEST BY NUCLEIC ACID FOR HERPES VIRUS-6,87532,HCPCS,300,RC,3000781,CDM,,,OUTPATIENT,,,299,119.6,MPCN,MS PHYSICIAN CARE NETWORK,,80.71,,APC LAB,,,,0,32.53,269.1,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87532 DETECTION TEST BY NUCLEIC ACID FOR HERPES VIRUS-6,87532,HCPCS,300,RC,3000781,CDM,,,OUTPATIENT,,,299,119.6,WELLCARE,WELLCARE MEDICARE ADVANTAGE,,36.14,,APC LAB,,,,0,32.53,269.1,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87535 DETECTION TEST BY NUCLEIC ACID FOR HIV-1 VIRUS,87535,HCPCS,300,RC,3000783,CDM,,,OUTPATIENT,,,296,118.4,BCBSMISS,BLUE CROSS OF MS,,42.25,,FEE SCHEDULE,,,,0,32.53,266.4,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87535 DETECTION TEST BY NUCLEIC ACID FOR HIV-1 VIRUS,87535,HCPCS,300,RC,3000783,CDM,,,OUTPATIENT,,,296,118.4,MAGNOLIA-CHIP,MAGNOLIA CHILDRENS HEALTH INSURANCE (CHIP),,71.06,,FEE SCHEDULE,,,,0,32.53,266.4,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87538 DETECTION TEST BY NUCLEIC ACID FOR HIV-2 VIRUS,87538,HCPCS,300,RC,3000785,CDM,,,OUTPATIENT,,,88,35.2,PPOPLUS,PPOPLUS (ZELIS NETWORK SOLUTIONS),,68.64,78,PERCENT OF BILLED CHARGES,,,,0,32.53,88,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87538 DETECTION TEST BY NUCLEIC ACID FOR HIV-2 VIRUS,87538,HCPCS,300,RC,3000785,CDM,,,OUTPATIENT,,,88,35.2,UNITED,UNITED HEALTHCARE- NON OPTIONS,,58.85,,FEE SCHEDULE,,,,0,32.53,88,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87539 DETECTION TEST BY NUCLEIC ACID FOR HIV-2 VIRUS,87539,HCPCS,310,RC,3101422,CDM,,,OUTPATIENT,,,147,58.8,MEDADV_PRIMEWELL,PRIMEWELL MEDICARE ADVANTAGE,,60.38,,APC LAB,,,,0,54.34,147,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87539 DETECTION TEST BY NUCLEIC ACID FOR HIV-2 VIRUS,87539,HCPCS,310,RC,3101422,CDM,,,OUTPATIENT,,,147,58.8,UNITED,UNITED HEALTHCARE- NON OPTIONS,,71.82,,FEE SCHEDULE,,,,0,54.34,147,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87561   NUCLEIC ACID FOR MYCOBACTERIA AVIUM-INTRACELLULARE  BACTERIA,87561,HCPCS,306,RC,3060007,CDM,,,OUTPATIENT,,,75,30,MOLINA_EXCHANGE,MOLINA MARKETPLACE,,75,,APC LAB,,,,0,32.53,87.73,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87581 DETECTION TEST BY NUCLEIC ACID FOR MYCOPLASMA PNEUMONIAE (BACTERIA),87581,HCPCS,300,RC,3000788,CDM,,,OUTPATIENT,,,193,77.2,FIRSTCHOICE-HUM,FIRST CHOICE- HUMANA,,87.73,,APC LAB,,,,0,32.53,173.7,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87581 DETECTION TEST BY NUCLEIC ACID FOR MYCOPLASMA PNEUMONIAE (BACTERIA),87581,HCPCS,300,RC,3000788,CDM,,,OUTPATIENT,,,193,77.2,MS-CAN-MAGNOLIA,MSCAN MAGNOLIA (CENTENE),,32.84,,FEE SCHEDULE,160.16,160.16,160.16,1 THROUGH 10,32.53,173.7,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,
87624 DETECTION TEST BY NUCLEIC ACID FOR HUMAN PAPILLOMAVIRUS (HPV),87624,HCPCS,300,RC,3000994,CDM,,,OUTPATIENT,,,96,38.4,MAGNOLIA-CHIP,MAGNOLIA CHILDRENS HEALTH INSURANCE (CHIP),,71.06,,FEE SCHEDULE,,,,0,32.53,96,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87651 DETECTION TEST BY NUCLEIC ACID FOR STREP (STREPTOCOCCUS,87651,HCPCS,300,RC,3001048,CDM,,,OUTPATIENT,,,120,48,WELLCARE,WELLCARE MEDICARE ADVANTAGE,,36.14,,APC LAB,83.86,83.86,120,20,32.53,108,OTHER,APC LAB,
87653 DETECTION TEST BY NUCLEIC ACID FOR STREP (STREPTOCOCCUS,87653,HCPCS,300,RC,3000793,CDM,,,OUTPATIENT,,,138,55.2,HEALTHLINK_TUPELO,NORTH MISSISSIPPI HEALTH LINK,,117.3,85,PERCENT OF BILLED CHARGES,,,,0,32.53,124.2,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87660   NUCLEIC ACID FOR TRICHOMONAS VAGINALIS  GENITAL PARASITE,87660,HCPCS,300,RC,3000986,CDM,,,OUTPATIENT,,,55,22,PPOPLUS,PPOPLUS (ZELIS NETWORK SOLUTIONS),,42.9,78,PERCENT OF BILLED CHARGES,,,,0,18.59,55,PERCENT OF TOTAL BILLED CHARGES,PERCENT OF BILLED CHARGES WITH DRG LIMIT - FLOOR AMOUNT - CEILING AMOUNT,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87661   NUCLEIC ACID FOR TRICHOMONAS VAGINALIS  GENITAL PARASITE,87661,HCPCS,300,RC,3000975,CDM,,,OUTPATIENT,,,121,48.4,BCBSMISS,BLUE CROSS OF MS,,51.08,,FEE SCHEDULE,120.98,83.868,121,70,32.53,108.9,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,
87797 DETECTION TEST BY NUCLEIC ACID FOR ORGANISM,87797,HCPCS,300,RC,3000794,CDM,,,OUTPATIENT,,,75,30,MS-CAN-TRUECARE,MSCAN TRUECARE,,28.38,,FEE SCHEDULE,,,,0,27.84,75.08,FEE SCHEDULE,HCPCS/CPT FEE SCHEDULE,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
87798 DETECTION TEST BY NUCLEIC ACID FOR ORGANISM,87798,HCPCS,300,RC,3000795,CDM,,,OUTPATIENT,,,120,48,FIRSTCHOICE-HUM,FIRST CHOICE- HUMANA,,87.73,,APC LAB,,,,0,32.53,108,OTHER,APC LAB,NO HISTORICAL PAYMENT DATA AVAILABLE: THIS HOSPITAL HAS NOT RECEIVED ANY ELECTRONIC REMITTANCE ADVICE (835 TRANSACTIONS) FOR THIS CODE COMBINATION DURING THE MEASUREMENT PERIOD. NO STATISTICAL MEASURES (MEDIAN AND PERCENTILES) CAN BE CALCULATED.
